Character,Line
Leslie Knope,"Now, after we are given the certificate, who do you think should speak first?"
Leslie Knope,I think it should be me and then you.
Leslie Knope,"But, if you want, it could be you and then me."
Leslie Knope,"Or it could go me, you, me."
Leslie Knope,What do you think?
Ron Swanson,How about just you?
Leslie Knope,"Thank you, Ron."
Leslie Knope,Yes.
Leslie Knope,"Tomorrow, the Parks and Rec Department is receiving a commendation at the Indiana Statehouse for bringing the Harvest Festival back."
Leslie Knope,"And although it's purely ceremonial, it's a huge deal for me to go to the Statehouse."
Ron Swanson,I couldn't care less about the commendation.
Ron Swanson,"But Indianapolis is home to Charles Mulligan's Steakhouse, the best damn steakhouse in the damn state."
Ron Swanson,I have taken a picture of every steak I've ever eaten there.
Ron Swanson,June 2004.
Ron Swanson,"Porterhouse, medium rare, Bearnaise sauce."
Ron Swanson,January 2000.
Ron Swanson,"They call this one ""The Enforcer."""
Ron Swanson,February '96.
Ron Swanson,"The steak, rib eye."
Ron Swanson,"The whiskey, Lagavulin 16."
Ron Swanson,"The lady next to me, a bitch."
Ron Swanson,"Specifically, my ex-wife, Tammy."
Ron Swanson,"Okay, this is the first time I ever went there."
Ron Swanson,"Oh, look at me."
Ron Swanson,I'm just a kid.
Leslie Knope,"She's showing some elephant-- Ooh, la la."
Leslie Knope,Look who's fancy.
Tom Haverford,Am I wearing an ascot?
Tom Haverford,I didn't notice.
Tom Haverford,Big night at the Snakehole Lounge!
Tom Haverford,"It's a launch party for Dennis Feinstein's new fragrance, Allergic for Men."
Tom Haverford,Pawnee's own Dennis Feinstein is a real up-and-comer in the world of microbrewed perfumes and body sprays.
Tom Haverford,"His ether based perfume, Blackout, was named one of Maxim's top hundred ways to trick someone into sex."
Tom Haverford,"Club opens at 6:00, event starts at 9:00."
Jerry Gergich,"No, no, way too late."
Jerry Gergich,I will be deep into my bath by then.
Leslie Knope,Don't let us picture that.
Leslie Knope,"Ben, you gonna go?"
Ben Wyatt,I don't think so.
Ben Wyatt,"Probably just gonna take it easy, but thank you."
Ben Wyatt,"Yeah, they always ask me to go out with them."
Ben Wyatt,They're just being polite.
Ben Wyatt,"I move around a lot, so the friends I make in these cities, they're like Facebook friends, you know?"
Ben Wyatt,"""Hey, Doug from Bloomington is thinking about buying a shirt."""
Ben Wyatt,"Come on, Doug, who cares?"
Leslie Knope,"Okay, Tom, I want you to take Ben and make him go to that anti-histamine party."
Tom Haverford,"It's ""Allergic,"" and forget it."
Leslie Knope,He doesn't know anybody in town.
Leslie Knope,"Come on, Tom, take him under your tiny little wing."
Tom Haverford,"He's a fully grown man, Leslie."
Tom Haverford,And tonight's just not about pleasure.
Tom Haverford,"I'm schmoozing Dennis Feinstein so I can pitch him my new cologne, Tommy Fresh."
Leslie Knope,"Okay, well, while you're doing that, I want you to picture Ben in his motel room, all by himself with no friends, staring at the wall."
Tom Haverford,Deal.
Leslie Knope,Tom.
Andy Dwyer,So my band's working on a new album.
April Ludgate,"Oh, yeah?"
April Ludgate,What's it called?
Andy Dwyer,"April Ludgate is the Best Ever, Volume One."
April Ludgate,Shut up.
Andy Dwyer,"So, what do you wanna do tonight?"
Andy Dwyer,We could watch TV at Burly's house or we could watch TV at your house.
Andy Dwyer,"Or, I mean, we could watch TV at Best Buy."
April Ludgate,Why don't we go to Tom's thing?
April Ludgate,That weird cologne party thing at the Snakehole?
Andy Dwyer,I kind of forgot that you need money when you have a girlfriend.
Andy Dwyer,"I wanna treat April like a queen, and queens deserve flowers and massages, chocolate, booze, diamonds, rubies, emeralds, them treasure chests full of scarves, different kinds of lubes that warm up when you rub 'em on stuff."
Andy Dwyer,I'm gonna give her all that stuff.
Andy Dwyer,And more.
Andy Dwyer,That sounds pretty awesome.
Andy Dwyer,"Yeah, let's do it."
April Ludgate,Okay.
Andy Dwyer,Okay.
April Ludgate,All right.
Andy Dwyer,Bye.
April Ludgate,Bye.
April Ludgate,I don't know.
April Ludgate,I guess we're dating.
April Ludgate,It's new.
April Ludgate,Whatever!
April Ludgate,I don't like labels.
April Ludgate,Go away.
Leslie Knope,This?
Ann Perkins,That would be good.
