Character,Line
Ron Swanson,Leslie.
Leslie Knope,"What's up, Ron?"
Ron Swanson,I'm gonna need you to go up to the Bureau of Motor Vehicles on the fourth floor.
Ron Swanson,We gotta talk ourselves out of this late registration fee for the Parks van.
Leslie Knope,Come on.
Leslie Knope,I don't want to go to the fourth floor.
Leslie Knope,That is the creepiest place on Earth.
Leslie Knope,The fourth floor is awful.
Leslie Knope,"The DMV, divorce filings, probation offices."
Leslie Knope,Ugh!
Leslie Knope,"They put a popcorn machine up there just to brighten things up, but they used the wrong kind of oil, and a bunch of people had to get their throats replaced."
Ron Swanson,"They'll only talk to you or me, and I can't go, because I don't want to."
Leslie Knope,Okay.
Stranger,"Hey, boo."
Stranger,You're pretty.
Leslie Knope,"Uh... Thank you, sir."
Stranger,"Hey, girl."
Stranger,Are you on probation?
Stranger,I got clean urine.
Stranger,You need female?
Stranger,I got female.
Leslie Knope,"I'm good, thank you."
Stranger,"Hey, you clean?"
Stranger,"I buy, too."
Background,Order.
Background,Order!
Background,Next case.
Background,Indiana vs--
Leslie Knope,Tom and Wendy?
Extra,Popcorn?
Leslie Knope,"So, Tom, how's everything in your life, generally?"
Tom Haverford,Amazing.
Tom Haverford,Took a risk.
Tom Haverford,Bought some shoes online.
Tom Haverford,"Paid off handsomely, as you can see."
Leslie Knope,Uh-huh.
Leslie Knope,"And how are your institutions, that you're a part of?"
Tom Haverford,Ah.
Tom Haverford,You heard about my divorce?
Leslie Knope,I saw you on the fourth floor.
Leslie Knope,"I'm so, so sorry."
Tom Haverford,"Honestly, it's fine."
Tom Haverford,"Lasted longer than Avril Lavigne and the guy from Sum 41, am I right?"
Leslie Knope,I don't know what those are.
Leslie Knope,"Look, Tom, stop working."
Tom Haverford,Whoa!
Tom Haverford,Would have been nice to have saved that.
Leslie Knope,You should've autosaved that.
Tom Haverford,Right.
Leslie Knope,That kind of feels like your fault.
Leslie Knope,"Look, I've heard your voice when she calls you on the phone."
Leslie Knope,I've seen you look at her ass when she leaves the room.
Leslie Knope,You love her.
Tom Haverford,"Leslie, I really appreciate what you're trying to do, but I'm fine."
Tom Haverford,"Look, look at my face."
Tom Haverford,Are you watching?
Leslie Knope,"I did a little research, and divorce is the number two most stressful event in a person's life."
Leslie Knope,"Of course, marriage is number seven."
Leslie Knope,"So, watch out, everyone."
Leslie Knope,It's all bad.
Leslie Knope,"We have to step up, for Tom's sake."
Ron Swanson,I think Tom seems fine.
Leslie Knope,"Well, that is the problem."
Leslie Knope,"Tom always seems like Mr. Slickster Cool Guy, but he's actually hiding his emotions underneath a very thick layer of Axe body spray."
Leslie Knope,We have to help him.
Leslie Knope,We are his safe bubble.
April Ludgate,She's kind of right.
April Ludgate,"None of his family lives here, and all of his friends are frat guys and morons."
Ron Swanson,This seems like none of our business.
Leslie Knope,"Be supportive, okay?"
Leslie Knope,"Don't be all, like, ""No, I don't want to."""
Leslie Knope,"""I am a guy and I like fire and playing hockey and eating meat!"""
Leslie Knope,"""No, no, says I!"""
April Ludgate,That was a really good Ron.
Leslie Knope,Thank you.
Mark Brendanawicz,I don't know how to explain--
Andy Dwyer,"Hey, Mark."
Andy Dwyer,The shoeshine stand still doesn't have that syphilis medication you were asking about.
Andy Dwyer,"Ann, hey!"
Andy Dwyer,What a coincidence!
Andy Dwyer,Are you in this office purely for business reasons?
Ann Perkins,"Pleasure, actually."
Ann Perkins,My boyfriend Mark works here.
Ann Perkins,He's sitting right next to me.
Mark Brendanawicz,"Hey, Andy."
Mark Brendanawicz,"What a surprise, running into you all day, every day, every single place that we are."
Andy Dwyer,Likewise.
Andy Dwyer,"Well, I guess I'll see you guys around."
Ann Perkins,See you.
Andy Dwyer,Oh!
Andy Dwyer,"Uh, also, Mark, again, we don't have those extra small condoms you ordered."
Andy Dwyer,"I called the factory, it's gonna take a special order."
Andy Dwyer,"Not just because of the size, but because of the weird shape as well."
Andy Dwyer,Something they've never dealt with before.
Andy Dwyer,We'll talk.
Andy Dwyer,"Mark never asked me for any small, weirdly shaped condoms."
Andy Dwyer,I made that up.
Andy Dwyer,"Every day, I subtly chip away at their relationship."
Andy Dwyer,"Weakening it, little by little."
Extra,Where's Tom Haverford?
Tom Haverford,For [bleep] sake.
Extra,"So, you had a divorce , of course, of course"
Extra,"And no one enjoys a divorce, of course"
Tom Haverford,"I don't know what to do, man."
Tom Haverford,"I can't be like, ""Hey, Leslie, it's a green card marriage, I'm fine."""
Ron Swanson,"You know, Leslie just thinks you're a wounded animal, so her female instincts are kicking in."
Ron Swanson,Here's what you do.
Ron Swanson,"Act sad, let her pull the thorn out of your paw and wrap a bandage around it."
Ron Swanson,That'll make her feel better.
Ron Swanson,She'll get off your jock.
Tom Haverford,You still can't tell anyone about the green card thing.
Tom Haverford,Apparently you can get in trouble even after a divorce.
Ron Swanson,Damn the man.
Ron Swanson,"Well, hey, your secret's safe with me."
Tom Haverford,"Thanks, Rondoleezza Rice."
Tom Haverford,"Okay, everyone."
Tom Haverford,The rumors are true.
Tom Haverford,Wendy and I are splitting up.
Tom Haverford,"Yeah, I'm really hurt."
Leslie Knope,"I'm so sorry you feel that way, little friend."
Leslie Knope,"Why don't we go out tonight, hit the town after work, huh?"
Leslie Knope,We'll make it Tom's night.
Leslie Knope,"You can go anywhere you want, our treat."
Leslie Knope,"Oh, I know there's a really fun documentary about tandem bicycles at the art house."
Leslie Knope,It's supposed to be pretty unapologetic.
Leslie Knope,Or we could go to a restaurant--
Tom Haverford,Strip club?
Tom Haverford,Did somebody say strip club?
Leslie Knope,Noâ¦
Tom Haverford,Did somebody say strip club?
Leslie Knope,You did.
Tom Haverford,I definitely heard someone say strip club.
Leslie Knope,You just did.
Tom Haverford,Would the Glitter Factory be okay with whoever suggested strip club?
Leslie Knope,"I don't think that's a good idea, Tom."
Jerry Gergich,There is a great dinosaur themed restaurant in Patterson.
Jerry Gergich,It is called Jurassic Fork.
Jerry Gergich,I have gone there three times a week for the last 15 years.
Leslie Knope,Ooh!
Leslie Knope,"Dinosaurs, huh?"
Tom Haverford,All right.
Tom Haverford,Sounds okay.
Leslie Knope,Okay!
Leslie Knope,"It's gonna be a crazy night, guys!"
Leslie Knope,I will see you at Jurassic Fork at 5:45 p.m.
Jerry Gergich,Yes.
Waiter,Hi.
Waiter,"Welcome to Jurassic Fork, where the only thing that'll be extinct is your appetite."
Waiter,You ready to order?
Donna Meagle,Yes.
Donna Meagle,I will have the Jamaican Jerk Chicken Veloci-Wrap.
Leslie Knope,"I'm gonna get the Tricera-chops, please."
Waiter,How do you want that cooked?
Leslie Knope,Medium roar.
Waiter,Medium rare?
Leslie Knope,"No, medium roar."
Waiter,"For legal reasons, we're not allowed to make puns about the temperature of the meats anymore."
Tom Haverford,"I'll have the surf and turf- asaurus, and a couple of bottles of wine."
Tom Haverford,"I'm gonna need a lot of wine, so keep it flowing."
Ann Perkins,I'm not gonna be drinking anything.
Ann Perkins,Just wanted everybody to know that.
Ann Perkins,I'm not a big fan of group dinners where everybody splits the bill no matter what they get.
Ann Perkins,"I ordered a Tyranna-Caesar salad, and that's all I'm paying for."
Andy Dwyer,"Hey, check it out."
Andy Dwyer,They got pool.
Andy Dwyer,"Mark, you want to play a quick game?"
Andy Dwyer,Finally settle the debate about who's the better pool player?
Mark Brendanawicz,"I've never had that debate with anyone, Andy."
Andy Dwyer,"Come on, we'll put a little money on it."
Andy Dwyer,Make it a little more interesting.
Ann Perkins,"Andy, please."
Andy Dwyer,"No, I just figured because pool is all about angles and he's a failed architect that he might want to play pool."
Mark Brendanawicz,Let's do it.
Ann Perkins,Really?
Ann Perkins,That worked?
