Character,Line
Leslie Knope,"Okay, everyone."
Leslie Knope,Look in your folders.
Leslie Knope,You will find information about founder's week.
Leslie Knope,"And before we start brainstorming, I just wanna thank Ron for lending us his cabin."
Ron Swanson,Lending?
Ron Swanson,Makes it sound like I had a choice in the matter.
Ron Swanson,I never should've agreed to this or let you know that I have a cabin or gotten to know any of you.
Leslie Knope,That's the spirit.
Leslie Knope,Founder's week is a yearly celebration of all things Pawnee.
Leslie Knope,"We've got a pie eating contest, a giant petting zoo, and the granddaddy of them all, the founder's week parade."
Leslie Knope,"I don't wanna overhype it, but our parade makes the rose bowl parade look like a turds on wheels convention."
Leslie Knope,Let's do an exercise.
Leslie Knope,"April, what makes Pawnee the best city in the world?"
April Ludgate,Easy: Most murders per capita.
April Ludgate,The guillotine was invented here.
April Ludgate,City Hall is run by the walrus mafia.
Leslie Knope,"Donna, help me out."
Leslie Knope,What makes Pawnee so great?
Donna Meagle,Cost of living is cheap.
Donna Meagle,"In about three years, I will have saved enough to pay off my condo in Seattle."
Ben Wyatt,You have a condo in Seattle?
Donna Meagle,"Yes, I like the rain and the fish markets."
Leslie Knope,"Guys, we need to focus."
Leslie Knope,"I want this to be the best founder's week ever, okay?"
Leslie Knope,No more distractions.
Mona-Lisa Saperstein,I'm bored.
Mona-Lisa Saperstein,Let's go have sex in a tree.
Mona-Lisa Saperstein,He'll be back in eight minutes.
Leslie Knope,Why did you have to bring her here?
Tom Haverford,I don't really have any power in this relationship.
Tom Haverford,I'll think of ideas in the tree.
Mona-Lisa Saperstein,Anyone's welcome to join us in the tree!
April Ludgate,Really?
April Ludgate,Okay.
April Ludgate,Thank you.
April Ludgate,Bye.
Donna Meagle,You okay?
April Ludgate,"Yeah, I'm fine."
Andy Dwyer,"Good morning, colleagues, coworkers, friends."
Andy Dwyer,Everyone feeling normal today?
Andy Dwyer,Here's what happened.
Andy Dwyer,I left my sweat shirt at Ron's cabin.
Andy Dwyer,"When I went back to get it, I found this in the trash: Positive pregnancy test."
Andy Dwyer,Side note: I accidentally threw my sweat shirt away.
Andy Dwyer,That's why I was digging through the trash.
Andy Dwyer,Found that too.
Andy Dwyer,Pretty cool.
Andy Dwyer,"So if my science is correct, one of the five women who were at the cabin Leslie, Donna, Ann, MonaLisa, or April is pregnant!"
Andy Dwyer,Can't be April.
Andy Dwyer,She would've told me.
Andy Dwyer,That leaves four suspects.
Andy Dwyer,"There's only one man for this job: Bert Macklin, FBI."
Andy Dwyer,They said I was retired.
Andy Dwyer,They said I was too dangerous for the Pawnee Police Department.
Andy Dwyer,Turns out they were right and wrong.
Andy Dwyer,"Macklin, you son of a bitch."
Chris Traeger,"Hello, fellow Pawneeans."
Chris Traeger,"As you know, the founder's week festivities kick off tomorrow."
Chris Traeger,"Um, one small announcement: Due to a tragic misunderstanding, the prettiest pig beauty pageant has been replaced by a pork rib barbecue competition."
Chris Traeger,"Oh, no."
Ben Wyatt,"But on to less grisly news, thank you for participating in our special founder's week public forum led by councilwoman Leslie Knope."
Leslie Knope,"Thanks to a lot of hard work and some very dedicated civil servants, this has been a banner year for our city."
Leslie Knope,Obesity and diabetes are down.
Leslie Knope,Test scores are up.
Leslie Knope,Pawnee raccoon attacks have decreased.
Leslie Knope,"People can now suddenly feel safe in our parks, grocery stores, and hospitals."
Leslie Knope,I am very proud of what we've accomplished.
Leslie Knope,"In fact, this forum is kind of my victory lap."
Leslie Knope,I am here today to ask you one question.
Leslie Knope,Are you better off now than you were a year ago?
Leslie Knope,Who'd like to start?
Leslie Knope,Uhoh.
Kathryn Pinewood,"Kathryn Pinewood, Pawnee Restaurant Association."
Kathryn Pinewood,This town is not better off.
Kathryn Pinewood,"This past year has been a disaster, and this government is hellbent on stripping away our most basic personal freedoms."
Ben Wyatt,"Okay, counterpoint."
Leslie Knope,"Ms. Pinewood, I've never stripped away anyone's freedoms."
Leslie Knope,I simply stopped a restaurant from serving an insane which only made our citizens healthier.
Leslie Knope,"And frankly, I don't see any of those citizens standing up and complaining about"
Leslie Knope,Okay.
Leslie Knope,"Now, I see them."
Tom Haverford,Whoa!
Tom Haverford,Darren!
Tom Haverford,Slow down!
Tom Haverford,"That sweat suit's not for sweating in, okay?"
Tom Haverford,This is crushed velvet.
Tom Haverford,"If you go at more than a brisk walk, it will fall apart."
Tom Haverford,This looks dope.
Tom Haverford,Let's pay for it.
Tom Haverford,Business is booming.
Tom Haverford,"If it keeps up like this, I would leave the Parks Department and do RentASwag fulltime, maybe even expand."
Tom Haverford,"I could add a baby section over there, call it ""Li'l Swaggers."""
Tom Haverford,"I could add some old people stuff, call it ""RentASag."""
Tom Haverford,"Ugh, no."
Tom Haverford,Old people are gross.
Tom Haverford,Oh.
Tom Haverford,Nice.
Mona-Lisa Saperstein,"Hey, dingdong!"
Mona-Lisa Saperstein,Can I go home?
Mona-Lisa Saperstein,"My tumtum feels gross, and also, I hate working."
Tom Haverford,"I guess, but find someone to cover for you, okay?"
