Character,Line
Ben Wyatt,Hey.
Ben Wyatt,"Hey, guys."
Ben Wyatt,Listen.
Ben Wyatt,"Uh, Leslie's gonna walk in and say something that sounds very boring, but is actually a really big deal."
Ben Wyatt,"So when I give the signal, just, everybody, cheer like crazy."
Ben Wyatt,Here we go.
Leslie Knope,"Well, someone just officially enrolled in the Senior Executive Service Development Candidate Program at the Department of the Interior."
Andy Dwyer,Surprise!
Leslie Knope,Thanks.
Leslie Knope,It's a big deal.
Leslie Knope,"So, my promotion is official."
Leslie Knope,We need to find a place in D.C.
Leslie Knope,Because we're gonna be splitting our time.
Donna Meagle,I guess now is as good a time as any to make my announcement.
Donna Meagle,Joe and I just closed on a house in Seattle.
April Ludgate,"Oh, my God."
Leslie Knope,Cheers.
Jerry Gergich,"Well, actually, I have an announcement, too."
Jerry Gergich,"After all these years in government, I have decided to finally retire."
April Ludgate,"This is about people who are moving, Garry."
April Ludgate,Not everything is about you.
Jerry Gergich,Good point.
Leslie Knope,Everyone's scattering.
Leslie Knope,"Well, look at it this way."
Leslie Knope,"Bad news comes in threes, right?"
Leslie Knope,"We're leaving, April and Andy are leaving, Donna's leaving."
Leslie Knope,That's three!
Jerry Gergich,"Also, I'm retiring."
Leslie Knope,"That's three, Garry."
Leslie Knope,"Well, we're probably due for some good news."
Perd Hapley,Good evening.
Perd Hapley,I come to you tonight with some good news.
Ben Wyatt,Hey.
Perd Hapley,Is not a sentence I will be saying to you right now.
Perd Hapley,"Because, beloved Pawnee Mayor Walter Gunderson has died."
Leslie Knope,"Well, you jinxed us, Garry."
Leslie Knope,Thanks a lot.
Ben Wyatt,Walter Gunderson served Pawnee for 39 years.
Ben Wyatt,"And as per his final wish, his body will lie in state, in the city council chambers for a day."
Ben Wyatt,Which is just a real cool thing for a public space.
Ben Wyatt,"Also, he sent us a brief video message to be played for this event."
Walter Gunderson,"Hello, Pawnee."
Walter Gunderson,My time in office has come to an end.
Walter Gunderson,A lot has been done.
Walter Gunderson,But I wasn't really doing very much.
Walter Gunderson,I wasn't paying attention most of the time.
Walter Gunderson,"Fortunately, the citizens of Pawnee didn't pay attention either."
Walter Gunderson,"So, uh, if there's credit to take, I will humbly take it."
Walter Gunderson,"And if there is blame, it's your fault."
Walter Gunderson,Thank you.
Walter Gunderson,And goodbye forever.
Ben Wyatt,"Uh, okay."
Ben Wyatt,"Well, that was really something."
Leslie Knope,"People are dying, moving, retiring."
Leslie Knope,"Too many endings, not enough beginnings."
Leslie Knope,We need something to begin.
Leslie Knope,And I have just the thing.
Leslie Knope,An underground dance competition.
Leslie Knope,I'm realizing I know nothing about the logistics of how to start an underground dance competition.
Leslie Knope,But someone here will.
Ben Wyatt,"Hey, April."
Ben Wyatt,Will you help me out with something?
April Ludgate,No.
Ben Wyatt,"Apparently, as city manager, I'm in charge of appointing an interim mayor until the special election."
April Ludgate,"So, why don't you just appoint yourself?"
April Ludgate,You're basically running the town anyway.
Ben Wyatt,"Well, I was a mayor once before."
Ben Wyatt,We all remember how that went.
April Ludgate,"Oh, yeah, you completely disgraced yourself and destroyed an entire town."
Ben Wyatt,"Yeah, I said we all remember."
Ben Wyatt,Now will you help me find someone?
Ben Wyatt,It can be anyone over the age of 30 who's a good symbolic face for the town.
April Ludgate,"Fine, whatever, I'll help you."
April Ludgate,Okay?
Ben Wyatt,Thank you.
Ben Wyatt,I told Garry he could help too.
April Ludgate,What?
Jerry Gergich,"Oh, notarizing a new mayor, that is-- Well, it's like the ultimate notary adventure."
Jerry Gergich,"Oh, it's big."
Tom Haverford,LesLegally Blonde.
Tom Haverford,Got you a little gift in New York.
Leslie Knope,You did.
Leslie Knope,What did you get me?
Leslie Knope,Oohlala.
Leslie Knope,Men's Ferragamo loafers.
Leslie Knope,What am I supposed to do with these?
Tom Haverford,"Yeah, you're right, I should probably keep 'em."
Tom Haverford,"They're a size six and a half, too small for you anyway."
Leslie Knope,How was your trip?
Tom Haverford,Amazing.
Tom Haverford,Lot of great meetings.
Tom Haverford,"Plus, Lucy and I had the best time."
Tom Haverford,"It's for real, Leslie."
Tom Haverford,We even went to a jewelry store and looked at rings.
Leslie Knope,No.
Tom Haverford,"Shia LaBeouf is one hell of a jewelry designer, by the way."
Tom Haverford,The man's really found his calling.
Leslie Knope,This is perfect.
Leslie Knope,"What with everything ending, you guys are the happy beginning that we all need."
Leslie Knope,You should propose to her.
Leslie Knope,Right now.
Leslie Knope,Here.
Leslie Knope,What better place to ask a woman to marry you than an old man's public memorial?
Tom Haverford,Yeah.
Tom Haverford,I think I'm probably gonna wait.
Tom Haverford,"Plus, Lucy's not in town."
Tom Haverford,She's in Philadelphia visiting friends.
Tom Haverford,She gets back tomorrow.
Leslie Knope,"Yeah, you'd probably want her here for that, right?"
Tom Haverford,All right.
Tom Haverford,I'm gonna find April.
Tom Haverford,I got her a really nice Burberry necktie.
Andy Dwyer,Gunderson was mayor my entire life.
Andy Dwyer,It really makes you consider the postulence of time.
Donna Meagle,Sure.
Ron Swanson,"Death is natural, Andrew."
Ron Swanson,"We're born, we survive as long as we're useful, and then we're killed, either by our body's natural decay or by those younger and stronger."
Donna Meagle,Speak for yourself.
Donna Meagle,"Before I die, I'm freezing my head like Ted Williams."
Donna Meagle,"Wait a thousand years, thaw it out, slap it on a robot, Keep on ballin'."
Carl,Ron.
Ron Swanson,Carl.
Ron Swanson,"Donna, Andy, this is Carl."
Ron Swanson,He owns the deli right next to my barber Salvatore's shop.
Carl,"It's terrible, isn't it?"
Carl,First Salvatore and now Mayor Gunderson.
Ron Swanson,What?
Ron Swanson,What happened?
Ron Swanson,Explain yourself.
Carl,"Oh, Ron, you didn't hear?"
Carl,Salvatore passed away yesterday.
Ron Swanson,No.
Donna Meagle,Geez.
Ron Swanson,"No, it can't be."
