Character,Line
Leslie Knope,"If you look inside your bags, you will find a few things."
Leslie Knope,A bouquet of handcrocheted flower pensâ¦
All,Oh!
Leslie Knope,"A mosaic portrait of each of you made from the crushed bottles of your favorite diet soda, and a personalized 5000 word essay of why you are all so awesome."
Leslie Knope,What's Galentine's Day?
Leslie Knope,"Oh, it's only the best day of the year."
Leslie Knope,"Every February 13th, my lady friends and I leave our husbands and our boyfriends at home and we just come and kick it breakfast style."
Leslie Knope,Ladies celebrating ladies.
Leslie Knope,It's like Lilith Fair minus the angst.
Leslie Knope,Plus frittatas.
Leslie Knope,"So to conclude our Galentine's Day breakfast, it is time for the greatest story ever told."
Ann Perkins,What's the story?
Ann Perkins,It's the most romantic story ever.
Ann Perkins,It makes The Notebook look like Saw V.
Leslie Knope,"Go, Mom, go."
Marlene Griggs-Knope,It was 1968.
Marlene Griggs-Knope,I was 18 and our family went on a vacation to Bermuda.
Marlene Griggs-Knope,"And on the first day, I went for a swim in the ocean."
Marlene Griggs-Knope,And I got caught in a very strong current.
Ann Perkins,"You've heard this story before, right?"
Leslie Knope,"Yes, but the drama."
Marlene Griggs-Knope,The next thing I felt were two very powerful arms whisking me to safety.
Marlene Griggs-Knope,"And he looked down at me and he said, ""Are you okay?"""
Marlene Griggs-Knope,"And I looked up at him and I said, ""I am now."""
Leslie Knope,So they sneak out to meet each other and walk on the beach.
Leslie Knope,"And two weeks later, he asked her to marry him and move to Illinois."
Leslie Knope,"But her parents thought she was too young, so she said no."
Leslie Knope,"And then they lost touch, and a few years later she met my dad."
Tom Haverford,I gotta take one of those lifeguard courses.
Tom Haverford,Those guys get all the action.
Tom Haverford,"Am I right, Justin?"
Justin,We gotta find this guy.
Leslie Knope,Frank?
Leslie Knope,He's probably married or dead.
Tom Haverford,What's the difference?
Tom Haverford,"Am I right, Justin?"
Justin,"Well, at least let me try and find him."
Justin,Imagine how much better that story would be if we actually reunited them?
Tom Haverford,I think Justin's right.
Tom Haverford,You should let him do this.
Leslie Knope,Okay.
Leslie Knope,Do it.
Leslie Knope,"But if you find him and he's weird, like a ventriloquist, or a puppeteer, or anyone who pretends toys are people, then abort the mission."
Justin,Absolutely.
Tom Haverford,Absolutely.
Mark Brendanawicz,"You, you're the best girlfriend ever."
Ann Perkins,Aw!
Ann Perkins,Happy Valentine's Day.
Mark Brendanawicz,"I knew, eventually, somehow, being in a relationship with you would totally pay off."
Ann Perkins,I bought him some actual towels.
Ann Perkins,He was using a bathrobe.
Ann Perkins,"And I bought him some other things that humans usually use, like shampoo."
Leslie Knope,"Troops, gather around."
Leslie Knope,Great news.
Leslie Knope,"The Senior Center Valentine's Dance is tomorrow, from 5:00 to 9:00."
Tom Haverford,Are we talking a.m. or p.m.?
Tom Haverford,Those people are old.
Tom Haverford,"Am I right, Justin?"
Tom Haverford,Oh!
Tom Haverford,Justin's not here.
Leslie Knope,"It isn't just a job, gang, we're gonna learn a lot from these seniors."
Leslie Knope,Some of them have been married for half a century.
Leslie Knope,"And no offense, but everybody here is terrible at love."
Leslie Knope,"Divorced, dating a gay guy, divorced twice, jury's still out on you two."
Leslie Knope,"And Jerry, who knows."
Jerry Gergich,I've been happily married for 28 years.
Jerry Gergich,"You've met my wife, Gayle, many times."
Leslie Knope,Whatever.
Leslie Knope,"Finally, Ann and Mark are our special volunteers, and they will be available whenever needed."
Mark Brendanawicz,I didn't volunteer.
Leslie Knope,"Yeah, too bad."
Leslie Knope,You got drafted.
Leslie Knope,"Ask not what your old people could do for you, ask what you could do for your old people."
Tom Haverford,Terminator.
Leslie Knope,What?
Leslie Knope,"No, JFK."
Leslie Knope,This meeting has been terminated.
Leslie Knope,That is the Terminator.
Ron Swanson,Nice.
Leslie Knope,Where am I going?
Leslie Knope,"Well, hello there."
Wendy,"Well, hey."
Wendy,I got your message.
Wendy,You wanted to talk?
Tom Haverford,"Yes, I do."
Wendy,Oh.
Tom Haverford,Have a seat.
Wendy,Mmm.
Tom Haverford,Some champagne?
Wendy,"Uh, no, thanks."
Tom Haverford,Come on.
Tom Haverford,This is Armand de Brignac.
Tom Haverford,Jay-Z drinks this.
Wendy,"Yeah, well, Jay-Z doesn't have to perform surgery in an hour."
Tom Haverford,You don't know Jay-Z's schedule.
Tom Haverford,He's a renaissance man.
Tom Haverford,"Okay, fine."
Tom Haverford,"Well, this is for you."
Wendy,Oh!
Tom Haverford,"Well, it's almost Valentine's Day, so I thought it would be a good day to tell you that--"
Wendy,Okay.
Wendy,Let me just stop you right there.
Wendy,"Look, Tommy, I just want you to know I'm so grateful for everything you did for me, but I only see us as friends."
Tom Haverford,For now.
Tom Haverford,But think about how much better our friendship would be if we added doing it.
Tom Haverford,"Seriously, I know our marriage was fake, but there's something between us."
Tom Haverford,"And I think we should give it a shot, for real."
Wendy,I just don't feel that way about you.
Wendy,I'm sorry.
Andy Dwyer,"Each time I do, Just the thought of you makes me stop before I begin, I've got you, Under my skin."
Andy Dwyer,"So, there's that one, I guess."
Leslie Knope,All right.
Leslie Knope,You guys sound ready for the dance tomorrow.
Andy Dwyer,"I don't know about these old fogy songs, Leslie."
Andy Dwyer,Why can't we just do our originals?
Andy Dwyer,"I just wrote a new song, okay?"
Andy Dwyer,"Bottom line, it's called Sex Hair."
Andy Dwyer,It's about how you can tell when someone's just had sex 'cause of how their hair gets matted up in the back.
Andy Dwyer,It's awesome.
Leslie Knope,Think of it this way.
Leslie Knope,"These songs are exactly like the songs you usually play, except instead of modern rock, they're old jazzy standards from the '40s."
Andy Dwyer,"Okay, yeah."
Andy Dwyer,You got a point.
Leslie Knope,Yeah.
Leslie Knope,You're gonna do great.
Andy Dwyer,"All right, guys."
Kyle,"Andy, I've been here for half an hour."
Kyle,Can I get my shoes shined?
Andy Dwyer,"Kyle, I'm gonna lose my [bleep] on you if you ask me one more time."
Justin,Found him.
Justin,"Frank Beckerson, 63."
Justin,"Lives in a little town called Bridgeport, Illinois."
Justin,"Divorced, no kids, worked as a lifeguard when he was 20."
Leslie Knope,"Ron, I need a half a day off for a secret mission of love."
Ron Swanson,You're asking my permission to take a nooner?
Leslie Knope,Sure.
Leslie Knope,"Well, I don't know."
Leslie Knope,Maybe.
Leslie Knope,Justin and I need to go on a romantically inspired road trip.
Ron Swanson,So it is a nooner?
Leslie Knope,"Well, we're planning to leave around noon, so I'm not quite sure--"
Justin,"That's-- No, Leslie, that is not a nooner."
Justin,I tracked down this old flame of Leslie's mom.
Justin,We're gonna go pick him up.
Justin,We're gonna reunite them on Valentine's Day.
Justin,Is that a great story or what?
Ron Swanson,"Yeah, great story indeed."
Ron Swanson,Enjoy your half day off.
Leslie Knope,Thank you.
Justin,Pick you up tomorrow around noon.
Leslie Knope,For our nooner.
Leslie Knope,Which is a cute word.
Ron Swanson,Explain it to her later.
Leslie Knope,Explain what?
Mark Brendanawicz,Happy Valentine's Day.
Mark Brendanawicz,"First off, a bear in a paper bag and a heartshaped balloon."
Ann Perkins,I love bears in bags.
Mark Brendanawicz,"Well, you will like this, then."
Mark Brendanawicz,Because this is a giant teddy bear holding a red heart.
Ann Perkins,Aw!
Mark Brendanawicz,Festive.
Mark Brendanawicz,What's this?
Mark Brendanawicz,"Oh, I don't know."
Mark Brendanawicz,It's a heart-shaped box of chocolates.
Mark Brendanawicz,That's a dozen red roses in a heart-shaped arrangement.
Mark Brendanawicz,See that?
Mark Brendanawicz,Perfume.
Mark Brendanawicz,For the lady.
Mark Brendanawicz,Yeah.
Ann Perkins,Ooh!
Ann Perkins,Ooh!
Ann Perkins,"""Yearning, by Dennis Feinstein."""
Ann Perkins,Mmm.
Ann Perkins,Ooh!
Ann Perkins,Dennis.
Ann Perkins,"No, no, Dennis."
Mark Brendanawicz,"Finally, The Heart of the Ocean."
Ann Perkins,Gorgeous.
Mark Brendanawicz,I never had a chance to get a girl a cliched Valentine's Day gift before.
Mark Brendanawicz,So I got you all of them.
Ann Perkins,Thank you.
Ann Perkins,That was very sweet.
Leslie Knope,Do you think they'll get married?
Leslie Knope,"Oh, my God, what if they get married?"
Justin,That would be amazing.
Leslie Knope,"Would I call him ""Dad"" then?"
Justin,Hmm.
Leslie Knope,"No, that'd be too much."
Leslie Knope,"Maybe I'll call him ""Pappy."""
Leslie Knope,Pop?
Leslie Knope,Poppy?
Leslie Knope,PawPaw?
Leslie Knope,Look at me.
Leslie Knope,I'm getting ahead of myself.
Justin,Hey.
Justin,You never know.
Leslie Knope,"I'm gonna call him ""PooPaw."""
Leslie Knope,How often do you get to reunite soul mates?
Leslie Knope,What if I told you that you could reunite Romeo and Juliet?
Leslie Knope,Or Brad Pitt and Jennifer Aniston?
Leslie Knope,"Oh, Jen."
Leslie Knope,I really want you to be happy.
Leslie Knope,Stay away from John Mayer.
Leslie Knope,I cannot believe I'm gonna meet Frank Beckerson.
Leslie Knope,I feel like I've known him my whole life.
Leslie Knope,Frank?
Frank Beckerson,My God.
Frank Beckerson,Marlene.
Leslie Knope,"Oh, no."
Leslie Knope,PooPaw.
Leslie Knope,"PooPaw, no."
Leslie Knope,I'm not Marlene.
Frank Beckerson,Oh!
Frank Beckerson,So sorry.
Frank Beckerson,I should really wear my glasses.
Frank Beckerson,Come on in.
Leslie Knope,"Frank, I was wondering."
Leslie Knope,My mom always said that you wanted to be a lawyer.
Leslie Knope,Did that work out?
Frank Beckerson,No.
Frank Beckerson,Never did.
Frank Beckerson,Though I did once act as my own lawyer.
Frank Beckerson,Oh!
Frank Beckerson,I found some old pictures of Marlene and me.
Leslie Knope,Look.
Leslie Knope,Look how young she is.
Justin,These are amazing.
Frank Beckerson,Probably shouldn't show you this one.
Leslie Knope,"No, thank you."
Frank Beckerson,Your mom was such a firecracker.
Frank Beckerson,"Smart, funny, sharp as a tack."
Frank Beckerson,Such firm breasts.
Frank Beckerson,"Oh, that was inappropriate."
Frank Beckerson,Wow.
Frank Beckerson,"I am just, all of a sudden, so nervous to see her again."
Frank Beckerson,I'm gonna throw up real quick and then we can leave.
Derek,Hi.
April Ludgate,Hi.
Derek,Valentine's bash at The Bulge tonight.
Derek,We can get you a drink bracelet.
April Ludgate,I can't.
April Ludgate,I've gotta work at the Senior Center Valentine's Day Dance thing.
Ben,That sounds amazing.
Ben,Can we come?
April Ludgate,I guess.
April Ludgate,I don't know why you would want to.
Derek,Because old people are funny.
Ben,"Yeah, it'll be like The Golden Girls."
Derek,I have to go get ready.
Leslie Knope,"So, Frank, where have you been for the past 40 years?"
Frank Beckerson,Oh!
Frank Beckerson,"You know, here and there."
Frank Beckerson,You know?
Frank Beckerson,"Grenada, for a while."
Frank Beckerson,"Then Panama, then Afghanistan."
Leslie Knope,So you were in the military?
Frank Beckerson,Nope.
Frank Beckerson,"You know, I always wonder how different my life would've been if your mother had married me."
Frank Beckerson,It would've been better.
Frank Beckerson,I'll tell you that much.
Leslie Knope,Frank?
Leslie Knope,"Frank, are you okay?"
Frank Beckerson,I'm fine.
Frank Beckerson,I'm good.
Frank Beckerson,I am just so nervous to see her.
Frank Beckerson,There is nothing to be nervous about.
Frank Beckerson,Have you got a bag or something?
Leslie Knope,A what?
Justin,Do you have a bag?
Leslie Knope,I have a purse.
Justin,"Well, give him the purse then."
Leslie Knope,All right.
Andy Dwyer,"You like potato and I like potahto, You like tomato and I like tomahto, Potato, potahto, Tomato, tomahto."
Andy Dwyer,Let's call the whole thing off.
Andy Dwyer,"Uh I mean, that sucked, didn't it?"
Burly,Maybe if you sang it like Louis Armstrong.
Andy Dwyer,"Maybe, yeah."
Andy Dwyer,"I mean, here's the thing, though."
Andy Dwyer,Who is that?
Andy Dwyer,My problem is I don't know how to tell if we're doing good.
Andy Dwyer,"Because when you play a rock show, it's really easy to know if you're doing great because chicks will flash their boobs at you when you're up onstage."
Andy Dwyer,"And you're like, ""Oh!"""
Andy Dwyer,"""That must've sounded pretty good."""
Andy Dwyer,"If that happens here, my eyes will fall out of my head and I'll die."
Leslie Knope,Frank?
Leslie Knope,"Frank, are you okay?"
Justin,Maybe we should--
Leslie Knope,Yeah.
Justin,Frank.
Leslie Knope,Frank.
Justin,Frank.
Leslie Knope,Frank.
