Character,Line
Tom Haverford,"RentASwag shareholders: As you can see, your store is hoppin'."
Tom Haverford,These kids are renting my old clothes like they're going out of style.
Tom Haverford,Which they never will.
Donna Meagle,"Yeah, it's a lot of foot traffic, Tommy."
Donna Meagle,I like it.
Mona-Lisa Saperstein,"Oh, ""dayyayyam,"" it is kind of a sausage party in here."
Mona-Lisa Saperstein,"For the record, would hit it, would hit, would hit."
Mona-Lisa Saperstein,Hard pass.
Ron Swanson,"Tom, who is this person?"
Tom Haverford,"This is MonaLisa Saperstein, my new sales associate."
Ben Wyatt,MonaLisa Saperstein?
Ben Wyatt,Does that mean
Jean-Ralphio Saperstein,"Oh, yeah she's my sister."
Jean-Ralphio Saperstein,"My twin sister, from the same mister."
Jean-Ralphio Saperstein,Thank you so much for hiring MonaLisa.
Jean-Ralphio Saperstein,It means so much to me.
Jean-Ralphio Saperstein,"Even though, honestly, she's The wooorst."
Jean-Ralphio Saperstein,She is the worst person in the world.
Jean-Ralphio Saperstein,Huge skank.
Jean-Ralphio Saperstein,Terrible.
Jean-Ralphio Saperstein,But thank you.
Jean-Ralphio Saperstein,It means a lot.
Tom Haverford,Of course.
Tom Haverford,Got to keep it in the family.
Ben Wyatt,"Yeah, but does it have to be this family?"
Mona-Lisa Saperstein,"Actually, that reminds me, Bababa boss man I need to leave early today because my shrink got me and him tickets to a Pitbull concert."
Mona-Lisa Saperstein,And I already committed to that.
Mona-Lisa Saperstein,"And so if you say that I can't go, it's like you're taking something away from me."
Tom Haverford,"Um, store's really busy."
Tom Haverford,I kinda need you to stay.
Mona-Lisa Saperstein,Mmhmm.
Mona-Lisa Saperstein,I totally hear you.
Mona-Lisa Saperstein,"Um, I also don't like what you're saying."
Mona-Lisa Saperstein,"So if you say no, I will start a fire in the bathroom."
Tom Haverford,"Okay, I guess you can go."
Mona-Lisa Saperstein,"Yeah, I know I can."
Jean-Ralphio Saperstein,"What did I tell you, huh?"
Jean-Ralphio Saperstein,The woooorst.
Jean-Ralphio Saperstein,She's the worst in the world.
Jean-Ralphio Saperstein,JeanRalphio.
Jean-Ralphio Saperstein,How are you?
Dennis Lerpiss,Hello.
Dennis Lerpiss,Welcome to Pawnee Videodome.
Dennis Lerpiss,Today we'll be screening Stanley Kubrick's 1957 classic Paths Of Glory.
Dennis Lerpiss,It's about three men who refuse to go on a suicide mission and are executed for cowardice.
Leslie Knope,"Or we could, you know, maybe screen a different movie."
Leslie Knope,One that's a little bit more upbeat.
Leslie Knope,Like Finding Nemo or
Dennis Lerpiss,"I could do, uh, Shoah."
Leslie Knope,"Okay,Paths Of Glory it is."
Leslie Knope,This is the Pawnee Videodome.
Leslie Knope,And we are here because I started a program to help local business.
Leslie Knope,This is a Pawnee institution.
Leslie Knope,"This is the place where Perd Hapley shot his movie review show Lights, Camera, Perd."
Perd Hapley,"It's a heartwarming story, but it's just not believable."
Perd Hapley,Which is why I give E.T. 1 and a 1/2 stars.
Leslie Knope,"Andy, it's over."
Leslie Knope,"Get up, Andy."
Andy Dwyer,What are you doing?
Andy Dwyer,What's everybody where are we?
Dennis Lerpiss,The reason I love that film is that it's really depressing.
Dennis Lerpiss,"Speaking of which, sadly, next month, Pawnee Videodome will be closing its doors."
Dennis Lerpiss,Forever.
Leslie Knope,No!
Dennis Lerpiss,"For those of you that have attended our screenings, I want to thank you for your patronage, though I wish you would have rented more movies."
Leslie Knope,"Guys, we have to help out Dennis and his business."
Leslie Knope,"Everybody rent something, so we can help Dennis."
Leslie Knope,"Sir, will you rent something?"
Morris,Why would I do that?
Morris,All movies are online for free.
Morris,I'm watching Iron Man 2 on my phone right now.
Leslie Knope,"Okay, you're not helping."
Leslie Knope,"I, for one, am going to rent Finding Nemo."
Dennis Lerpiss,"Ooh, we don't carry cartoons."
Dennis Lerpiss,"But if you want a film about the ocean, we have a documentary about the brutality of Japan's whaling industry."
