Character,Line
Jack Cooper,Ron?
Jack Cooper,"Jack Cooper, from the Controller's Office."
Jack Cooper,Got a second?
Ron Swanson,"Sure, what can I do you for?"
Jack Cooper,"Frankly, this is a little awkward."
Jack Cooper,We've received this letter from a collection agency about an outstanding debt from the Pawnee Public Library.
Jack Cooper,It appears you have an overdue book.
Ron Swanson,"Oh, do I?"
Jack Cooper,"It's not the size of the boat, embracing Life with a Micropenis."
Ron Swanson,Tammy.
Ron Swanson,My ex-wife Tammy likes to check in every so often and make sure I'm doing okay.
Ron Swanson,"And if I am, she tries to everything up."
Leslie Knope,"Okay, I pre-dialed 911, so all you have to do is press send."
Ron Swanson,You're worrying over nothing.
Leslie Knope,"If she binds your hands and you can't reach your phone, just try to chew yourself free."
Leslie Knope,Whale tail.
Leslie Knope,Whale tail.
Leslie Knope,She's flashing a whale tail.
Leslie Knope,Abort.
Leslie Knope,Abort.
Ron Swanson,"Hello, Tammy."
Tammy 2,Oh!
Tammy 2,"Hello, Ron."
Tammy 2,I didn't see you come in.
Tammy 2,I was just checking myself for scoliosis.
Ron Swanson,And?
Tammy 2,Straight as an arrow.
Tammy 2,Just like somebody else I know.
Tammy 2,Jerky?
Ron Swanson,Call off the dogs.
Ron Swanson,"You and I both know that in my entire adult life, I have never checked a book out of the library."
Leslie Knope,"Oh, my God, she's amazing."
Tammy 2,Ooh!
Tammy 2,Mmm.
Ron Swanson,I admit there was a time when that sort of behavior would've driven me wild.
Ron Swanson,"But I am in a healthy relationship now, Tammy."
Tammy 2,A relationship?
Tammy 2,With whom?
Ron Swanson,"A lovely, intelligent, self-possessed pediatric surgeon named Wendy."
Tammy 2,Sounds like a real whore.
Ron Swanson,Clear the late charges and cut the crap.
Ron Swanson,Good day.
Tammy 2,"Good day, Leslie."
Leslie Knope,Good Good day.
Leslie Knope,"Okay, so we're ordering them a total of 30 pizzas, so let's talk toppings."
Andy Dwyer,"Sausage, onion, and peppers."
Andy Dwyer,Scientifically proven to be the best toppings.
Leslie Knope,Nice.
Ben Wyatt,Should we throw in some salads for a healthy option?
Tom Haverford,"Wow, don't be such a Jerry, Ben."
Leslie Knope,"Yeah, Ben, these guys are cops, not ballerinas."
Leslie Knope,So we are throwing a little shindig for the police department because we're asking them to volunteer as security during the Harvest Festival.
Leslie Knope,"I don't know what it is about big outdoor gatherings that makes everyone want to urinate all over everything, but it does."
Leslie Knope,And they do.
Ben Wyatt,"Okay, how about some calzones?"
Leslie Knope,Calzones are like pizzas but they're harder to eat.
Leslie Knope,"They're dumb, and so was that idea."
Ben Wyatt,Seriously?
Tom Haverford,This is embarrassing for you.
Wendy,Sorry to interrupt.
Wendy,"Ron, are you ready?"
Ron Swanson,"Absolutely, my dear."
Ron Swanson,"I am off to have a mid-morning pre-lunch with my lady friend, but I will be back in time for lunch."
Andy Dwyer,All right.
Ben Wyatt,Ron's girlfriend's pretty.
Andy Dwyer,Tom's ex-wife.
