Character,Line
Ben Wyatt,Hey.
Ben Wyatt,"I didn't find the article about you teaching sex ed to seniors, but I did find this folder labeled ""Senior sex ed thank you notes."""
Leslie Knope,"Oh, don't open that."
Leslie Knope,There's pictures in there.
Ben Wyatt,Oh!
Ben Wyatt,There are pictures.
Ben Wyatt,There are lots of pictures.
Ben Wyatt,Why would you not throw these away or incinerate them?
Leslie Knope,Because every memory deserves to be chronicled.
Leslie Knope,Even the saggy ones.
Leslie Knope,I am putting together a scrapbook commemorating my first year on the city council.
Leslie Knope,This year whizzed by so fast.
Leslie Knope,There was so much more I wanted to do.
Leslie Knope,But time is the relentless and cruel enemy of the devoted civil servant.
Leslie Knope,It's actually one of the subtitles of my scrapbook.
Leslie Knope,Probably would've got more stuff done if I hadn't spent so much time brainstorming scrapbook titles.
Ben Wyatt,Ben and Leslie's day off.
Ben Wyatt,Let's go relax.
Leslie Knope,I cannot wait for our day off.
Leslie Knope,But what if we took a day on and stayed here and worked on some projects?
Leslie Knope,"That sounds pretty sexy, right?"
Ben Wyatt,No.
Ben Wyatt,"Leslie, you've worked nonstop."
Ben Wyatt,Holidays and weekends.
Ben Wyatt,You're just gonna take a day off.
Ben Wyatt,It'll be good for you.
Leslie Knope,All right.
Leslie Knope,You're cute.
Leslie Knope,And you're right.
Ben Wyatt,Come on.
Leslie Knope,Let's relax.
Ben Wyatt,All right.
Leslie Knope,"Hey, April."
Leslie Knope,"I'll be gone for the next 19 1/2 hours, so can you water my plants in my office?"
April Ludgate,"We are all out of water, actually."
April Ludgate,I'll have to use boiling hot milk.
Leslie Knope,Are you really gonna do that?
April Ludgate,Yes.
Jerry Gergich,"Well, everybody."
Jerry Gergich,"Um, wow."
Jerry Gergich,It has been an honor and a pleasure to work with you all.
Jerry Gergich,The time I have spent at Parks and Rec have been the happiest days of my life here in the government.
Jerry Gergich,"And I know everyone says it, but I sincerely hope that we stay in touch."
Leslie Knope,What the [Bleep] is happening right now?
Jerry Gergich,"Today's my last day, Leslie."
Jerry Gergich,I'm retiring.
Leslie Knope,What?
Leslie Knope,Why didn't you tell us?
Jerry Gergich,"Well, I didn't want to make a big fuss."
Jerry Gergich,"Although, gosh, I'm pretty sure I mentioned it a few times."
Jerry Gergich,"Oh, God, they're gonna fire people, aren't they?"
Jerry Gergich,"Yeah, I am two years from my pension."
Jerry Gergich,Can you believe it?
Jerry Gergich,Only six months left until I retire.
Jerry Gergich,Ooh.
April Ludgate,What did Jerry say?
Tom Haverford,Jerry was here?
Jerry Gergich,"Well, this is my last weep."
Jerry Gergich,Oops.
Jerry Gergich,"I mean, ""weep."""
Jerry Gergich,Week.
Jerry Gergich,Geez.
Leslie Knope,"Wait, wait, wait."
Leslie Knope,"Wait, wait, wait, wait, wait, wait, wait."
Leslie Knope,Just wait.
Leslie Knope,Everybody wait.
Leslie Knope,Okay.
Leslie Knope,"As much as we want this to happen, we can't let Jerry just disappear."
Leslie Knope,We have to commemorate this somehow.
Ron Swanson,You're right.
Ron Swanson,"Jerry, thank you for your service."
Ron Swanson,Goodbye.
Jerry Gergich,"Thanks, Ron."
Jerry Gergich,That speech means a lot.
Jerry Gergich,"Okay, well, I am going to go and say goodbye to some other folks."
Andy Dwyer,"Okay, see you tomorrow, Jerry."
Extra,"So we ran all your tests, and everything looks great."
Extra,You might be the healthiest human being we've ever seen.
Extra,You have the resting heart rate of a 100 year old tortoise.
Chris Traeger,"Yes, I get that a lot."
Chris Traeger,So my childhood illness there's no chance I would pass that on?
Extra,"It wasn't genetic, so you shouldn't worry at all."
Extra,You have every reason to expect a healthy child.
Extra,"In fact, if you'd like, you can provide your sample today."
Ann Perkins,Today?
Ann Perkins,"Like, today, today?"
Chris Traeger,This today?
Extra,"Well, yes."
Extra,"I mean, the timing is right according to Ann's ovulation schedule."
Extra,Unless there's a reason you'd like to wait till next month.
Ann Perkins,No.
Chris Traeger,None.
Chris Traeger,One other question.
Chris Traeger,Completely off topic.
Chris Traeger,Would I be providing this sample today?
Leslie Knope,"Here I am thinking about how fast my first year in city council has gone, and Jerry has had 40 years whiz past him with nothing to show for it."
Leslie Knope,"This is everything in his file a handicapped parking sticker from when he got gout, a Parks and Rec golf cart driving exam which he failed, a scathing performance review."
Leslie Knope,"I mean, why would anyone be so mean?"
Leslie Knope,"Oh, wait."
Leslie Knope,I wrote this.
Leslie Knope,I stand by it.
Ben Wyatt,"Well, Jerry was never really the type to rise above mediocrity or to it."
Leslie Knope,"That's what I thought, but when he started, he had a lot of dreams and goals."
Leslie Knope,"I mean, look at his original entry paperwork."
Leslie Knope,"He wanted to meet the mayor, have a building named after him."
Leslie Knope,I just can't let Jerry leave here with nothing and go home to an empty life.
Ben Wyatt,"Well, I'll help with anything."
Ben Wyatt,Just promise we'll do it quickly.
Ben Wyatt,I'm making us a mac and cheese pizza for
Leslie Knope,Mac and cheese pizza?
Ben Wyatt,Yeah.
Leslie Knope,You're making that?
Ben Wyatt,Yeah.
April Ludgate,Torturing Jerry was my favorite thing in the world.
April Ludgate,After making out with you.
Andy Dwyer,Remember when we did both at the same time?
Andy Dwyer,It made him so uncomfortable.
Tom Haverford,This is a sad day.
Tom Haverford,Who are we gonna make fun of now?
Ron Swanson,No need to worry.
Ron Swanson,"Every place I've ever worked in has had a ""Jerry."""
Ron Swanson,"When one Jerry leaves, the office naturally selects a new Jerry to fill that role."
Ron Swanson,It's Social Darwinism.
Ron Swanson,The strong prey on the weak.
Ron Swanson,"Soon, one of you will be ridiculed mercilessly."
Ron Swanson,"Ah, nature."
Ann Perkins,Okay.
Ann Perkins,My transfer was approved.
Ann Perkins,"So starting now, I am an employee of the County Health Board."
Ann Perkins,"You are no longer my boss, and we can have a baby without being a conflict of interest."
Ann Perkins,Clear sailing.
Chris Traeger,"Goodbye, Ann Perkins, my excellent employee."
Chris Traeger,"Hello, Ann Perkins, my fallopian princess."
Extra,So here's the drill.
Extra,Make a deposit in here.
Extra,"If you fill it up all the way, you get on the board."
Extra,"Then we take the sample, spin it in the centrifuge, and prepare it for fertilization."
Chris Traeger,Sounds romantic.
Chris Traeger,I guess it's go time.
Ann Perkins,Go time!
Ann Perkins,"Wait, what am I doing?"
Ann Perkins,I don't go with you.
Chris Traeger,"Oh, no, no."
Chris Traeger,I go in alone with this pornographic disc and do it myself.
Chris Traeger,And you stay out here and try not to think about what I'm doing in there.
Chris Traeger,And I try not to think about you waiting out here trying not to think about me.
Chris Traeger,Should I think about you?
Chris Traeger,This is so weird.
Ann Perkins,"Chris, we don't have to do this today."
Ann Perkins,This was totally just sprung on us.
Ann Perkins,Let's just take a moment.
Ann Perkins,There's so many pamphlets to look at.
Chris Traeger,"Yes, we do have very important pamphlet reading to do."
Chris Traeger,"Excellent idea, Ann Perkins."
Chris Traeger,Do I keep this?
Ann Perkins,I don't know.
Ann Perkins,It feels wrong to leave it here.
Ann Perkins,Give it to me.
Ann Perkins,I panicked.
Ann Perkins,Run!
Tom Haverford,Here are the last of the Animal Control reports.
April Ludgate,"What are you doing, weirdo?"
Tom Haverford,Just trying not to spill anything.
Ron Swanson,I believe Leslie said to organize these by year.
Tom Haverford,Way ahead of you.
Tom Haverford,I made two pile files.
Tom Haverford,Pilo fibles.
Tom Haverford,Ugh.
Tom Haverford,Filo pilos.
Andy Dwyer,Filo pilos?
Andy Dwyer,That's not right.
Donna Meagle,Are you broken?
Tom Haverford,"No, everything's fine."
April Ludgate,"Well, I guess that settles who the new Jerry is."
Tom Haverford,"No, it doesn't!"
Tom Haverford,I barely even said it wrong.
Andy Dwyer,Said it wrong.
Tom Haverford,Stop it!
Tom Haverford,This is how it begins.
Tom Haverford,"The next ""Jerry."""
Tom Haverford,"One screwed-up sentence, and 30 years later, I'm wearing aquamarine sweater vests and listening to Bonnie Raitt and The da Vinci Code on my iPod."
Tom Haverford,It's already started.
Leslie Knope,"Believe it or not, Jerry, you were young once."
Leslie Knope,Young and full of dreams.
Jerry Gergich,I forgot I wrote all this.
Leslie Knope,"And as unrealistic and absurd as those goals were, we are not letting you retire until we help you achieve them."
Leslie Knope,So let's see what's first.
Leslie Knope,"""Eat in city council private dining room."""
Leslie Knope,That we can achieve.
Jerry Gergich,Right now?
Leslie Knope,Sure.
