Character,Line
Leslie Knope,2020
Ben Wyatt,Uh that's a stretch.
Leslie Knope,Fine.
Leslie Knope,"I win, we move in there."
Leslie Knope,I'll take the West Wing.
Leslie Knope,You take the East Wing.
Leslie Knope,You can be the first gentleman.
Ben Wyatt,"Actually, that sounds kind of great."
Ben Wyatt,Thanks for coming with me to get my stuff.
Leslie Knope,How could I pass up an opportunity to look at our future house?
Ben Wyatt,"Oh, just remembered."
Ben Wyatt,I kind of got you an engagement present.
Leslie Knope,Is it a waffle tower?
Ben Wyatt,"I mean, it's a little better than that."
Joe Biden,Claudia Welders.
Leslie Knope,"Uh, that how did How did you do this?"
Ben Wyatt,Called in a few favors.
Joe Biden,Excuse me.
Ben Wyatt,A few hundred favors.
Ben Wyatt,Mr. Vice President.
Ben Wyatt,Ben Wyatt from congressman Murray's office.
Joe Biden,"Hey, Ben."
Joe Biden,Dave told me you were gonna be coming by.
Joe Biden,And you must be Leslie Knope.
Joe Biden,Welcome.
Joe Biden,Welcome.
Leslie Knope,You're my name just came out of your mouth.
Joe Biden,"Well, yeah, it did."
Leslie Knope,This isn't happening.
Leslie Knope,This isn't real.
Joe Biden,"No, it's happening, and I'm delighted to have you here."
Joe Biden,"On behalf of the president and myself, I wanted to"
Leslie Knope,"Oh, Mr. vice president, I am deeply flattered, but there's no way that I could take over Madam Secretary Clinton's position."
Joe Biden,"I mean I'm confident you could do that job or any other, but"
Leslie Knope,"Okay, I will."
Joe Biden,"Well, the reason you're here is I'm told you've done such a great job in your town and in the state of Indiana, and I just want to say congratulations for your public service."
Leslie Knope,And I just want to say thank you.
Joe Biden,"Well, you you're very welcome."
Joe Biden,You're very welcome.
Joe Biden,Hey you're very welcome.
Leslie Knope,You're very handsome.
Ben Wyatt,I think we're all done.
Joe Biden,"Well, you're very nice."
Leslie Knope,Okay.
Leslie Knope,Thank you.
Joe Biden,Thank thank you very much.
Leslie Knope,Thank you very much.
Leslie Knope,We'll see you tomorrow.
Joe Biden,"Well Oh, well, you will?"
Ben Wyatt,"Thank you, Mr."
Ben Wyatt,Vice President.
Joe Biden,You're welcome.
Leslie Knope,"You don't let anything happen to him, you understand me?"
Leslie Knope,He is precious cargo.
