Character,Line
Ann Perkins,It's so beautiful and sparkly.
Leslie Knope,I know.
Leslie Knope,And it's a nonconflict diamond.
April Ludgate,"When Andy proposed to me, he gave me a ring pop, but then he ate it first."
April Ludgate,How did Ben do it?
Leslie Knope,Let me start from the beginning.
Ann Perkins,Uhoh.
Leslie Knope,"In 1832, Ben's great great great great grandfather, Teodore Wyatt, a bastard, met a beautiful seamstress from Antwerp."
Leslie Knope,"Ben and I are getting married, and I've been telling everybody about it."
Leslie Knope,"I'm so happy, I want to shout it from the rooftops."
Ben Wyatt,And she has.
Ben Wyatt,We've gotten several noise complaints.
Leslie Knope,We're getting married!
Ben Wyatt,All right.
Chris Traeger,"Mm, the joy that I am feeling right now is profound and unmatched in the modern era."
Chris Traeger,And I can't tell you what it means to me that I'm the very first person that you chose to tell.
Leslie Knope,Oh
Chris Traeger,"Let me walk around with you as you tell everyone else so that I can share true joy being spread, please?"
Leslie Knope,"Hey, everyone!"
Leslie Knope,We have something very exciting to tell you that you have never heard before.
Leslie Knope,Ben and I are engaged
Ben Wyatt,What?
Leslie Knope,And you're hearing about it for the very first time right now.
Chris Traeger,"Come on, everybody!"
Chris Traeger,How about a little excitement?
Chris Traeger,Leslie and Ben are engaged!
Chris Traeger,Nothing will ever come between them!
Chris Traeger,Leslie and Ben are engaged!
Andy Dwyer,What's going on?
Chris Traeger,Leslie and Ben are engaged!
Andy Dwyer,Again?
Andy Dwyer,You guys!
Ben Wyatt,Oh.
Leslie Knope,Oh.
Andy Dwyer,"Oh, yeah!"
Leslie Knope,Aah!
Leslie Knope,"Okay, Tminus six hours until the engagement party."
Leslie Knope,Has you know who responded yet?
Ann Perkins,"Surprisingly, no, Larry Bird has not RSVP'd yet."
Leslie Knope,"Well, he kind of waits until the last minute."
Leslie Knope,That's his style.
Leslie Knope,"Put him down as a ""maybe."""
Leslie Knope,Are you excited?
Ben Wyatt,"Yeah, totally."
Ben Wyatt,I just have two small requests.
Ben Wyatt,"One, put Twizzlers on the candy table, and two, cancel the party because you invited my parents, and they can't be in the same room together."
Ben Wyatt,Okay?
Ben Wyatt,"Great, thank you."
Leslie Knope,"No to canceling the party, and no to Twizzlers."
Leslie Knope,We are a Red Vines family.
Leslie Knope,You're gonna have to get used to that.
Leslie Knope,"I know you're scared, but I love you, and this party is gonna go great."
Ben Wyatt,"Well, if there's anyone who can bring my parents together, it's no one."
Ben Wyatt,No one can ever bring them together.
Ben Wyatt,My family situation is complicated.
