Character,Line
Leslie Knope,"Okay, Jerry, what have you chosen to put in the time capsule?"
Jerry Gergich,These are my mother's diaries.
Leslie Knope,Wow.
Jerry Gergich,"Yeah, she lived in Pawnee all of her life and recorded everything she ever did."
Jerry Gergich,"Yeah, so it's, you know, kind of like a living document about the town."
Tom Haverford,Mmm.
Tom Haverford,A disappointingly good idea from Jerry.
Leslie Knope,"Better than good, Jerry."
Leslie Knope,Perfect.
April Ludgate,Give me that.
April Ludgate,"""January 18, 1964."""
April Ludgate,"""Jerrold starred in his school production of Peter Pan."""
April Ludgate,"""He was a beautiful Tinker Bell."""
Jerry Gergich,It was an all boys school.
Eduardo,Jerry!
Andy Dwyer,"Hey, Leslie, I have an idea."
Andy Dwyer,Why don't we put Eduardo in there and seal the top so that he suffocates and dies?
Leslie Knope,"Okay, Tom, you're up."
Tom Haverford,"For my item, I chose a picture of my exgirlfriend Lucy with a mustache drawn on her face and stink lines coming off her, 'cause she stinks."
Tom Haverford,She broke up with me.
Tom Haverford,Didn't really tell me why.
Tom Haverford,"Luckily, when you're the guy, you can just tell people she's crazy."
Tom Haverford,"""Hey, Tom, I heard you and Lucy broke up."""
Tom Haverford,"""Yeah, man."""
Tom Haverford,"""Turns out she's crazy."""
Tom Haverford,That's what they always do on Entourage.
Leslie Knope,Ron?
Ron Swanson,"I am submitting this menu from a Pawnee institution, JJ's diner, home of the world's best breakfast dish, The Four Horsemeals of the Eggporkcalypse."
Ron Swanson,"Wendy loves it, too."
Leslie Knope,And I am submitting this.
Leslie Knope,A brief history of everything that has ever happened since Pawnee was founded.
Leslie Knope,"Not like you get extra credit for this, but I did type it from memory."
Leslie Knope,"And for the first time ever compiled, it includes a complete list of every official town slogan we've ever had."
April Ludgate,"Oh, my God, Leslie."
Leslie Knope,I know.
Leslie Knope,Can you believe it?
April Ludgate,That's crazy.
Leslie Knope,Isn't it?
Leslie Knope,"Pawnee, ""The Paris of America."""
Leslie Knope,"Pawnee, ""The Akron of Southwest Indiana."""
Leslie Knope,"Pawnee, ""Welcome, German soldiers."""
Leslie Knope,"After the Nazis took France, our mayor kind of panicked."
