Character,Line
Leslie Knope,"In a town as old as Pawnee, there's a lot of history in every acre."
Leslie Knope,"This wooded area is the site of, um, the murder, actually, of Nathaniel Bixby Mark."
Leslie Knope,"He was a pioneer who was killed by a tribe of Wamapoke Indians, after he traded them a baby for what is now Indianapolis."
Leslie Knope,They cut his face off.
Leslie Knope,And they made it into a dream catcher.
Leslie Knope,And they made his legs into rain sticks.
Leslie Knope,"And that's the great thing about Indians, back then, is, they used every part of the pioneer."
Leslie Knope,Today is a great day for the Knope family.
Leslie Knope,My mother is being honored at a banquet with the Tellenson Award for Excellence in Pawnee Public Service.
Leslie Knope,"The award's named after the legendary Tony Tellenson, who was a great man."
Leslie Knope,"Sorry, is a great man."
Leslie Knope,"I, for one, am glad that they're keeping him alive."
Marlene Griggs-Knope,I saw you survive that town hall meeting.
Marlene Griggs-Knope,You keep that up and you're gonna be figuring out what wall to put your own Tellenson Award on.
Leslie Knope,"Oh, I already know, the one on the left where the American flag is."
Leslie Knope,"But I think we could be a multigenerational political dynasty, you and I, you know?"
Leslie Knope,"Like the Kennedys, or the Bushes."
Leslie Knope,Minus the drinking problem.
Leslie Knope,I mean no disrespect.
Ron Swanson,The only reason anybody's going to this thing is because they're afraid of what Marlene'll do to them if they don't.
Ron Swanson,That woman is tough.
Ron Swanson,"In 1994, I gave her a nickname."
Ron Swanson,"It's unrepeatable, but it stuck."
Ron Swanson,It's my proudest accomplishment.
Ron Swanson,"It's ""The Iron [bleep] of Pawnee."""
Leslie Knope,This is very exciting.
Leslie Knope,This is a big night.
Leslie Knope,"We are gonna meet some powerful people tonight, so take this down."
Tom Haverford,Mmmhmm.
Leslie Knope,Good evening.
Leslie Knope,Marlene Griggs-Knope is my mother.
Leslie Knope,How important are speeches?
Leslie Knope,"I don't know, ask the Gettysburg Address."
Leslie Knope,"Oh, it didn't answer your call?"
Leslie Knope,Maybe because it was in the Smithsonian.
Leslie Knope,It was a great learning experience because my mom casts a long shadow.
Leslie Knope,Read that part back to me.
Tom Haverford,"""I was learning disabled and my mom cast a very long shadow."""
Leslie Knope,"No, I didn't say ""learning disabled."""
Tom Haverford,"Um, we'll just move on."
Tom Haverford,We can fix that later.
Tom Haverford,"Long shadow, go."
Leslie Knope,"Okay, I've lost my momentum now."
Leslie Knope,"Um, all right, let's start from the top."
Leslie Knope,What's the first sentence again?
Tom Haverford,"""Marlene Griggs-Knope is morbidly obese."""
Leslie Knope,"I never said ""obese."""
Leslie Knope,"I said ""is my mother."""
Tom Haverford,"Oh, sorry."
Tom Haverford,I got it.
Leslie Knope,"I need to mention the park and in a very subtle way, I need to let people know that I'm forging my own path and I have my own subcommittee."
Leslie Knope,But I don't want to sound braggy.
Leslie Knope,What do I do?
Tom Haverford,"It's about appearing humble, you know?"
Tom Haverford,"Abraham Lincoln, when he started his speeches, he would come up and say, ""My name's Abraham Lincoln."""
Tom Haverford,"""I'm the President of the United States."""
Tom Haverford,"""But I'm gonna be honest with you."""
Tom Haverford,"""I have no clue what I'm doing."""
Tom Haverford,"So, maybe you start off with something like that."
Leslie Knope,Okay.
Leslie Knope,"So, I start off with, ""I am Leslie Knope."""
Leslie Knope,"""I am the Deputy Director of Parks and Recreation, and to be honest with you, I don't know what I'm doing."""
Tom Haverford,Yeah.
Leslie Knope,Yeah.
Tom Haverford,"Then, I think what we want to do at that point is start getting the energy up."
Leslie Knope,Yeah.
