Character,Line
Leslie Knope,"Come on, come on, come on."
Chris Traeger,Leslie Knope!
Leslie Knope,"Hey, Chris!"
Leslie Knope,"Wow, is that a new jogging shirt?"
Chris Traeger,It is!
Chris Traeger,It's an experimental fabric called bumbleflex.
Chris Traeger,It's made out of synthetic bees' wings.
Leslie Knope,That's cool.
Chris Traeger,Anyway You're not supposed to be here.
Chris Traeger,You're suspended.
Leslie Knope,I totally understand that.
Leslie Knope,"I'm just going to, uh, take my flash drive and I'll do some work from home."
Chris Traeger,N O.
Chris Traeger,You are specifically prohibited from doing your job.
Leslie Knope,"Oh, I'm not gonna do my job."
Leslie Knope,"I'm just gonna oversee the department, and check in on the parks, and attend any meetings that require the deputy director."
Chris Traeger,Leslie.
Chris Traeger,Go home and give me the flash drive.
Chris Traeger,This is a nasal spray.
Chris Traeger,Give me the flash drive.
Leslie Knope,Give me the nasal spray.
Leslie Knope,On three.
Leslie Knope,One Two Two Three.
Chris Traeger,"Okay, good."
Chris Traeger,"Now, in two weeks, you can Leslie Knope!"
Chris Traeger,I am much faster than you!
Chris Traeger,I have bumbleflex!
Leslie Knope,It's so nice to be able to sit here in public and have breakfast with you.
Ben Wyatt,Yeah.
Leslie Knope,"In a way, my suspension from work was kind of a blessing."
Ben Wyatt,"Yeah, I feel the same way about resigning in disgrace."
Leslie Knope,"Totally, the key is you have to keep yourself busy, or else you're gonna go crazy."
Leslie Knope,"I mean, look at me, look how busy I am."
Leslie Knope,"I'm inventing a new spice called ""salgar."""
Leslie Knope,"It's part salt, part sugar."
Ben Wyatt,What could that possibly be good on?
Leslie Knope,Butterscotch pudding.
Ben Wyatt,Fair enough.
Leslie Knope,"Okay, I have to go to this meeting with my advisers."
Leslie Knope,"You have a big day, right?"
Leslie Knope,Which interview is this?
Ben Wyatt,"It's a job doing inhouse accounting work for an accounting firm, so could be pretty interesting."
Leslie Knope,"Yeah, sounds interesting."
Ben Wyatt,"You know, if I hadn't resigned in disgrace, I might never have explored the private sector."
Ben Wyatt,"It's like, why didn't I resign in disgrace 12 years ago?"
Leslie Knope,"You might want to stop saying ""resigned in disgrace."""
Leslie Knope,Especially during job interviews.
Ben Wyatt,Good call.
Ann Perkins,"Leslie wishes she could be here herself to give you these presents, but she's suspended."
Ann Perkins,"Oh, and also she said that they're not from her, they're from Santa Claus."
Andy Dwyer,Can I go first?
Andy Dwyer,"Mouse Rat, certified gold!"
Andy Dwyer,Over 100 copies sold in Pawnee!
Andy Dwyer,I need to get a picture of me holding this so I can frame it.
Donna Meagle,"Personalized, leopardprinted robe."
Donna Meagle,Pink feather cuffs.
Donna Meagle,"And on the back, in rhinestones ""You can get it""!"
