Character,Line
Ann Perkins,I just want to check one last time that you're okay about this date with Mark.
Leslie Knope,"Oh, my God."
Leslie Knope,"I'm so fine with it, Ann."
Leslie Knope,Seriously.
Leslie Knope,It's so fine.
Leslie Knope,As long as you and I are cool.
Leslie Knope,You know my code.
Leslie Knope,Hoes before bros.
Leslie Knope,Uteruses before duderuses.
Ann Perkins,Got it.
Leslie Knope,Ovaries before brovaries.
Leslie Knope,You make such good coffee.
Ann Perkins,"Look, I know you're saying you're okay with it, but I've been in this position before, and I had a friend who dated an ex, and I said I was okay, but I wasn't, actually."
Ann Perkins,It was kind of weird.
Leslie Knope,"But the thing is, Mark isn't my ex."
Leslie Knope,"You know, we slept together six years ago."
Leslie Knope,"Anyway, I'm over it."
Leslie Knope,Or am I?
Leslie Knope,I'm just kidding.
Leslie Knope,This is one of my greatest brainstorms ever.
Leslie Knope,"A community garden, right in the middle of the pit."
Leslie Knope,We're encouraging people to just come out and plant whatever they want.
Leslie Knope,And Tom and I sometimes get here early and help out.
Tom Haverford,It's so hot.
Tom Haverford,I had to get some more iced tea.
Leslie Knope,People have just really embraced this and planted the coolest stuff.
Leslie Knope,And Tom is our master horticulturist.
Leslie Knope,He knows all the scientific names for everything.
Leslie Knope,"Right, Tom?"
Tom Haverford,Yeah.
Leslie Knope,Like this.
Leslie Knope,"What's this, Tom?"
Tom Haverford,"Those are, of course, tomatoes, or Soulja Boy Tell 'Ems."
Tom Haverford,"Whenever Leslie asks me for the Latin names of any of our plants, I just give her the names of rappers."
Leslie Knope,And those over there?
Tom Haverford,Those are some Diddys.
Tom Haverford,Those are some Bone Thugs-n-Harmony-ums right here.
Leslie Knope,Growing beautifully.
Tom Haverford,Those Ludacrises are coming in great.
Leslie Knope,"Look, someone planted something new."
Leslie Knope,What's this?
Leslie Knope,"What do you think, carrots?"
Leslie Knope,"If that's true, we have a garden pest on our hands."
Leslie Knope,Maybe some kind of spice?
Tom Haverford,Yeah.
Tom Haverford,"You know, Leslie, the best way to figure out what kind of spice that is, just roll it up into a joint and smoke it."
Leslie Knope,"Ron, did you get my texts?"
Ron Swanson,No.
Leslie Knope,Did you get my emails?
Ron Swanson,Mmmmmm.
Leslie Knope,Did you see that I paged you?
Ron Swanson,I did not.
Leslie Knope,Did you check your voicemail?
Ron Swanson,I didn't.
Leslie Knope,We have a criminal emergency on our hands.
Leslie Knope,Someone planted a gateway drug in the community garden.
Ron Swanson,Okay.
Ron Swanson,Call the cops.
Leslie Knope,That'll leak to the press.
Leslie Knope,"Then there'll be an investigation, and they'll find my fingerprints on the manure, and then we'll lose our funding."
Ron Swanson,You don't have funding.
Leslie Knope,And we never will if this gets out.
Leslie Knope,"Look, I will call the cops, but just give me one day to deal with this internally, okay?"
Ron Swanson,Sure.
Leslie Knope,Thank you.
Leslie Knope,"And listen, if this thing blows up, I was never here."
Ron Swanson,I have a hernia.
Ron Swanson,I've had it for a while.
Ron Swanson,"And I've been ignoring it, successfully."
Ron Swanson,"But this morning, I made the mistake of sneezing."
Ron Swanson,"But as long as I sit still and don't move my head, or torso, I'm good, I got this."
Leslie Knope,We need to find out who we're dealing with.
Leslie Knope,Who is this person?
Leslie Knope,Who is this kingpin?
Tom Haverford,"It's a 13 year old kid named Stevie, who likes to get high, and make his Transformers look like they're having sex together."
Leslie Knope,"I would like to be President someday, so, no, I have not smoked marijuana."
Leslie Knope,I ate a brownie once.
Leslie Knope,At a party in college.
Leslie Knope,It was intense.
Leslie Knope,"It was kind of indescribable, actually."
Leslie Knope,I felt like I was floating.
Leslie Knope,Turns out there wasn't any pot in the brownie.
Leslie Knope,It was just an insanely good brownie.
Leslie Knope,"You know, if we catch him, then we avoid a scandal."
Leslie Knope,"Cause we flip the headline, and it's not ""Community Garden Infested With Pot."""
Leslie Knope,"It's ""Brave Public Servants Rid Neighborhood of Drugs, Earn Praise from Mayor, comma, Everyone."""
Leslie Knope,We got to catch this guy.
Leslie Knope,"Get the van, meet me at 7:00."
Leslie Knope,It's stakeout time.
Ron Swanson,April?
April Ludgate,Yeah?
Ron Swanson,"Get my lunch for me, please."
April Ludgate,Okay.
April Ludgate,"Like, order you something?"
Ron Swanson,"No, get it."
Ron Swanson,From there.
April Ludgate,Is this some kind of weird power trip?
Ron Swanson,Please.
Ron Swanson,Thank you.
Ron Swanson,That'll be all.
April Ludgate,You're welcome.
Leslie Knope,I have stakeout supplies.
Leslie Knope,This is stuff that we're probably going to need.
Leslie Knope,"We have notepads, pencils and pencil case."
Leslie Knope,Shakable whipped cream.
Leslie Knope,Cameras.
Leslie Knope,Gorp.
Leslie Knope,And candy necklaces.
Leslie Knope,It's like we're real police.
Leslie Knope,And I made us a mix CD.
Leslie Knope,It's all filled with songs about people watching people.
Leslie Knope,It's mostly Sting.
Leslie Knope,"And look, I put our faces on there."
Tom Haverford,It's really cool.
Leslie Knope,Are you going to wear that shirt?
Tom Haverford,Yeah.
Tom Haverford,You like it?
Leslie Knope,Tommy Hilfiger?
Tom Haverford,No.
Tom Haverford,Tom Haverford.
