Character,Line
Leslie Knope,Greg Pikitis.
Greg Pikitis,"You're the Parks lady, right?"
Leslie Knope,"Yeah, that's right."
Leslie Knope,I'm the Parks lady.
Leslie Knope,Leslie Knope.
Leslie Knope,And I'm here to tell you that this year it ends.
Leslie Knope,"Ugh, this kid makes me crazy."
Leslie Knope,"We got a history, Greg and I."
Leslie Knope,He absolutely terrorizes the Parks system.
Leslie Knope,Every Halloween someone defaces the statue of Mayor Percy in Ramsett Park.
Leslie Knope,"And I know it's Greg Pikitis, but I've never been able to prove it."
Leslie Knope,"He's like an invisible, adolescent, James Bond super villain criminal mastermind."
Leslie Knope,"Or maybe someone else is doing it, but I really feel like it's this kid."
Leslie Knope,"I've got the entire Parks Department watching you, my boyfriend's a cop, so don't even try it."
Greg Pikitis,I don't know what you're talking about.
Leslie Knope,"Oh, I think you do."
Leslie Knope,"It ends today, Pikitis."
Leslie Knope,It ends.
Leslie Knope,Today.
Greg Pikitis,"Thanks for stopping by, Leslie."
Greg Pikitis,You look great.
Leslie Knope,Thank you.
Leslie Knope,Ends today.
Ann Perkins,"Hey, Parks Department."
April Ludgate,"Yay, Ann's here."
Ann Perkins,"Uh, just to remind you, tonight, 7 o' clock, my house, in costume. Everybody in?"
Ron Swanson,Yeah.
April Ludgate,Yup.
Ann Perkins,Cool.
Ann Perkins,Okay.
Ann Perkins,"Halloween is my favorite holiday, it's just the best."
Ann Perkins,And I don't have to work.
Ann Perkins,"Hey, slutty teenage girls dressed as sexy kittens, pump your own stomachs this year."
Ann Perkins,"Oh, one more thing, the people in this room now are the people I invited, plus Leslie and Donna, so, don't tell anybody."
April Ludgate,"Who's not invited, then?"
Tom Haverford,Hey!
Tom Haverford,"What's going on, cupcake?"
Tom Haverford,Excited about the party tonight.
Ann Perkins,Oh!
Ann Perkins,"Oh, you're coming?"
Ann Perkins,I was just about to tell you.
Tom Haverford,Jerry already told me.
Tom Haverford,Can't wait to see how tiny your costume is.
Tom Haverford,What time does it start?
Ann Perkins,7:00
Tom Haverford,Perfect.
Ann Perkins,"Yeah, it's perfect."
Leslie Knope,Check this out.
Leslie Knope,These are all the possible routes from Greg Pikitis' house to the statue.
Ann Perkins,That looks like something you would find on the wall of a serial killer.
Leslie Knope,"In a way, that's a compliment."
Leslie Knope,Shows dedication.
Ann Perkins,Mmm.
Ann Perkins,"What's the big deal, anyway?"
Ann Perkins,"I mean, a kid TPs some statue."
Leslie Knope,And all the trees and all the benches.
Leslie Knope,"It takes us, like, 10 days to clean his mess up."
Leslie Knope,"But more importantly, Greg Pikitis sucks, and I wanna destroy him."
Ann Perkins,Okay.
Ann Perkins,"Well, if you destroy him early, please come by."
Leslie Knope,I will.
Leslie Knope,Hey!
Leslie Knope,How is someone gonna be able to get through that door?
Extra,Oh.
Jerry Gergich,Oh!
Jerry Gergich,What the... Are you kidding me?
Leslie Knope,Jerry!
Leslie Knope,Relax.
Leslie Knope,Here.
Leslie Knope,"Uh, William Percy."
Leslie Knope,One of Pawnee's greatest mayors.
Leslie Knope,And a true hero.
Leslie Knope,"During the Pawnee Bread Factory fire of 1922, he ran back into a burning building and saved the beloved secret recipe for Pawnee Pumpernickel."
Dave Sanderson,"Didn't, like, 30 people die in that fire?"
Leslie Knope,He wasn't Superman.
Andy Dwyer,He looks like Ron Swanson.
Andy Dwyer,Is that who this is based on?
Leslie Knope,No.
Leslie Knope,It's based on William Percy.
Leslie Knope,Were you listening to what I just said?
Andy Dwyer,Yes.
Leslie Knope,"Okay, Andy."
Leslie Knope,Good news.
Leslie Knope,You're officially on the Parks Department payroll.
Leslie Knope,8 dollars an hour.
Leslie Knope,Commit this to memory.
Leslie Knope,"You see him, you stop him."
Leslie Knope,Knock his head off if you have to.
Dave Sanderson,Don't do that.
Leslie Knope,Don't do that.
Leslie Knope,But I give you permission to use excessive force.
Dave Sanderson,Don't use excessive force.
Leslie Knope,Don't go overboard.
Leslie Knope,Just stop him.
Leslie Knope,By any means necessary.
Dave Sanderson,No.
Leslie Knope,No.
Leslie Knope,Just stop him.
Leslie Knope,You know what I mean?
Andy Dwyer,A week ago I had nothing.
Andy Dwyer,"Now, I have a part-time job."
Andy Dwyer,I'm gonna make 32 bucks tonight.
Andy Dwyer,I owe Leslie everything I have.
Andy Dwyer,"Which, after tonight, will be 39 bucks."
Ron Swanson,"Hello, Ann."
Ann Perkins,Hey!
Ron Swanson,Am I early?
Ann Perkins,"Nope, you are right on time."
Ron Swanson,I like your costume.
Ann Perkins,"Oh, thanks."
Ann Perkins,Raggedy Ann.
Ann Perkins,It was one of my favorite books when I was a kid.
Ron Swanson,Hmm.
Ron Swanson,I'm a pirate.
Ann Perkins,Right.
Ann Perkins,Oh.
Ann Perkins,"Hey, Dr. Harris."
Ann Perkins,How are you?
Dr. Harris,Ann.
Ann Perkins,Thanks.
Ann Perkins,"Um, this is Ron Swanson, from the Parks Department."
Ann Perkins,I know him from that thing that I'm doing.
Ann Perkins,This is Dr. Harris.
Ron Swanson,You're a doctor.
Dr. Harris,Yup.
Ron Swanson,I meant your costume.
Dr. Harris,I got it.
Ann Perkins,"Worlds colliding, always awkward."
Leslie Knope,"8:22 p.m, suspect still with friends in parking lot."
Leslie Knope,"He looks obnoxious and irritating, even from a great distance."
Dave Sanderson,"Uh, confirmed."
Dave Sanderson,"Normally, I hate working on Halloween, but it's nice hanging out with Leslie."
Dave Sanderson,"You know, she's focused, she's committed, and she made out with me in my cop car, which is pretty neat."
Dave Sanderson,I shouldn't have said that.
Dave Sanderson,That's clear to me now.
Ann Perkins,"Hey, guys."
April Ludgate,Hey.
April Ludgate,"Remember my boyfriend Derek, and his boyfriend Ben?"
Ann Perkins,"Yeah, hi."
Ann Perkins,It's totally okay that you didn't wear a costume.
Derek,I did.
Derek,I'm a straight person.
Mark Brendanawicz,"Hey, sorry I'm late."
Derek,See?
Ann Perkins,Sorry it's a little bit lame right now.
Ann Perkins,But we'll get it going.
April Ludgate,I passed up a gay Halloween party to be here.
April Ludgate,Do you know how much fun gay Halloween parties are?
April Ludgate,"Last year, I saw three Jonas Brothers make out with three Robert Pattinsons."
April Ludgate,It was amazing.
Nurse,"So, you're the Mark that Ann is dating."
Mark Brendanawicz,I suppose that I am.
Nurse,We're very protective of Ann.
Nurse,We look out for her.
Mark Brendanawicz,"So, you kind of dropped the ball with Andy then, didn't you?"
Nurse,Aw!
Nurse,Andy.
Nurse,I loved Andy.
Nurse,"Ah, such a sweetheart."
Nurse,Is Andy coming tonight?
Nurse,You should get back with Andy.
Ann Perkins,Who needs a drink?
Ann Perkins,I do.
Leslie Knope,"Suspect laughing with friends and playing with his stupid skateboard in a snide, turdish manner."
Dave Sanderson,Turdish?
Leslie Knope,Yes.
Leslie Knope,Like a turd.
Leslie Knope,Like a little turd.
Dave Sanderson,"Hey, listen, your scare tactics clearly worked."
Dave Sanderson,You got Andy guarding the statue.
