Character,Line
Andy Dwyer,"And I'm like, ""What?"""
Tom Haverford,It's pretty great having Andy working in the building.
Tom Haverford,The guy is so much fun.
Tom Haverford,His new thing?
Tom Haverford,Piggyback rides!
Tom Haverford,Anytime you want.
Andy Dwyer,Piggyback!
Andy Dwyer,Piggyback!
Andy Dwyer,Move!
Andy Dwyer,Piggyback!
Andy Dwyer,Bam!
Andy Dwyer,Piggyback!
Andy Dwyer,Bam!
Andy Dwyer,Mark!
Andy Dwyer,Brendanawicz!
Leslie Knope,Giddyup!
Leslie Knope,Giddyup!
Leslie Knope,Oh!
Leslie Knope,Councilman Howser.
Leslie Knope,Hello.
Councilman Howser,Hello.
Leslie Knope,Did you get my proposal for the possible rezoning of Lot 48?
Councilman Howser,I have been busy.
Leslie Knope,I know.
Leslie Knope,But I think it would be a really great thing for the neighborhood.
Councilman Howser,I don't doubt it.
Councilman Howser,But it's really a question of resource allocation.
Leslie Knope,And I completely understand that.
Leslie Knope,"But you and I both know that if we wanna find the money, we can."
Councilman Howser,I'm running late.
Leslie Knope,"Oh, I'll walk with you."
Leslie Knope,"See, the thing is, when we allocate money for parks"
Ron Swanson,Just a reminder.
Ron Swanson,Tomorrow's a half day.
Ron Swanson,"Jerry, Mark and I have to conduct the annual trail survey at Slippery Elm Park."
Jerry Gergich,"Ron, I had the trail survey hats made to commemorate the trip."
Ron Swanson,"Nice, Jerry."
Ron Swanson,"Oh, and if you have any questions about the details, feel free to shoot me an email."
Leslie Knope,The only trails he's gonna be surveying are trails of lies and deception.
Leslie Knope,Ron has a special deal with the park rangers.
Leslie Knope,"Every November, they let him use their cabin so he can go on a secret hunting trip with all the guys in the office."
Tom Haverford,Not all the guys.
Tom Haverford,He's never taken me.
Leslie Knope,"Fine, all the men."
Leslie Knope,"Ron, let's cut the bull."
Leslie Knope,"I want me, Tom and all the other ladies included on your hunting trip."
Ron Swanson,Hunting trip?
Ron Swanson,"We're doing a trail survey, Leslie."
Leslie Knope,You're literally listening to turkey calls.
Ron Swanson,Is this not rap?
Leslie Knope,Come on.
Ron Swanson,All right.
Ron Swanson,"Look, it's not just a hunting trip, it's a tradition."
Leslie Knope,I am really good at hunting and I'm even better at being one of the guys.
Ron Swanson,"Well, it's a work event, so legally I can't stop you from coming."
Leslie Knope,Yes!
Leslie Knope,This is gonna be so fun!
Leslie Knope,I'll bring S'mores.
Ron Swanson,And just like that the one tiny aspect of government I enjoyed was clubbed to death before my eyes.
Leslie Knope,April!
Leslie Knope,I need you to do something for me.
Leslie Knope,"I'm going hunting tomorrow, so call the State Parks Office and get verbal confirmation that our budget documentation is in."
Leslie Knope,Can I just tell you the 16 digit tracking number or do you want me to write it down?
Leslie Knope,I'll write it down.
Leslie Knope,Can you handle this?
April Ludgate,You want me to dial a number and then read another number out loud?
Leslie Knope,Yes.
Leslie Knope,Can you handle this?
April Ludgate,No.
Leslie Knope,"Well, try, okay?"
Leslie Knope,"And if you do it, I will name the first turkey I shoot after you."
April Ludgate,Cool.
Leslie Knope,Ann!
Leslie Knope,Ready to bag some birds?
Ann Perkins,Nope.
Ann Perkins,But I am ready to relax by the fire and get my Real Simple magazine on.
Leslie Knope,"Well, if you change your mind, you're now officially a licensed Indiana hunter."
Ann Perkins,"Oh, gross."
Phone Voice,"Hello, you have reached the Indiana State Parks Department."
Phone Voice,Your call is very important to us.
Phone Voice,Please stay on the line.
Leslie Knope,"All right, here we go!"
Ann Perkins,Here we are!
Leslie Knope,There he is.
Ann Perkins,There's Ron!
Ann Perkins,"Oh, it's pretty!"
Leslie Knope,I know.
Ann Perkins,I thought it was gonna be gross.
Jerry Gergich,Holy cow.
Jerry Gergich,"Ron, it is good to be back."
Mark Brendanawicz,Sneak attack!
Jerry Gergich,Damn it!
Mark Brendanawicz,I am the Pants King!
Mark Brendanawicz,Bow to me.
Jerry Gergich,Bow!
Jerry Gergich,I bow!
Mark Brendanawicz,I am the Pants--
Leslie Knope,I am the Pants Queen.
Tom Haverford,What the hell?
Leslie Knope,Bow to the Pants Queen.
Leslie Knope,"When you're out with the boys, you gotta be ready for a good pantsing."
Leslie Knope,That's why I have suspenders that connect my bra to my jeans.
Tom Haverford,Ron 'P. Diddy' Combs.
Tom Haverford,"I have to admit, this place is pretty tight."
Tom Haverford,May I interest anyone in some chew?
Ron Swanson,"Nice touch, Haverford."
Leslie Knope,Let me get some of that.
Ron Swanson,You sure?
Leslie Knope,Yeah.
Ron Swanson,I would not have pegged you as a user of mouth tobacco.
Leslie Knope,"I'm full of surprises, Ron."
Tom Haverford,"Oh, man."
Tom Haverford,My stomach's a little upset.
Tom Haverford,I feel a little queasy.
Mark Brendanawicz,"Yeah, that might be the chew."
Mark Brendanawicz,You could spit it out.
Tom Haverford,I swallowed it.
Tom Haverford,"You're supposed to swallow it, right?"
Mark Brendanawicz,No.
Tom Haverford,All right.
Ron Swanson,Poor little buddy.
Leslie Knope,Why they call it chew and not swallow.
Leslie Knope,"Am I right, Ron?"
Ron Swanson,"Yes, you are right."
Leslie Knope,"All right, safety basics!"
Leslie Knope,"Donna, can you tell me why it's bad to look down the barrel of your gun?"
Donna Meagle,Is that a trick question?
Leslie Knope,"No, Donna, don't!"
Leslie Knope,Please!
Ron Swanson,"Rule number one, do not point the weapon at a person."
Ron Swanson,"That includes your own face, Donna."
Ron Swanson,"Now, every year, before we go on our first hunt, we do a toast."
Ron Swanson,"So, grab a beer."
Ron Swanson,To the hunt.
Jerry Gergich,"Hear, hear."
Leslie Knope,And to the hunters!
Leslie Knope,The only way to defeat the beast is to find the beast within.
