Character,Line
Leslie Knope,"Good morning, everyone."
Leslie Knope,A couple of announcements.
Leslie Knope,"As we all know, Ron is recovering from his hernia surgery."
Leslie Knope,So I got him flowers from all of us.
Leslie Knope,"So everybody needs to pitch in, like, 90 dollars."
April Ludgate,90 dollars?
Leslie Knope,"Yes, because I ordered a beautiful bouquet of daffodils, from a website, after a few glasses of wine."
Leslie Knope,"So, Tom, I think you might be getting some daffodils, too."
Leslie Knope,"Donna, you're definitely getting some."
Leslie Knope,Jerry?
Leslie Knope,I don't know.
Leslie Knope,I'm not sure.
Leslie Knope,Time will tell.
Leslie Knope,"Also, I'm leaving early tonight because I am a judge in the Miss Pawnee Beauty Pageant."
Tom Haverford,"Whoa, whoa, whoa."
Tom Haverford,You get to be a judge in that thing?
Leslie Knope,"Yes, and it's a responsibility I take very seriously."
Tom Haverford,But I want to be a judge.
April Ludgate,I can't believe you like beauty pageants.
Leslie Knope,"April, whoever Miss Pawnee is, is gonna be the representative of womanhood in our town."
Leslie Knope,"And as a judge, let me assure you that this year's Miss Pawnee will be chosen for her talent and poise."
Tom Haverford,Whoa.
Tom Haverford,The girls from Talent and Poise gonna be there?
Leslie Knope,What?
Tom Haverford,Talent and Poise.
Tom Haverford,It's the strip club by the VA hospital.
Tom Haverford,I have some meetings there.
Leslie Knope,That's disgusting.
Tom Haverford,No.
Tom Haverford,What's disgusting is the Glitter Factory.
Tom Haverford,Do not go to the Glitter Factory.
April Ludgate,Hey!
Leslie Knope,Hey!
April Ludgate,"So, I was just at The Grind and I thought you might want an iced mocha with extra, extra whipped cream."
Leslie Knope,"Oh, my."
Leslie Knope,"Thank you so much, April."
Leslie Knope,Wow!
April Ludgate,You're welcome.
April Ludgate,"Oh, by the way, completely unrelated, I just signed up for the Miss Pawnee Beauty Pageant."
Leslie Knope,That's wonderful.
Leslie Knope,"You know, that is why I decided to become a judge."
Leslie Knope,"So that awesome girls like you, who are not, you know, classically hot, can be rewarded for their intelligence and savvy."
April Ludgate,Beauty pageants are idiotic.
April Ludgate,But I found out that the winner of the Miss Pawnee Pageant gets 600 dollars.
April Ludgate,I can be idiotic for 600 dollars.
April Ludgate,"So, are you gonna vote for me, sister?"
Leslie Knope,"April, it's unethical for me to show you favoritism."
Leslie Knope,You and I are like family.
April Ludgate,The coffee is 7 dollars.
Leslie Knope,Yes.
Leslie Knope,Right.
Leslie Knope,Of course.
Tom Haverford,Just bump that clown.
Tom Haverford,Tell them they already have another Asian judge.
Tom Haverford,Awesome.
Tom Haverford,"Thank you so much, I owe you."
Tom Haverford,All right.
Tom Haverford,Peace.
Tom Haverford,Guess who's also gonna be a judge in the beauty pageant?
Leslie Knope,What?
Leslie Knope,How?
Tom Haverford,I know a guy.
Tom Haverford,I had to call in a few favors.
Tom Haverford,"But if you don't call in favors to look at women in bikinis and assign them numerical grades, what the hell do you call in favors for?"
Leslie Knope,Hey.
Dave Sanderson,Hey.
Leslie Knope,Hey.
Dave Sanderson,Hey.
Leslie Knope,What you doing in these parts?
Dave Sanderson,I just came by to see the murals.
Dave Sanderson,This one's pretty amazing.
Leslie Knope,"Yeah, this one's a beauty."
