Character,Line
Extra,I'm looking for Ronald Ulysses Swanson?
Ron Swanson,He stepped out.
Ron Swanson,Can I take a message?
Extra,Sure.
Extra,Tell him he just won a free dinner from St. Elmo's steak house.
Ron Swanson,I'm Ron Swanson!
Extra,You've been served.
Extra,Have a nice day.
Ron Swanson,I don't like you.
Ron Swanson,But I respect the effort.
Tom Haverford,"Oh, man, subpoena?"
Tom Haverford,"Which exwife is it, Tammy one or Tammy two?"
Ron Swanson,Neither.
Ron Swanson,Apparently councilman Jeremy Jamm is not pleased that I punched him in the face on the night of Leslie's wedding.
Ron Swanson,He's suing me.
Ron Swanson,"13,000 for orthodontic surgery, 6,000 for enamel repair, and 46 million for psychological damages."
Andy Dwyer,"Yeah, that seems about accurate."
April Ludgate,That guy is the worst.
April Ludgate,We should sue Jamm's parents for spawning a human turdburger.
Andy Dwyer,"Ron, hey, let me be your lawyer."
Andy Dwyer,"I'll object to everything anyone says, trial will go on forever, you don't have to pay."
Andy Dwyer,Problem solved.
Ron Swanson,"That's a kind offer, Andrew, but I won't be hiring an attorney."
Ron Swanson,"I'll represent myself, as I do in all legal matters and livestock auctions."
April Ludgate,I wish we had 46 million dollars.
April Ludgate,We could buy my parents' house and evict them.
Tom Haverford,Surprised he's taking it this well.
Ron Swanson,Aghh!
Ron Swanson,"April, could you call maintenance please?"
Leslie Knope,"Okay, move a little bit to your left and then turn to the side."
Leslie Knope,"Okay, and freeze."
Leslie Knope,"That is the exact spot where an 18 year old Ben Wyatt was inaugurated as mayor of Partridge, Minnesota."
Ben Wyatt,"Oh, well, thank you very much."
Ben Wyatt,"Yes, congratulations to you."
Ben Wyatt,I don't know.
Leslie Knope,I have chills.
Ben Wyatt,Can't believe they're finally giving me the key to the city.
Leslie Knope,I can't believe it took so long.
Leslie Knope,"They gave the key to every other mayor in the town's history, and I guarantee that none of them had as cute a butt as you do."
Ben Wyatt,And none of them caused the city's unemployment rate to hit 30%.
Leslie Knope,You're so sexy when you talk about percentages.
Leslie Knope,"When Ben was mayor, he sunk all of the town's money into a winter sports complex called ""Ice Town,"" and they went bankrupt."
Leslie Knope,"Now they've invited him back as a gesture of goodwill, and he'll finally get some closure on this miserable chapter in his life."
Leslie Knope,"Yay, Ben!"
Leslie Knope,Town hero!
Ben Wyatt,Yes!
Leslie Knope,Whoo!
Jeremy Jamm,"Well, if it isn't the defendant, Ron Swansuck."
Tom Haverford,"Why are you doing this, Jamm?"
Tom Haverford,This lawsuit is Chronicles of Riddickulous.
Jeremy Jamm,I'll tell you why.
