Character,Line
Leslie Knope,This is very exciting.
Leslie Knope,"We are at Saint Joseph's Medical Center because, today, Andy Dwyer is getting his casts off."
Leslie Knope,"It is a great day for Andy, and it's a wonderful day for my subcommittee."
Tom Haverford,"Oh, my God."
Tom Haverford,Your boobs are dead.
Leslie Knope,Stop it.
Leslie Knope,"No, they're not."
Andy Dwyer,Yeah.
Ann Perkins,Yay!
Tom Haverford,"Wow, it's like a sweaty pinata."
Ann Perkins,"Hey, my iPod!"
Andy Dwyer,"Oh, yeah!"
Andy Dwyer,My pirate!
Leslie Knope,"Doctor, if I may, could I keep that cast, please?"
Dr. Harris,"It's a highly disgusting request, but I don't see why not."
Leslie Knope,Thank you.
Leslie Knope,"This is a symbol of new beginnings, a symbol of hope, and of our project."
Leslie Knope,We will build this park!
Andy Dwyer,"It is gonna feel so good to walk again, finally."
Dr. Harris,Easy!
Leslie Knope,"Oh, no!"
Leslie Knope,"Oh, my"
Ann Perkins,"Oh, no!"
Dr. Harris,"Yeah, they might be a little weak at first."
Andy Dwyer,"Thank you, guys."
Tom Haverford,"Welcome back into the world of walking, Andy."
Leslie Knope,Yes.
Ann Perkins,I just wanted to say--
Leslie Knope,"Quiet, everyone!"
Leslie Knope,Ann wants to say something.
Ann Perkins,I wanted to thank you all for being so supportive.
Ann Perkins,"When Andy fell in the pit, I didn't expect anyone in government to reach out to us."
Ann Perkins,"So, thanks."
Leslie Knope,You're welcome.
Tom Haverford,"Hey, you're welcome, Ann."
Andy Dwyer,"Babe, when are you gonna tell them about my show?"
Ann Perkins,"Oh, yeah, sorry."
Ann Perkins,Andy's band is playing a show.
Ann Perkins,And we want you all to come.
Andy Dwyer,"It's gonna be a party, so check your suits at the door."
Andy Dwyer,It's gonna get crazy.
Ann Perkins,"Andy's band is really good, and it's been driving him nuts that he can't play."
Ann Perkins,He's been writing all these songs about things that are physically near him.
Andy Dwyer,Sandwich!
Andy Dwyer,Are you turkey or ham?
Ann Perkins,Ham.
Andy Dwyer,Lamp!
Andy Dwyer,Wish you were a lamp that would light up when you get touched
Mark Brendanawicz,What kind of music does your band play?
Andy Dwyer,"You know, I don't really like to define it, but it's like Matchbox Twenty meets The Fray."
Tom Haverford,"So, rock."
Andy Dwyer,"Well, again, I don't really like to define it."
April Ludgate,I totally get what you mean.
Leslie Knope,"So, I would love to come to this thing."
Leslie Knope,When is it?
Ann Perkins,Tonight at 8:00.
Leslie Knope,No!
Leslie Knope,Tonight?
Ann Perkins,Yeah.
Leslie Knope,I can't go.
Ann Perkins,Why not?
Leslie Knope,My mom set up this meeting.
Leslie Knope,It's like a political tete-a-tete with a local bigwig.
Mark Brendanawicz,"Leslie, you're not gonna go?"
Mark Brendanawicz,Come on!
Leslie Knope,"Oh, you guys."
Leslie Knope,You know how I love mixing work into my personal life.
Leslie Knope,"This guy is important, and he has valuable information that could help us build a park."
Leslie Knope,But I wanna go to the concert!
Ann Perkins,Come on!
Ann Perkins,Play hooky!
Ann Perkins,Blow off the meeting.
Leslie Knope,"Oh, I wanna go to that concert so bad, but I have to go to the meeting."
Leslie Knope,I have to go.
Leslie Knope,"But I'll meet up with you guys after the tete-a-tete, I promise."
Nate,"Hey, Mark, congratulations."
Mark Brendanawicz,Oh.
Mark Brendanawicz,"Thanks, Nate."
Mark Brendanawicz,For what?
Nate,You got that speed bump thing taken care of.
Nate,Finally.
Nate,Nice work.
Mark Brendanawicz,"Oh, yeah."
Mark Brendanawicz,Yay.
Mark Brendanawicz,There used to be this huge speed bump in the center of town.
Mark Brendanawicz,It was insane.
Mark Brendanawicz,"So, I decided I wanted to do something about it, and I got it lowered 2 inches."
Mark Brendanawicz,"Apparently, what I can achieve in government can literally be measured."
Ann Perkins,"Hey, Dr. Harris."
Ann Perkins,"Andy's playing a show tonight, and we'd love it if you came by."
Ann Perkins,I think there's gonna be a good turnout at Andy's show tonight.
Ann Perkins,He wrote this new song about what happened to him called The Pit.
Ann Perkins,"It's one of those rare songs that rocks really hard, and also informs people about a small public works project."
Dr. Harris,"So, Andy's doing well?"
Ann Perkins,"Yeah, he's a little shaky still, but that's to be expected."
Dr. Harris,"Well, not really."
Dr. Harris,"If he had his casts removed two weeks ago, the muscles wouldn't have atrophied so much."
Ann Perkins,"I'm sorry, two weeks ago?"
Dr. Harris,That's when they were scheduled to come off.
Ann Perkins,But he told me that you told him he should wait.
Dr. Harris,No.
Dr. Harris,He rescheduled.
Dr. Harris,"Said it was personal, that he'd explain later, but then he never explained."
Ann Perkins,I have waited on him hand and foot for two months.
Dr. Harris,"Well, I guess that explains it."
Andy Dwyer,"Hey, what's up, people of Pawnee?"
Andy Dwyer,All right!
Andy Dwyer,All right.
Andy Dwyer,"Uh In just a minute, Scarecrow Boat is gonna rock it out."
Andy Dwyer,Please be patient while we rock out the equipment setup.
Andy Dwyer,The band has had a few different names over the years.
Andy Dwyer,"We started, we were Teddy Bear Suicide, but then we changed it to Mouse Rat."
Andy Dwyer,Uh.
Andy Dwyer,"Then we were God Hates Figs, Department of Homeland Obscurity, Flames for Flames, Muscle Confusion, Nothing Rhymes with Orange, then Everything Rhymes with Orange, Punch Face Champions, Rad Wagon, Puppy Pendulum, Possum Pendulum, Penis Pendulum, Hand Rail Suicide, Angel Snack, Just the Tip, Three Skin Jet Black Pope, we went back to Mouse Rat, and now we are Scarecrow Boat."
Andy Dwyer,"God, when I hear myself say Scarecrow Boat out loud, I kind of hate it."
Leslie Knope,"Now, you know that we're gonna be building a park on a residential lot, so, of course we're gonna have to get the zoning codes approved and amended by our city council."
George Gernway,What kind of movies do you like?
Leslie Knope,Huh?
Leslie Knope,Uh.
Leslie Knope,"Well, you know, documentaries, political thrillers."
George Gernway,I like all kinds of movies.
Leslie Knope,Great.
Leslie Knope,"So, I brought some pictures of the lot, and you can tell that the houses are very close to it."
Leslie Knope,How difficult is rezoning in your town?
Leslie Knope,Could you go into detail a little bit about that?
George Gernway,Sure.
Leslie Knope,Great.
George Gernway,It's refreshing to be with someone who actually likes talking about government issues.
George Gernway,Most of the women I go out with find it boring.
Leslie Knope,"Well, you know, you have to have zoning codes, or else the whole thing could be chaos."
George Gernway,Your mother mentioned that you don't date much.
Leslie Knope,What?
Leslie Knope,I've been focusing on my career.
Leslie Knope,Why do you ask?
George Gernway,I haven't been dating much either since my divorce.
George Gernway,It hasn't been easy.
George Gernway,"And I'm coping, but it was tough on the kids."
George Gernway,"Not my kids, 'cause they're grownup, but it was tough on their kids."
George Gernway,Shouldn't bring up my divorce on a first date.
George Gernway,But I feel I can tell you anything.
Leslie Knope,Uh
George Gernway,I think it's going quite well.
George Gernway,And she looks like a young Sandy Duncan.
Leslie Knope,"Hi, Mom."
Leslie Knope,He thinks we're on a date.
Leslie Knope,Did you tell him we were on a date?
Marlene Griggs-Knope,"Honey, if I told you it was a date, you never would've gone."
Marlene Griggs-Knope,You're not getting any younger.
Leslie Knope,"Well, neither is he."
Leslie Knope,And he's 62 years old.
Marlene Griggs-Knope,Oh.
Marlene Griggs-Knope,Just go back in there and finish the dinner.
Marlene Griggs-Knope,You don't have to have sex with him if you don't want to.
Leslie Knope,What?
Leslie Knope,Are you crazy?
Leslie Knope,"Hi, how are you?"
Mark Brendanawicz,"Hey, Parks Department."
Ron Swanson,"Hey, Mark."
Ron Swanson,"This is Beth, my exwife Tammy's better looking sister."
Beth,Nice to meet you.
Mark Brendanawicz,Nice to meet you.
Mark Brendanawicz,You guys are together?
Ron Swanson,Yup.
Ron Swanson,My exwife Tammy cheated on me.
Ron Swanson,Then we divorced.
Ron Swanson,"Then last week, I ran into her sister Beth here."
Ron Swanson,"Turns out she hates Tammy, too, so we've started dating."
Ron Swanson,It's like a fairy tale.
Beth,"Yeah, Tammy stinks."
Tom Haverford,Brendanawicz!
Mark Brendanawicz,"Hey, Tom."
Tom Haverford,Hey.
Tom Haverford,I want you to meet my wife.
Wendy,Hi.
Wendy,I'm Wendy Haverford.
Mark Brendanawicz,Hi.
Mark Brendanawicz,You're Tom's wife.
Wendy,Don't hold it against me.
Tom Haverford,Look at how hot she is.
Tom Haverford,Isn't that crazy?
Tom Haverford,And she's a surgeon.
Tom Haverford,She makes a ton of money!
Tom Haverford,Bam!
April Ludgate,This is Derek.
Mark Brendanawicz,Cool.
Mark Brendanawicz,How long have you guys been dating?
April Ludgate,We're just friends.
April Ludgate,He's like the gayest person I've ever met.
April Ludgate,But I make out with him when I'm drunk sometimes.
Mark Brendanawicz,"You know, if you don't wanna talk to me, you can just say so."
April Ludgate,I don't wanna talk to you.
Mark Brendanawicz,"Apparently, tonight, I'm the Parks Department's seventh wheel."
George Gernway,This is my oldest son.
George Gernway,He's a very no nonsense person like yourself.
George Gernway,And this is my youngest.
George Gernway,He's about your age.
Leslie Knope,Terrific.
Leslie Knope,"So, did you give any more thought to those zoning code questions I asked you?"
George Gernway,Oh.
George Gernway,"Come on, enough business."
George Gernway,Let's have some fun!
George Gernway,Try some of my chicken.
Leslie Knope,"Oh, no."
Leslie Knope,That's okay.
George Gernway,Just a taste.
George Gernway,Have a little taste of chicken!
George Gernway,Just a bit!
George Gernway,Just a taste!
George Gernway,"Chicken, chicken, chicken!"
Leslie Knope,Mmm.
George Gernway,"Delicious, right?"
Leslie Knope,Mmmhmm.
George Gernway,I really like this restaurant.
Leslie Knope,Yeah.
Leslie Knope,It's a great place for a business meeting.
Ann Perkins,Andy.
Ann Perkins,Andy.
