Character,Line
Extra,"We noticed abnormal activity on your credit card, so we just need you to confirm or deny some of the recent charges."
Leslie Knope,Okay.
Leslie Knope,Thank you.
Extra,20 dollars to Netflix?
Leslie Knope,Yeah.
Extra,20 dollars to Blockbuster Online?
Tom Haverford,Both?
Leslie Knope,I needed all eleven disks of Gossip Girl at the same time.
Extra,120 dollars in tuition to Hogwarts School of Witchcraft and Wizardry?
Leslie Knope,"They give you a little wand, and a diploma."
Leslie Knope,It's fun.
Tom Haverford,What did you major in?
Leslie Knope,Potions.
Leslie Knope,"You know, I'm gonna take you off speaker phone."
Leslie Knope,Go ahead.
Extra,Jessica Simpson clip-in hair extensions?
Leslie Knope,No.
Leslie Knope,"Okay-- Um, I wore those once."
Leslie Knope,"It was a moneyback guarantee, but I forgot to return them."
Leslie Knope,"Man Pillow, the pillow shaped like a man?"
Tom Haverford,"Oh, God."
Leslie Knope,"Also something called ""Bucket of Cake."""
Leslie Knope,"Yeah, you know what?"
Leslie Knope,I think someone definitely stole my credit card.
Leslie Knope,So why don't you just cancel it?
Extra,Do you wanna hear what else they purchased?
Tom Haverford,Yes.
Leslie Knope,"No, you don't have to refund anything."
Leslie Knope,Just cancel the credit card and we'll all go on with our lives.
Leslie Knope,Thank you.
Tom Haverford,"So, what does a Man Pillow look like?"
Leslie Knope,Daniel Craig.
Leslie Knope,It's for my lower back.
Keef,"My name is Keef, and I am your friend."
Keef,Are you guys my friends?
All,Yeah.
Keef,All right!
Keef,Awesome!
Keef,It is playground time!
Leslie Knope,"Well, we're here in Eagleton."
Leslie Knope,It's two towns over.
Leslie Knope,"And we're all volunteering for Kaboom, a service organization that says it builds a playground in a day."
Keef,High five!
Keef,High five!
Keef,High five!
Leslie Knope,I never trust anything that comes that quickly.
Leslie Knope,That's why I don't eat Minute Rice.
Leslie Knope,"So this whole ""build a playground in a day"" thing, I mean, that's just a slogan, right?"
Keef,Nope.
Keef,"One day, 24 hours."
Leslie Knope,"Keef, that is so incredible."
Leslie Knope,"I mean, I work in Parks, and I know how hard it is to get something done."
Keef,Not if you have the Kaboom spirit.
