Character,Line
Harris,Welcome to Animal Control.
Harris,Let me show you around.
Harris,Those are some chairs.
Harris,That's a cat or opossum.
Harris,"Oh, this is a napkin where I wrote down a cool name for a dog."
Harris,"""Bark Obama."""
Brett,Right?
Leslie Knope,Is that what's happening here?
Brett,Oh.
Brett,Yo.
Brett,Yeah.
Brett,We found this bird outside.
Brett,"We tried to turn it into a work whistle, like in the beginning of The Flintstones."
Brett,"Tougher than it looked, though."
Leslie Knope,"We have a massive pest problem in this town, and it's because the Animal Control Department has been disaster at catching animals."
Leslie Knope,They're great at ingesting and selling marijuana.
Leslie Knope,This place is a miserable suck hole run by two pothead losers.
Leslie Knope,It's completely and utterly mismanaged.
Harris,Thanks!
Chris Traeger,"It does seem to be very poorly run, but we've only been here for two minutes."
Chris Traeger,There may be a method to their madness.
Chris Traeger,There's more than one way to skin a cat.
Brett,Four.
Brett,There's four ways to skin a cat.
Brett,Regular blade
Chris Traeger,Ow!
Chris Traeger,Ah!
Chris Traeger,What is this?
Harris,"Coyote trap, dude."
Chris Traeger,Ah!
Chris Traeger,This hurts!
Brett,"Yeah, we got, like, a huge vermin problem."
Brett,"I mean, we've been meaning to call somebody about it, but you know, nobody get on the phone."
Leslie Knope,You're the people you would be calling.
Harris,That is so trippy.
Chris Traeger,Ow!
Chris Traeger,You're fired!
Chris Traeger,You're fired!
Chris Traeger,The whole department is fired.
Chris Traeger,"Ow, this hurts!"
Chris Traeger,This was one of my running feet!
Brett,"Yo, let's go to Jamaica."
Harris,"No, we should go to Jamaica."
Harris,"Oh, is that what you said?"
Brett,"Yeah, dog."
Ann Perkins,"Ron, you've been sweating in here all day."
Ann Perkins,Are you drinking any fluids?
Ron Swanson,"Yes, plenty."
Ann Perkins,"No, you need to drink water."
Ron Swanson,"Usually, I take it neat, but I will make an exception in the name of health."
Ron Swanson,"Last night, I watched a movie with Diane and the girls in which an orange fish is separated from his father."
Ron Swanson,"The children were sniffling, which I believed to be due to the sad nature of the film."
Ron Swanson,I was wrong.
Ann Perkins,"You need to take off those layers, rehydrate, and go to the doctor."
Ron Swanson,"Thank you for your concern, I will be fine."
Ron Swanson,Please turn the thermostat up to 90 and leave me alone.
Ann Perkins,"Ron, this isn't safe."
Ron Swanson,I am a grown man.
Ron Swanson,"I have had a cold before, I need no help, so if you don't mind"
Ann Perkins,That seems about right.
Tom Haverford,"Okay, pop quiz."
Tom Haverford,Name the scent.
Ben Wyatt,"Uh, ""Spasm."""
Ben Wyatt,"No, ""Butter Face""!"
Tom Haverford,Very good!
Ben Wyatt,Yes!
Ben Wyatt,"I'm trying to get more big companies to donate to the Sweetums Foundation, and tom got us a meeting with Dennis Feinstein, Pawnee's premiere manufacturer of perfumes and cologne."
Ben Wyatt,Oh!
Ben Wyatt,"Or possibly, insecticide."
Ben Wyatt,Whew!
Tom Haverford,"Dennis Feinstein belongs to a new generation of wealth rappers, tech geniuses, X games medallists, and of course, ""scent artists."""
Tom Haverford,The man owns a Rolexus.
Tom Haverford,It's a Lexus filled with Rolexes.
Ben Wyatt,What's the point of that?
Tom Haverford,"To have it, which he does."
Ben Wyatt,"Okay, I'll lay out the benefits of donating."
Ben Wyatt,Tom will flatter and schmooze as only tom can.
Ben Wyatt,"Andy, you know, this is just a learning experience for you, so you just watch and listen."
Tom Haverford,"I had to pull a lot of strings to get this meeting, so please, no one embarrass me."
Tom Haverford,"Ben, put on something decent, like a tux."
Tom Haverford,"Andy, you're hopeless, just take a shower."
