Character,Line
Leslie Knope,It's my new interview outfit.
Leslie Knope,"Like, ""hey, nice to meet you."
Leslie Knope,"Can't wait for the interview."""
Ben Wyatt,"Um, maybe the maybe the hat."
Ann Perkins,Yeah.
Leslie Knope,Lose this?
Leslie Knope,"To win an election, you have to be good, and you have to be lucky."
Leslie Knope,"Buddy Wood hosts the number one morning show in Indianapolis, and he wants to interview me for a series he's doing on local elections."
Leslie Knope,And last year the five people that he profiled all won.
Leslie Knope,This is a huge break for us.
Ben Wyatt,Um hey.
Ben Wyatt,maybe we should put a pause on the fashion show.
Ben Wyatt,We have to go over your talking points.
Leslie Knope,Keep going.
Leslie Knope,I can still hear you.
Ben Wyatt,"Um, okay, Ms. Knope, what is going to be your first major public works project?"
Leslie Knope,"Oh, I don't know."
Leslie Knope,But I bet these pants will work for the public.
Ann Perkins,Whoo!
Tom Haverford,"Yeah, those pants look dope!"
Leslie Knope,Right?
Tom Haverford,"Oh, my God, those look great."
Tom Haverford,And I bet they look even better on Ben's floor.
Leslie Knope,Oh!
Ben Wyatt,Are you hitting on Leslie for me?
Ann Perkins,Wait a second.
Ann Perkins,Just turn around.
Leslie Knope,What?
Tom Haverford,Oh.
Tom Haverford,"It says ""Nympho"" on the butt in silver, sparkly letters."
Tom Haverford,"Nympho means you're addicted to sex, and since it's on the butt, there's other implications as well."
Tom Haverford,So those are a maybe.
April Ludgate,Who was Laura Mulvey?
Andy Dwyer,Laura Mulvey was A guy
April Ludgate,Girl.
Andy Dwyer,Right.
Andy Dwyer,Women's studies.
Andy Dwyer,They're all girls.
Andy Dwyer,Laura Mulvey was a feminist film critic who Wrote a major essay that helped shift the orientation of film theory to the psychoanalytical framework!
Andy Dwyer,"Treat, please."
Andy Dwyer,I'm about to take my first ever final for my women's studies class.
Andy Dwyer,Treat!
Andy Dwyer,"Usually, tests scare me, but this is an oral exam."
Andy Dwyer,"Uh, and if there's one thing I know is"
Andy Dwyer,My fantastic it's talk.
Andy Dwyer,"God, I don't know."
Andy Dwyer,"Man, I'm so nervous."
Andy Dwyer,"I knowI'm just gonna call the Professor, and then I'm gonna get on the phone and make some fake barfing sounds, and then I'm just gonna bail, so give me my phone."
Ron Swanson,No!
Ron Swanson,Andrew That's now how grownups handle tough situations.
Andy Dwyer,"Well, I"
Ron Swanson,We face our fears head on.
April Ludgate,"Told youif you can't remember what some woman did, just tear up and say, ""she changed my life."
Andy Dwyer,""" Ah, that's a good call."
Leslie Knope,I think this is it.
Leslie Knope,"But do I need a hat, like a bowler, or an edgy scarf?"
Leslie Knope,"No, those endless scarves that come out of your sleeves like a magician."
Ben Wyatt,Um I think you should just go with something basic No nonsense.
Ben Wyatt,Mr.
Ben Wyatt,"Wood, hello."
Ann Perkins,"God, he is more tightly wound than ever."
Tom Haverford,Maybe we should see if he can pull that rod out of his butt and we can hang some of those outfits on it.
Tom Haverford,Ann and I have the occasional rough patch in our relationship.
Tom Haverford,"But right now, we're really in a groove."
Tom Haverford,We've gone 30 hours without breaking up.
Tom Haverford,Our personal best is 47 hours.
Tom Haverford,It happened when she was out of town for two days and she forgot we were dating.
Ben Wyatt,"Well, let me know if anything changes."
Ben Wyatt,Thank you.
Ben Wyatt,Interview's off.
Leslie Knope,What?
Ben Wyatt,Buddy has to fly back to Indianapolis early something about a factory explosion.
Leslie Knope,"Come on, did anyone even get hurt?"
Leslie Knope,Sorry.
Ben Wyatt,"First stroke of luck we've had, and it's gone."
Ben Wyatt,"Okay, well, we just have to work harder."
Ben Wyatt,"I mean, good news is, we can call it a night and get a super early start on our door to door tomorrow."
Tom Haverford,"Ooh, that is great news."
Tom Haverford,"And, you know, we might even be able to make it back in time for boring club."
Tom Haverford,Do you know who the president or boring club is?
Ben Wyatt,Me?
Tom Haverford,Nope You lost the election 'cause your speech was too boring.
Leslie Knope,"Hey, why don't we all go get a drink, blow off some steam?"
Leslie Knope,Everybody's been working so hard.
Ben Wyatt,"Um Well, we're in the home stretch here, and losing that interview didn't help."
Ben Wyatt,I'm gonna go over some polling numbers and turn in early.
Ben Wyatt,I suggest you do the same.
Ann Perkins,"Hey, Leslie, give you a ride home?"
Leslie Knope,"Ah, screw it."
Leslie Knope,I got a new outfit.
Leslie Knope,My hair looks amazing.
Leslie Knope,And I have a serious excess of preinterview adrenaline.
Leslie Knope,Who's gonna drink with me?
Ann Perkins,Ooh Oh
Andy Dwyer,"Susan Bronwell, or B."
Andy Dwyer,", Anthony was born in Adams, Massachusetts, in 1820, and she played a pivotal role in the institution of women's suffrage."
Linda Lonegan,Andy
Andy Dwyer,"Treat, please."
Linda Lonegan,"Andy, slow down."
Linda Lonegan,You're taking this class pass fail.
Linda Lonegan,"So I'm just looking for a freewheeling discussion about, you know, what you got from the class."
Andy Dwyer,Oh.
