Character,Line
Andy Dwyer,"Miss Leslie Knope, I present to you Herb Scaifer."
Leslie Knope,"Again, Andy, you don't need to bow."
Andy Dwyer,"As you wish, ma'am."
Leslie Knope,"Okay, Herb, what can I do you for?"
Herb Scaifer,"Well, please prepare yourself."
Herb Scaifer,I have terrible news.
Leslie Knope,You do?
Herb Scaifer,The world is going to end tomorrow at dawn.
Leslie Knope,Aw nuts.
Leslie Knope,You sure it's tomorrow?
Herb Scaifer,Afraid so.
Herb Scaifer,Right at dawn.
Herb Scaifer,"The entire planet, gone."
Leslie Knope,"Not giving me much notice Herb, let me see what I can do."
Leslie Knope,"For a while in the 1970s, our town was run by a freaky cult."
Leslie Knope,And every few years the remaining members predicted the world's gonna end.
Leslie Knope,And they have an all-night vigil in the park.
Leslie Knope,It's super annoying.
Leslie Knope,"Turns out when you think the world's ending, you don't aim so carefully in the portapotties."
Leslie Knope,"Tonight the follower of Reasonablism, will be joining together to await the return of Zorp."
Leslie Knope,The giant lizard God who will destoy the Earth with his cleansing fire of judgment.
Leslie Knope,"Also, light refreshments will be served."
Jerry Gergich,"Oh, last year, they had pizza."
Jerry Gergich,Are they going to get pizza again?
Leslie Knope,"It says they've got turkey sandwiches, and the nectar of a thousand sorrows."
Andy Dwyer,"Oh, that is so good."
Andy Dwyer,It's root beer and red wine.
Andy Dwyer,I went to one meeting.
Leslie Knope,"Wait, I'm going to miss you, enormous chair."
Extra,You really sat in this thing?
Leslie Knope,"Yeah, I loved it. Felt like a tiny king."
Jean-Ralphio Saperstein,"Tcups, we did it baby."
Jean-Ralphio Saperstein,We built a company from the ground up.
Tom Haverford,And then we ran it back into the ground.
Jean-Ralphio Saperstein,"Well the important thing to remember, is that it was a masive success."
Jean-Ralphio Saperstein,Remy Martin?
Tom Haverford,Entertainment 720 is dead.
Tom Haverford,It's up in company heaven.
Tom Haverford,Along with pets.com
Tom Haverford,Blockbuster and askjeeves.
Tom Haverford,My company is no better than a company where you ask a fake butler to Google things for you.
