Character,Line
Ron Swanson,"So, who broke it?"
Ron Swanson,"I'm not mad, I just want to know"
Leslie Knope,"I did, I broke"
Ron Swanson,"No, no you didn't."
Ron Swanson,Tom?
Tom Haverford,Don't look at me.
Tom Haverford,Look at Ben.
Ben Wyatt,"What, I didn't break it."
Tom Haverford,"Huh, that's weird, how'd you even know it was broken?"
Ben Wyatt,"because it's sitting right in front of us, and it's broken."
Tom Haverford,Suspicious.
Ben Wyatt,No it's not.
Jerry Gergich,"If it matters, probably not, April was the last one to use it."
April Ludgate,"Liar, I don't even drink that crap."
Jerry Gergich,"Oh really, then what were you doing by the coffee cart earlier."
April Ludgate,"I use the wooden stirs to push my cuticles back, everyone knows that Jerry."
Leslie Knope,"Okay, okay, let's not fight, I broke it, let me pay for it Ron."
Ron Swanson,"No, who broke it?"
Ben Wyatt,"Ron, Donna's been awfully quiet."
Donna Meagle,Really?
Ben Wyatt,Yeah really?
Ron Swanson,I broke it.
Ron Swanson,It burned my hand so I punched it.
Ron Swanson,I predict ten minutes from now they'll be at each other's throats with war paint on their faces and a pig head on a stick.
Ron Swanson,Good.
Ron Swanson,It was getting a little chummy around here.
Tom Haverford,I need you guys to come to the Snakehole Lounge tonight to help me with something.
Jerry Gergich,"Yeah, no, tonight's not good."
Ron Swanson,No can do.
Donna Meagle,I'm on a cleanse.
Tom Haverford,Please.
Tom Haverford,This is important.
Tom Haverford,"I'm launching my new high end, Kahlua style liqueur, Snake Juice."
April Ludgate,Sounds like you took a snake and twisted it like a rag until its blood and guts came out.
Leslie Knope,What does Kahlua style mean?
Tom Haverford,"I mix a bunch of alcohol together, I add some sugar and coffee and some other junk, and it kind of tastes like Kahlua."
Donna Meagle,I can only drink warm tap water with cayenne pepper.
Tom Haverford,Fine.
Tom Haverford,Then don't drink it.
Tom Haverford,"Just get other people to drink it, okay?"
Tom Haverford,Meeting in one hour.
Tom Haverford,"If you don't make it, you're on my Donezo list."
Ben Wyatt,"What's a ""Donezo list""?"
Tom Haverford,It means you and I are donezo.
Tom Haverford,"Hanging out, getting food together, donezo."
Tom Haverford,You want to come over to my house and play video games?
Tom Haverford,Donezo.
Tom Haverford,"Hey, Tom, you want to come play PuttPutt with me?"
Tom Haverford,"No, we're donezo."
Andy Dwyer,"Babe, we got to make that meeting."
Leslie Knope,"I'm so glad we found this time to talk ,it feels like it's been forever."
Ann Perkins,"I know, I've been so busy at the hospital, long hours, overnight shifts, getting sick of it."
Leslie Knope,"All right, let's start with the personal stuff."
Leslie Knope,How's Jessie?
Ann Perkins,Who?
Leslie Knope,The photographer guy.
Ann Perkins,"Oh, yeah."
Ann Perkins,We broke up.
Ann Perkins,I didn't tell you that?
Leslie Knope,Uhuh.
Leslie Knope,Why?
Leslie Knope,I liked him.
Ann Perkins,"Yeah, I did, too."
Ann Perkins,I just I couldn't deal with his face.
Leslie Knope,Do you think I could get that book back that I loaned him?
Ann Perkins,"Oh, well, I'm technically out of the country."
Ann Perkins,So I would have to call him from a weird number.
Ann Perkins,Sorry.
Leslie Knope,Oh.
Leslie Knope,Never mind.
Ann Perkins,"But I'm seeing this new guy, Mattias."
Ann Perkins,You would love him.
Ann Perkins,He's a triple Pisces.
Ben Wyatt,"Oh, looks like someone's gonna be late for her meeting."
Leslie Knope,Race you.
Ben Wyatt,Really?
Ben Wyatt,Isn't that a little childish?
Leslie Knope,"Bye, Ann."
Leslie Knope,"Sorry, got to go."
Leslie Knope,"Hey, move!"
Leslie Knope,"Councilman Howser, sorry."
Leslie Knope,Nice to see you as always.
Ann Perkins,Bye.
Tom Haverford,Welcome to Guerilla Marketing 101.
Tom Haverford,What is Guerilla Marketing?
Tom Haverford,"A few ordinary schmoes, no offense, have a casual conversation next to some guy about how great Snake Juice is."
Tom Haverford,"Next thing you know that guy orders a whole bottle of Snake Juice, and he has no idea why."
Tom Haverford,"April, you will be playing a boring beer drinker named Jennifer."
Tom Haverford,"Andy, you are also a boring beer drinker named Michael."
Tom Haverford,"Ron is going to play our exciting Snake Juice drinker, A.K.A. Brian Thunder."
Donna Meagle,You want us to memorize this whole script?
Tom Haverford,"Ideally, but if you want to wing it,"
Tom Haverford,"Your talking points are highend, VIP, lifestyle."
Tom Haverford,"All right, let's run through it once."
Tom Haverford,And action!
Jerry Gergich,The weather has been so weird lately.
Jerry Gergich,"Hey, let me buy you all a drink."
April Ludgate,I'll take something basic like a beer.
Andy Dwyer,"Yeah, I'm pretty boring."
Andy Dwyer,"So I'll take a beer, too."
Ron Swanson,Not me.
Ron Swanson,I want this night to get Krazzy.
Tom Haverford,Carazy.
Tom Haverford,Like crazy.
Ron Swanson,I want this night to get crazy.
Ron Swanson,Get me a shot of Snake Juice.
Ron Swanson,I hear it has a dope aftertaste.
Tom Haverford,"All right, that's gonna be a cut."
Tom Haverford,"Um Ron, you got to say it like you mean it."
Ron Swanson,I won't publicly endorse a product unless I use it exclusively and I really believe in it.
Ron Swanson,"My only official recommendations are U.S. Army issued mustache trimmers, Morton Salt, and the C.R Laurence Fein two inch, axe style scraper oscillating knife blade."
Chris Traeger,We need to find a new PR Director for the Health Department.
Chris Traeger,Dennis Cooper was fired today.
Ben Wyatt,Why?
Chris Traeger,"Short answer, he went bananas."
Chris Traeger,"Long answer, his wife, Jan, had an affair, gave him a venereal disease, and so he put signs about her all through City Hall."
Chris Traeger,I'm sure you've seen them.
Ben Wyatt,"Oh, yeah."
Leslie Knope,"Oh, yeah."
Chris Traeger,"""Jan Cooper will give you Chlamydia."""
Chris Traeger,"""Brought to you by the Pawnee Health Department."
Chris Traeger,"""Chlamydia affects nearly 100% of Jan Coopers."""
Chris Traeger,"""The Department of Health congratulates Jan Cooper."""
Chris Traeger,"""Miss Chlamydia."""
Chris Traeger,"""Jan, I love you."""
Chris Traeger,"""Please come back."""
Chris Traeger,"""I realize that I'm not blameless here."""
Chris Traeger,"""Please."""
Chris Traeger,Brought to you by the Health Department.
Chris Traeger,"""Reelect Jan Cooper."""
Chris Traeger,"""Mayor of Whoreville."""
Chris Traeger,"Leslie, I want you to help us choose a replacement."
Chris Traeger,Parks and Health work closely together on outdoor programs and exercise initiatives.
Leslie Knope,Ann should do it.
Chris Traeger,Ann Perkins?
Ann Perkins,"Pawnee is looking for a new PR Director for the Health Department, and I submitted your name."
Ann Perkins,You have an interview tomorrow at 9:00 a.m.
Ann Perkins,"9 a.m., wow."
Leslie Knope,"Yes, I know."
Leslie Knope,I couldn't get it earlier.
Ann Perkins,I'm Grateful.
Leslie Knope,I know.
Leslie Knope,You can thank me later.
Leslie Knope,"But first, you need to go over your homework."
Leslie Knope,These are all the health initiatives the city has ever undertaken since the 1960s.
Leslie Knope,So you need to partially memorize that.
Leslie Knope,"And it's gonna be a long night, so I got you some energy drinks and some chocolate covered espresso beans and the book Freedom by Jonathan Franzen."
Ann Perkins,Why am I reading this?
Leslie Knope,"Because I'm almost done with it, Ann."
Leslie Knope,And I want to talk to you about Patty.
Ann Perkins,"Okay, deep breath."
Leslie Knope,Okay.
Ann Perkins,I've been a nurse for over 10 years.
Ann Perkins,It's not something you just quit.
Leslie Knope,I understand.
