Character,Line
Leslie Knope,"Good morning, Ben."
Leslie Knope,Sorry.
Ben Wyatt,Sorry.
Leslie Knope,Did I scare you?
Ben Wyatt,No.
Leslie Knope,I just wanted to remind you of the art show that's happening tonight at the community center.
Ben Wyatt,Yeah.
Ben Wyatt,Yeah.
Leslie Knope,It's gonna be a lot of fun.
Ben Wyatt,Great.
Ben Wyatt,"Well, that sounds cool."
Ben Wyatt,That sounds like something that will be a big success.
Ben Wyatt,You know?
Ben Wyatt,"I mean, like everything that you put your paws on."
Ben Wyatt,Your fingers.
Chris Traeger,Leslie Knope!
Chris Traeger,Ben Wyatt.
Chris Traeger,"Ben, great news."
Chris Traeger,Do you remember the woman I told you about from the county commissioner's office?
Ben Wyatt,Um... Vaguely.
Chris Traeger,Sure you do.
Chris Traeger,Cindy Miller.
Chris Traeger,"Anyway, she's agreed to go out on a date with you."
Ben Wyatt,Oh.
Ben Wyatt,You asked her out for me?
Chris Traeger,You're going to love her.
Chris Traeger,"She is interesting, smart and beautiful."
Chris Traeger,Inside and out.
Chris Traeger,Inner beauty is very important.
Chris Traeger,And outer beauty is also very important.
Leslie Knope,I thought you had a rule about intergovernment relationships.
Chris Traeger,Don't worry.
Chris Traeger,Her department is completely separate from ours.
Chris Traeger,This isn't anything like your affair with Tom Haverford.
Leslie Knope,We weren't You You
Ben Wyatt,"I'm sorry, who are you calling?"
Extra,Cindy Miller.
Chris Traeger,Cindy Miller.
Chris Traeger,Chris Traeger.
Chris Traeger,Guess who is standing in this room with me right now.
Chris Traeger,"Oh, uh Ben Wyatt."
Chris Traeger,"Ben, say hello."
Ben Wyatt,"Hi, Cindy."
Ben Wyatt,Sorry.
Extra,Hi.
Extra,No apology necessary.
Extra,It's just Chris being Chris.
Ben Wyatt,How are you doing?
Chris Traeger,Ooh!
Chris Traeger,Sparks are flying!
Chris Traeger,We may have to call the fire department.
Chris Traeger,It's a government joke.
Chris Traeger,I love setting people up.
Chris Traeger,Here's my secret.
Chris Traeger,"I determine someone's best qualities, and then, I find someone else with compatible qualities, and I bring them together."
Leslie Knope,"God, this sucks."
Ann Perkins,Why don't you just go home for the rest of the day?
Leslie Knope,"I can't go home, because I have this art show opening at the community center, and I can't stay here because I see Ben, and I can't date Ben because of Chris' stupid rules."
Leslie Knope,I feel so
Ann Perkins,Powerless.
Leslie Knope,Yeah.
Leslie Knope,I'm like that light bulb.
Leslie Knope,"Weak, flickering, barely giving off any light, unable to make out with the light bulb I want to make out with."
Ann Perkins,You know what might make you feel better?
Leslie Knope,A hug?
Ann Perkins,Paxil.
Ann Perkins,Do you want me to get you a prescription?
Ben Wyatt,"Hey, Tom!"
Ben Wyatt,A question for you.
Ben Wyatt,Do you know anyone who's looking for a roommate?
Tom Haverford,How hot?
Ben Wyatt,I-- What?
Tom Haverford,How hot is the woman that's looking for a place to stay?
Ben Wyatt,"No, it's me."
Ben Wyatt,I'm looking.
Tom Haverford,Come on.
Tom Haverford,That's not fair.
Tom Haverford,You shouldn't have led me to believe it was a beautiful woman.
Ben Wyatt,I didn't.
Ben Wyatt,I've been staying at the Pawnee Super Suites Motel for seven months.
Ben Wyatt,"It's a charming little inn with wonderfully random wakeup calls, delightfully unstable temperatures, and, as of yesterday, bedbugs."
Ben Wyatt,"""Four stars,"" says nobody."
Tom Haverford,"I wish I could help you, Benihana, but I can't."
Tom Haverford,I have a one bedroom.
Tom Haverford,I can't have a dude sleeping on my couch if and when I bring home a lady.
Tom Haverford,"I have a ritual, and it starts on the couch."
Tom Haverford,"We sit down, clap my hands, lights dim."
Ben Wyatt,Okay.
Ben Wyatt,I understand.
Tom Haverford,Boyz II Men.
Tom Haverford,Fades in.
Ben Wyatt,"Please, stop."
Ben Wyatt,No.
Ben Wyatt,"No, you don't need to explain the ritual."
Ben Wyatt,I'm good.
Tom Haverford,You know who might be able to help out a homeless dude such as yourself?
Andy Dwyer,This is awesomely perfect.
Andy Dwyer,"Burly just moved in with his rich girlfriend, and we need help with the rent."
