Character,Line
Jeremy Jamm,"Knopey, my girl, wuddup?"
Jeremy Jamm,I just farted.
Leslie Knope,"Oh, Jeremy."
Leslie Knope,I truly thought that I would never have to interact with you again.
Jeremy Jamm,"I missed you, too."
Leslie Knope,The city council is voting on whether to rezone the Newport land for commercial use.
Leslie Knope,"If I win, stupid Gryzzl and stupid Ron can't build anything there, and then I'm sitting pretty."
Leslie Knope,"Sadly, the deciding vote is from my old city council mate, and human equivalent of gas station sushi, Jeremy Jamm."
Leslie Knope,"So, I am here to talk to you about why you should vote ""No"" in the zoning issue."
Jeremy Jamm,Whoa!
Jeremy Jamm,"Hold up, little chica."
Jeremy Jamm,"Before we go any further, I need to ask my girlfriend how she wants me to vote."
Leslie Knope,Why?
Leslie Knope,Who's your girlfriend?
Tammy 2,"Hello, Leslie."
Leslie Knope,Tammy.
Leslie Knope,Wow.
Leslie Knope,Jamm and Tammy!
Leslie Knope,"""Jammy."""
Jeremy Jamm,Jammy.
Leslie Knope,You guys are so cute.
Leslie Knope,"When did you-- Why would either one of you, you know-- Why?"
Leslie Knope,"Dear God, why?"
Jeremy Jamm,Hit it off at karaoke.
Jeremy Jamm,"She saw me nail Gangsta's Paradise, I saw her bite the door guy."
Jeremy Jamm,She then let me buy her a bunch of purses.
Jeremy Jamm,And the rest is history.
Tammy 2,A bunch.
Leslie Knope,Wait a second.
Leslie Knope,This is great news.
Leslie Knope,Because Ron is my opponent in this.
Leslie Knope,And you live to torture Ron.
Leslie Knope,Vote for me so that you can screw Ron over.
Tammy 2,Maybe you're not a blonde bimbo after all.
Leslie Knope,Thank you.
Tammy 2,Well.
Tammy 2,Let me mull it over.
Leslie Knope,"Sure, I'm aligning myself with terrible people, but think of all the wonderful people who will benefit from a national park."
Leslie Knope,It's worth it.
Leslie Knope,"And you can trust my opinion because I have a lot to gain by being right, and I have severe tunnel vision about achieving my goals."
Ben Wyatt,"Joan, on behalf of the entire city, congratulations."
Ben Wyatt,I do want to apologize for not being able to accommodate some of your requests.
Ben Wyatt,"For example, we couldn't get a bottle of Chateau Marmont because it's a hotel in Los Angeles, not a wine."
Joan Callamezzo,"Well, did you at least get Buddy Holly to sing?"
Ben Wyatt,"No, because he's been famously dead for 60 years."
Joan Callamezzo,What?
April Ludgate,"Hi, Joan."
April Ludgate,"Hi, my name is April."
April Ludgate,And I'm your biggest fan and I pretty much hate everyone.
April Ludgate,Will you sign your ninth memoir for me?
Joan Callamezzo,"Well, it would be my pleasure."
Joan Callamezzo,You said your name was Glenn?
April Ludgate,"Yes, I did."
Joan Callamezzo,That's pretty.
April Ludgate,"Joan has always been kind of a train wreck, but the last three years, she's gone off the deep end."
April Ludgate,She did a string of shows from rehab.
Joan Callamezzo,"Victoria Herzog, you were a successful attorney from Wilmington, Delaware."
Joan Callamezzo,Then you hit rock bottom.
Extra,This is supposed to be anonymous.
April Ludgate,She once gave every member in her audience a car.
April Ludgate,"One car, that they all had to fight for."
April Ludgate,"Oh, and last year, she did a show where she called all of her exboyfriends while sitting on a washing machine."
Joan Callamezzo,"Well, Erik, if you didn't give it to me, then who did?"
April Ludgate,I love her so much.
April Ludgate,I hope she's my real mom.
Andy Dwyer,"""Entrepreneur bachelor, Tom Haverford, is making quite a splash in the culinary world, and we expect even bigger things from him in 2018."""
Andy Dwyer,Tom.
Andy Dwyer,What does culinary mean?
Tom Haverford,It means it's a cause for celebration.
Tom Haverford,"Round of drinks for everyone, on the house!"
Andy Dwyer,Yeah!
Andy Dwyer,Let me also get a chicken parm and a lasagna on the side.
Andy Dwyer,And a spaghetti to go.
Andy Dwyer,On the house!
Extra,Yes.
Tom Haverford,That's the fourth engagement this month.
Tom Haverford,"I'm tired of being an ""Entrepreneur/bachelor."""
Tom Haverford,I need to find someone.
Andy Dwyer,"Are you bummed, Tom?"
Andy Dwyer,"Hey, I got a quick fix for that."
Andy Dwyer,Let's get hammered.
Andy Dwyer,Everything here is free.
Leslie Knope,Ron.
Ron Swanson,Miss Knope.
Ron Swanson,How's that zero dollar bid coming along?
Ron Swanson,"You know, in my experience with capitalism, people would normally expect money in exchange for their goods and land."
Leslie Knope,"In my experience with butt faces, you are one."
Councilman Howser,We will now hear arguments about the Newport property.
Councilman Howser,"First, on behalf of Gryzzl, Mr. Ron Swanson."
Ron Swanson,"Thank you, Councilman."
Ron Swanson,"When you vote tomorrow, we believe you should vote to rezone the land for commercial use."
Jeremy Jamm,"Well, I'm convinced."
Jeremy Jamm,"Tomorrow, I'm voting for Gryzzl."
Leslie Knope,What?
Leslie Knope,I didn't even get a chance to say my plan.
Jeremy Jamm,Your plan?
Jeremy Jamm,You know who else had a plan?
Leslie Knope,Please don't say Hitler.
Jeremy Jamm,Adolf Hitler!
Jeremy Jamm,I'm with Swanson.
Jeremy Jamm,It's a stache thing.
Jeremy Jamm,Stache bros.
Jeremy Jamm,You wouldn't understand.
Jeremy Jamm,We're done here.
Ron Swanson,"Well, that was easy."
Leslie Knope,What the hell just happened?
Joan Callamezzo,"Thank you, Commissioner Gordon, people of Gotham."
Ben Wyatt,Okay.
Ben Wyatt,She thinks she's in Batman.
Joan Callamezzo,"People often ask me, ""Joan, how do you do it?"""
Joan Callamezzo,It's simple.
Joan Callamezzo,I love being on TV.
Joan Callamezzo,I've known what I've wanted to do since I was 10 years old.
Joan Callamezzo,That is the key to living a good life.
Joan Callamezzo,"If you don't absolutely love what you do with a true passion, then what's the point in doing it at all?"
Joan Callamezzo,"On a separate note, I think that America should have a purge night."
Joan Callamezzo,Let me explain why.
April Ludgate,Do I even like my job?
Tom Haverford,"I must be the first person ever to have money, power, and notoriety, but still feel empty."
Tom Haverford,I need someone to share my life with.
Andy Dwyer,What if your future wife is somebody that you already know?
Andy Dwyer,Let's open your Gryzzl page.
Andy Dwyer,What about her?
Andy Dwyer,She's cute.
Andy Dwyer,Date her.
Tom Haverford,That's my cousin.
Andy Dwyer,How about her?
Tom Haverford,That's my dad!
Tom Haverford,What's wrong with you?
Andy Dwyer,"I'm drunk, okay?"
Andy Dwyer,Why are you only friends with your family?
Andy Dwyer,"Oh, look, you got a message from somebody named Lucy in Chicago."
Andy Dwyer,She looks familiar.
Tom Haverford,"Yeah, we used to date."
Tom Haverford,I was super into her.
Andy Dwyer,"No, that's not it."
Andy Dwyer,Was she in Destiny's Child?
Tom Haverford,"""Hey Tom, saw the article, you boss!"""
Tom Haverford,"""Let's catch up soon."""
Tom Haverford,"""Miss you."""
Andy Dwyer,Do you realize what's happening?
Andy Dwyer,We've been sitting here searching for your soul mate this whole time and then Lucy just Gryzzl-texts you out of nowhere?
Andy Dwyer,It's a sign!
Andy Dwyer,And we have to catch it.
Andy Dwyer,We are going to Chicago.
Tom Haverford,Andy?
Tom Haverford,Think about what you're saying right now.
Tom Haverford,'Cause it's the smartest idea anyone's ever had!
Tom Haverford,Let's go!
Andy Dwyer,Yeah!
Leslie Knope,Ron!
Leslie Knope,What did you do?
Ron Swanson,I delivered a flawless presentation and secured tomorrow's vote.
Leslie Knope,"No, you got all sneaky and snuck around and snooked that vote away from me."
Leslie Knope,And I know this because earlier I sneaked and snooked around and Jammy was supposed to vote for me!
Leslie Knope,The snooker has become the snorked!
Ron Swanson,What are you talking--
Ron Swanson,She's near.
Tammy 2,"Hey, Ron."
Ron Swanson,Tammy.
Ron Swanson,"So, you two are together now."
Ron Swanson,My condolences to both of you.
Leslie Knope,You guys were supposed to vote for me.
Tammy 2,"Leslie, I would never do anything to help you."
Tammy 2,You've always been against me and Ron.
Tammy 2,"You're a big part of the reason that he and I aren't together, and I had to settle for this placeholder."
Jeremy Jamm,I love you so much.
Leslie Knope,So you thought if you voted for Ron you could actually win him back?
Tammy 2,Yeah.
Tammy 2,That's right.
Tammy 2,"Did it work, baby?"
Tammy 2,Are you horny with gratitude?
Ron Swanson,You two more than deserve each other.
Ron Swanson,Good luck.
Leslie Knope,The vote is tomorrow.
Leslie Knope,"If I don't get Jamm out from Tammy's clutches, I'm doomed."
Leslie Knope,It's like rescuing a bunny from a lion.
Leslie Knope,But that lion is a demonic sociopath with really nice cleavage.
Extra,"All right, we're here."
Tom Haverford,"Sir, where the hell are we?"
Extra,Chicago.
Extra,That'll be 830 dollars.
Tom Haverford,"Oh, no!"
Tom Haverford,This is so dumb!
Andy Dwyer,"Oh, awesome."
Tom Haverford,Turn the car around.
Tom Haverford,We're going back home.
Extra,No way.
Extra,Pay me.
Extra,And get the hell outta my cab.
Andy Dwyer,Pay the man.
Andy Dwyer,Chicago!
Andy Dwyer,The big apple.
Tom Haverford,"Well, that's where Lucy works."
Andy Dwyer,Yeah?
Tom Haverford,We must've given the cabbie the address.
Tom Haverford,"Let's just get something to eat, and fly home."
Andy Dwyer,What?
Andy Dwyer,No.
Andy Dwyer,We came all this way.
Andy Dwyer,"Tom, we should at least say hi."
Tom Haverford,No.
Tom Haverford,You can't not talk to someone for five years and then show up unannounced where they work in a different city.
Tom Haverford,That's what murderers do before they murder someone.
Lucy,Tom?
Lucy,I thought that was you.
Lucy,What are you doing here?
Tom Haverford,"Oh, uh--"
Lucy,"You're not gonna murder me, are you?"
Tom Haverford,No.
Tom Haverford,I'm here doin' stuff.
Andy Dwyer,Um Lucy.
Andy Dwyer,Hey.
Andy Dwyer,"Andy Dwyer, remember me?"
Lucy,Yeah.
Andy Dwyer,He's here helping me find a place to live.
Andy Dwyer,I just got a job here.
Andy Dwyer,"And then when you hit him up on Gryzzl, he was like, ""Let's go say hi to Lucy since we're already here in Chicago."""
Tom Haverford,Yeah.
Tom Haverford,That's the deal.
Lucy,"Cool, what job is it?"
Andy Dwyer,Head coach of the Chicago Bulls.
Tom Haverford,"No, he's working at a nonprofit."
Andy Dwyer,No.
Andy Dwyer,What?
Andy Dwyer,Am I?
Andy Dwyer,"Oh, that sucks."
Lucy,"Well, listen, I got some stuff I gotta do in the office, but I wanna hang out."
Lucy,Do you wanna meet me here in an hour?
Tom Haverford,"Yeah, that sounds great."
Tom Haverford,We'll go a little Chicago deep dish pizza.
Tom Haverford,And go watch the Bears.
Lucy,No.
Tom Haverford,I'm sorry I started doing that.
Ben Wyatt,"Hey, April."
Ben Wyatt,How's it going?
April Ludgate,Fine.
April Ludgate,Except hearing Joan talk about her passion and doing what you really love totally freaked me out.
April Ludgate,"Eight years ago, I accepted a random internship at the parks department, and then Leslie told me to do a bunch of stuff, and now I'm executive director of regional whatever, and I don't even know what it means."
April Ludgate,And I never even asked myself if I even really like it.
April Ludgate,"I mean, it's like, what is my purpose in life?"
April Ludgate,What do I even care about?
April Ludgate,My insides are dying.
Ben Wyatt,"So, not fine."
April Ludgate,I don't know what to do.
April Ludgate,I have to quit.
Ben Wyatt,To do what?
