Character,Line
Leslie Knope,"Hey, there you are."
Leslie Knope,I miss you.
Ben Wyatt,"I miss you, too."
Leslie Knope,Where are you?
Leslie Knope,I'm in my new city council office.
Ben Wyatt,No way.
Leslie Knope,"I know, do you like it?"
Ben Wyatt,I love it.
Leslie Knope,"I love it, too."
Leslie Knope,Check this out.
Leslie Knope,Here is my wall of inspirational women.
Ben Wyatt,Ah.
Ben Wyatt,Is that a picture of you?
Leslie Knope,Yes.
Leslie Knope,I am big enough to admit that I am often inspired by myself.
Leslie Knope,Here are my clocks.
Leslie Knope,Pawnee and Washington D.C.
Ben Wyatt,Same time zone.
Leslie Knope,"Oh, this is the coolest part ever."
Leslie Knope,I have my own private bathroom.
Jeremy Jamm,Occupied!
Leslie Knope,Oh my God.
Ben Wyatt,Ugh.
Leslie Knope,Councilman Jamm.
Leslie Knope,What are you doing in my bathroom?
Jeremy Jamm,I don't known if i would call it your bathroom.
Leslie Knope,Its only door is in my office.
Jeremy Jamm,I think it is crazy that the most junior city councilor gets a private bathroom just because she is a girl.
Leslie Knope,Excuse me?
Jeremy Jamm,Let's solve this.
Jeremy Jamm,Tell you what I'm going to do.
Jeremy Jamm,"I'm going to drop my liquids in here, take my solids down the hall."
Jeremy Jamm,Deal?
Leslie Knope,No.
Leslie Knope,No deal.
Jeremy Jamm,Fine.
Jeremy Jamm,Your loss.
Leslie Knope,How?
Chris Traeger,Fun fact about me.
Chris Traeger,I recently began intensive psychotherapy.
Chris Traeger,I may have mentioned that to you already.
Ron Swanson,Several times.
Chris Traeger,"Well, like my therapist says, ""You can't share too much or too often."""
Jerry Gergich,"You know, Gayle and I, we saw a couples therapist for a little while."
Chris Traeger,"That's too much, Jerry."
Donna Meagle,For real.
Donna Meagle,Keep us out your bedroom.
Chris Traeger,"It used to be, when I was down, I called my mother."
Chris Traeger,"When I lacked selfconfidence, I called my running coach."
Chris Traeger,"And now, no matter what emotion I'm feeling, I call one number my therapist."
Chris Traeger,I want to do the same thing for the city.
Andy Dwyer,A psychotherapist for the city.
Chris Traeger,"No, Andy."
Andy Dwyer,No.
Chris Traeger,A 311 line.
Chris Traeger,Citizens will call 311 for whatever problem they have.
Chris Traeger,"Uncollected garbage, broken streetlight, and we will direct them to the proper department."
Andy Dwyer,"Chris, great idea."
Chris Traeger,"Thank you, Andy."
Chris Traeger,I agree.
Chris Traeger,I love this idea.
Chris Traeger,And I love me for thinking of it.
Chris Traeger,My therapist said that I need to be more vocal about appreciating myself.
Chris Traeger,"Thank you, Chris."
Chris Traeger,"You're welcome, Chris."
Chris Traeger,I sound insane.
Chris Traeger,I'm going to go talk to my therapist.
Joan Callamezzo,Welcome to Pawnee Today.
Joan Callamezzo,I am first rate newswoman Joan Callamezzo.
Joan Callamezzo,Pawnee's City Council approval rate is at a dismal 3%.
Joan Callamezzo,That's an all time low.
Joan Callamezzo,Yuck.
Joan Callamezzo,"Leslie, the city council has done very little over the past few years, and what they have accomplished, in my opinion, has been embarrassing."
Joan Callamezzo,And that is a fact.
Leslie Knope,"No, that's your opinion."
Leslie Knope,That's the definition of an opinion.
Joan Callamezzo,"Well, that's your opinion."
Leslie Knope,"The city council has some political gridlock and some partisan bickering, but we're actually about to pass a bill my bill the Leslie Knope Fun In The Sun Act, which will extend public pool hours citywide."
Joan Callamezzo,"Can you say, ""big whoop""?"
Leslie Knope,"Recently, the Captain of the Pawnee Porpoises swim team asked me if we could keep the public pools open longer so they could log more practice time, and I said, ""Absolutely."""
Leslie Knope,Because not only am I a city councilor.
Leslie Knope,I'm a city councilor with porpoise.
Leslie Knope,"By passing the bill, and extending pool hours, we are saying to our citizens that this City Council is determined to better our town."
Leslie Knope,"Okay, Pawnee Porpoises youth swim team, I have a question for you."
Leslie Knope,What is your greatest accomplishment?
Extra,We came in fourth in the County swim meet last year.
Leslie Knope,"Wrong, your greatest accomplishment is happening in two hours when this bill becomes law."
Tom Haverford,Yay.
Leslie Knope,"I just want you to be very proud of yourselves, because this bill is going to start a long romance between the city and its government."
Leslie Knope,Porpoise call!
Extra,What are you doing?
Leslie Knope,"I'm doing a porpoise call, which we used to do when I was part of your group, but it seems like you don't do it any more and that's fine."
Leslie Knope,I'm not weird.
Leslie Knope,"Okay, everybody leave."
Leslie Knope,I'll see you at the city council meeting.
April Ludgate,"Hey, are you busy?"
April Ludgate,And writing Star Trek fan fiction does not count.
Ben Wyatt,Ha ha ha.
Ben Wyatt,I finished it last week.
Ben Wyatt,What's going on?
April Ludgate,"Um, I miss Andy."
April Ludgate,"And you probably miss your lover, Chris."
Ben Wyatt,Leslie.
April Ludgate,I had an idea.
April Ludgate,It's Friday.
April Ludgate,Pawnee's only a tenhour drive.
April Ludgate,Road trip?
Ben Wyatt,"Oh, I don't know, I was going to try to get a jump on some work this weekend."
April Ludgate,"Dude, 30 years from now, when you're on your deathbed, what are you going to remember?"
April Ludgate,Organizing files or taking a spontaneous road trip to surprise Leslie?
Ben Wyatt,"Yeah, you know what?"
Ben Wyatt,"All right, I'm in."
Ben Wyatt,"You know, we might be able to sneak out early."
Ben Wyatt,You get snacks.
Ben Wyatt,I'll bring music.
Ben Wyatt,We'll jam out to some sweet tunage.
Ben Wyatt,You know what?
Ben Wyatt,This is awesome.
April Ludgate,"Actually, no."
April Ludgate,I don't want to go any more.
Ben Wyatt,Oh.
Ben Wyatt,Okay.
April Ludgate,Just kidding.
April Ludgate,See you in ten minutes.
Ben Wyatt,Okay.
April Ludgate,Just kidding.
April Ludgate,We're not going.
April Ludgate,Road trip!
Ben Wyatt,So we're going?
April Ludgate,Yes!
Ben Wyatt,"Oh, I'm excited to bond a little with April."
Ben Wyatt,She's like the little sister I never had.
Ben Wyatt,Because the little sister I do have is normal and not terrifying.
Andy Dwyer,311
Ron Swanson,"Well, Diane, for potholes, you want to speak with Public Works."
Ron Swanson,I understand you've tried them four times.
Ron Swanson,Government is inefficient and should be dissolved.
Ron Swanson,Please hold while I transfer you.
Jerry Gergich,"Donna, can you help me?"
Jerry Gergich,"I got a 311 call, but it was all static."
Donna Meagle,That sounds like an I.T. Problem.
Jerry Gergich,"Well, how do I get I.T. here?"
Donna Meagle,Call 311.
Ron Swanson,"Oh, hello again, Diane."
Ron Swanson,Nobody answered?
Ron Swanson,"Okay, you know what?"
Ron Swanson,Someone will be there shortly.
Ron Swanson,"Andrew, get your lunch, some water, and a 40 pound bag of asphalt."
Andy Dwyer,"Okay, boss."
Andy Dwyer,What are we doing?
