Character,Line
Leslie Knope,Merry CongratuChristmas!
Ron Swanson,What?
Leslie Knope,"Half ""Merry Christmas,"" half ""Congratulations,"" because I just received some news."
Leslie Knope,"You, Ron Swanson, have been nominated for an award from the Indiana Fine Woodworking Association."
Ron Swanson,How did you hear about that?
Leslie Knope,"I've had a ""Ron Swanson"" Google alert for seven years and it finally paid off."
Ron Swanson,"Recently, I made a chair."
Ron Swanson,"When I was finished, I thought it was a good chair."
Ron Swanson,"I submitted it to the Indiana Fine Woodworking Association, who felt it merited consideration for an award."
Ron Swanson,It's been a real whirlwind.
Ron Swanson,"I have to confess, I'm very honored by this nomination."
Leslie Knope,Right?
Ron Swanson,This might be the first time I've ever wanted to attend an event.
Leslie Knope,"Oh, my God, I love events!"
Leslie Knope,I can't wait to go tonight.
Ron Swanson,Why are you going?
Leslie Knope,"As your selfappointed emotional guardian, it is my duty to love and support you."
Leslie Knope,"Plus, you know, this is a big deal."
Leslie Knope,You shouldn't be there alone.
Ron Swanson,That's correct.
Ron Swanson,I'm bringing Diane.
Ron Swanson,Things are going very well with us.
Leslie Knope,Even better.
Leslie Knope,I am very excited to meet Diane.
Ron Swanson,"You're not taking ""no"" for an answer, are you?"
Leslie Knope,"Oh, I forgot to sing you my merry CongratuChristmas carol."
Leslie Knope,"Jingle bells, jingle yay, jingle good for you"
Ron Swanson,Get out.
Leslie Knope,Yup.
Donna Meagle,How about the new sushi place in Eagleton?
Andy Dwyer,I'm allergic to sushi.
Andy Dwyer,"Every time I eat more than 80 sushis, I barf."
Tom Haverford,"Hey, Ann, you been to any swanky restaurants lately?"
Ann Perkins,What's the occasion?
Tom Haverford,It's December.
Tom Haverford,It's the time we celebrate our most sacred and special event: Jerry Dinner
Donna Meagle,Jerry Dinner
April Ludgate,Jerry Dinner
Andy Dwyer,Jerry Dinner
Ann Perkins,what the hell is Jerry Dinner?
Tom Haverford,"Every time we laugh at something stupid Jerry does, we put a dollar in this box."
Tom Haverford,"At the end of the year, we take all the cash and treat ourselves to a fancy dinner."
Tom Haverford,"This year, we have $516."
Jerry Gergich,"Aw, Geez!"
Tom Haverford,And that's 517.
Jerry Gergich,Oh!
Tom Haverford,518
Ann Perkins,"You guys, that's so mean."
April Ludgate,It's not mean if he doesn't know about it.
April Ludgate,It's like talking about people behind their backs.
April Ludgate,Everybody wins.
Ann Perkins,No.
Ann Perkins,You should at least invite Jerry to the dinner.
Tom Haverford,Ha!
Tom Haverford,That's hilarious.
Tom Haverford,You should do standup.
Ann Perkins,"If you're kidding, you suck, but if you're serious, I actually have been thinking about it."
Ann Perkins,"Hey, April, Matlock called."
Ann Perkins,He wants his cardigan back.
Ann Perkins,Boom!
Ann Perkins,I'm out.
April Ludgate,Who's Matlock?
Ben Wyatt,"Hey, bud."
Chris Traeger,Hey!
Chris Traeger,How are you?
Chris Traeger,Great.
Chris Traeger,I just finished making an entry in my dream journal.
Chris Traeger,"This time, the giant spider got caught in my web."
Chris Traeger,Progress.
Ben Wyatt,So I feel like we haven't gotten a ton of time together since I got back from D.C.
Chris Traeger,"Well, we both are in serious relationships."
Chris Traeger,"You have Leslie and I have my therapist, Dr."
Chris Traeger,"Richard Nygard, who I see 15 times a week."
Ben Wyatt,"Well, Leslie has plans tonight, so I'm solo."
Ben Wyatt,You wanna hang out?
Chris Traeger,I'd love to.
Chris Traeger,it'll be just like old times in Indianapolis.
Chris Traeger,We're back.
Ben Wyatt,All right.
Ben Wyatt,Lots of hugs.
Ron Swanson,"Welcome to the Indiana Fine Woodworking Awards, or as I like to call it, heaven."
Leslie Knope,Ron.
Ron Swanson,Ah!
Ron Swanson,"Leslie, may I present Diane Lewis?"
Diane Lewis,Oh.
Ron Swanson,"Diane, this is Leslie Knope."
Leslie Knope,"Diane, wow."
Leslie Knope,"Ron has told me so much about you, in that he has told me your name is Diane, and you exist."
Diane Lewis,"Oh, yeah."
Diane Lewis,He's not a big sharer.
Diane Lewis,I don't even know what his middle name is.
Leslie Knope,"Oh, it's Ulysses."
Diane Lewis,I can see why he didn't tell me that.
Ron Swanson,"Mary, mother of God."
Ron Swanson,That's Christian Becksvoort!
Ron Swanson,He's the modern master of the Shaker style.
Ron Swanson,I never dreamed that I would see him in the flesh.
Diane Lewis,Go over and say hello.
Ron Swanson,"No, I'm sure he gets swamped with attention all the time."
Ron Swanson,"Ooh, if you ladies will excuse me, there is a jack plane that needs my attention."
Diane Lewis,Go on then.
Leslie Knope,"So tell me everything about yourself: Your kids, your hobbies."
Leslie Knope,"What are your five biggest hopes, dreams, fears, and regrets?"
Tom Haverford,"In honor of Jerry Dinner, let's each say our favorite Jerry moment from the past year."
April Ludgate,Yes.
Tom Haverford,Mine was The time he slipped on a cinnabon and landed in a bunch of garbage.
April Ludgate,My favorite Jerry moment was when he ate a bowl of glue.
Andy Dwyer,My favorite Jerry moment is when you switched out his potato soup with glue and he didn't know.
Andy Dwyer,"You're so cute when you're bullying, babe."
Donna Meagle,You know what?
Donna Meagle,Ann was right.
Donna Meagle,This is mean.
Donna Meagle,We are going to pick up Jerry.
Tom Haverford,What?
April Ludgate,No!
Donna Meagle,It's Christmas time.
Donna Meagle,Don't you want to be good people?
Tom Haverford,Not really.
April Ludgate,Never.
Andy Dwyer,"Hey, if we're going that way, can we stop at our place real quick?"
Andy Dwyer,'Cause I forgot to put on deodorant.
Andy Dwyer,And a jacket and one of my socks.
Andy Dwyer,"Plus, I gotta poop, but I could stop anywhere for that."
Leslie Knope,"I know you didn't, but if you had gone to Hogwarts Academy, which House do you think you would have been?"
Diane Lewis,"Look, obviously, I want to say Gryffindor But I've got to go with Hufflepuff."
Leslie Knope,I respect your honesty.
Leslie Knope,Gryffindor.
Leslie Knope,Seeker on the Quidditch team.
Ron Swanson,"Diane, that's my chair, right there."
Diane Lewis,"It's beautiful, Ron."
Diane Lewis,Yours is the winner.
Ron Swanson,I'm not sure I stand a chance.
Diane Lewis,"Hey, you most certainly do."
Diane Lewis,They'd be crazy not to vote for you.
Leslie Knope,Which one is Ron's?
Diane Lewis,I don't know.
Leslie Knope,"Smart, funny, independent, and sexy?"
Leslie Knope,Diane Lewis?
Leslie Knope,More like Diane Sawyer.
Donna Meagle,Whoa!
Donna Meagle,What is going on at the Gergiches?
Andy Dwyer,Whoa.
Tom Haverford,"Oh, my God!"
Tom Haverford,Jerry's having a Christmas party!
Tom Haverford,I can't believe he didn't invite us.
Tom Haverford,How dare he!
Tom Haverford,What'd we ever do to him?
Andy Dwyer,It's probably just family.
April Ludgate,And Ben and Chris.
Andy Dwyer,And Ann.
Andy Dwyer,I didn't even know she knew Jerry.
Ben Wyatt,Wow.
Ben Wyatt,The Gergiches really go all out.
Ben Wyatt,This is incredible.
Chris Traeger,Mmm!
Chris Traeger,This is literally the best nonfat eggnog I've ever had.
Ben Wyatt,"Remain calm, but I think you just drank some of the regular, full fat eggnog."
Ben Wyatt,"Chris, one cup won't kill you."
Chris Traeger,"No, but it will add exactly 440 calories."
Chris Traeger,But you know what?
Chris Traeger,I'm fine.
Chris Traeger,You only live once.
Chris Traeger,Mmm!
Chris Traeger,"I don't know if you know this, but things with fat in them taste way better than things with no fat."
Ben Wyatt,"Yeah, Chris everybody knows that."
Leslie Knope,"Ron, guess why my thumbs are up."
Ron Swanson,No.
Leslie Knope,Because I'm giving you my 100% approval about Diane.
Leslie Knope,She is perfect for you.
Leslie Knope,She gets you.
Leslie Knope,"She is at the bar right now ordering a Lagavulin, neat for you."
Leslie Knope,"I mean, she's even putting up with all this stupid, boring woodworking stuff."
Leslie Knope,"I'm sorry, but, you know, it's not the Super Bowl, guys."
Leslie Knope,Let's take it down a notch.
Leslie Knope,"Anyway, you have my approval."
Ron Swanson,I don't need your approval.
Leslie Knope,But you have it.
Ron Swanson,Don't need it.
Leslie Knope,But you got it.
Leslie Knope,This could end up being the best night in Ron Swanson's life.
Leslie Knope,"I am so, so happy for him"
Tammy 2,"Hello, you gorgeous craftsmen."
Tammy 2,"Wow, look at this room."
Tammy 2,"So much wood, ready to be worked."
Leslie Knope,[Bleep] me!
Leslie Knope,"Alert alert, alert, alert."
Ron Swanson,"She's here, isn't she?"
Tammy 2,"Oh, hey, Ron."
Tammy 2,What a coincidence.
Tammy 2,"Gosh, I never dreamed you'd be here."
Ron Swanson,"Tammy, this is Diane."
Ron Swanson,"Diane, this is a piece of human garbage named Tammy, who is also my exwife."
Tammy 2,Twice exwife.
Tammy 2,We were married twice.
Leslie Knope,And divorced twice.
Leslie Knope,Everything is done.
Leslie Knope,They are totally done.
Leslie Knope,"Tammy, what are you doing here?"
Tammy 2,"Oh, I just have a little something I need to get drilled."
Leslie Knope,Can I speak with you for a moment?
Leslie Knope,"Everything's fine, we're just gonna chat."
Leslie Knope,"Shouldn't you be at the library, forcing people to borrow books?"
Tammy 2,"Leslie, you and I both know that the library closes at 3:00 p.m."
Leslie Knope,Of course it does.
Tammy 2,"Besides, I like to keep tabs on Ron."
Leslie Knope,So you can ruin his life?
Tammy 2,"So I can have fun with him, and sometimes ruining his life can be a part of that, sure."
Leslie Knope,"This may be the hardest challenge yet for Leslie Knope, emotional guardian."
Leslie Knope,"I need to protect a sweet couple from a sex crazed demon librarian who makes me question my stance on using the ""B"" word."
Leslie Knope,"I don't know, maybe just this once."
Leslie Knope,"No, Leslie, fight it."
Leslie Knope,Fight it.
April Ludgate,It looks warm in there!
April Ludgate,Warm and happy.
Donna Meagle,"Mm, look at that gingerbread man."
Tom Haverford,What?
Tom Haverford,I don't see any gingerbread cookies.
Donna Meagle,"I'm talking about that jackedup, light skinned dude."
Donna Meagle,Look like Blake Griffin.
Andy Dwyer,You guys!
Andy Dwyer,There's a buffet in the house!
Andy Dwyer,I didn't even know you could do that!
Tom Haverford,We need to crash this party.
Tom Haverford,"Ann, let us in."
Tom Haverford,Let's go.
Ann Perkins,"Well, well, well."
Ann Perkins,You want to come into Jerry's party?
Ann Perkins,And why is that?
April Ludgate,"I need a place to deliver this baby, Ann."
April Ludgate,It's coming out of me right now.
April Ludgate,I'm pregnant.
Ann Perkins,This is a lovely party thrown by a lovely man and his lovely family.
Ann Perkins,There's no place for meanies.
April Ludgate,"Aw, forget it, I'm coming in."
