Character,Line
Jerry Gergich,Are you getting ready with Andy in London?
Jerry Gergich,You look lovely.
April Ludgate,I'm going to murder you a thousand times.
Jerry Gergich,Okay.
April Ludgate,What the hell?
Andy Dwyer,"Someone's back from London, no, it's not the queen someone's back from London, it's not Mr. Bean."
April Ludgate,"Oh, my God."
Andy Dwyer,"It's not the royal baby, I think his name is Jeff"
April Ludgate,Stop singing!
April Ludgate,Kiss me!
April Ludgate,"Oh, my God!"
April Ludgate,What are you doing here?
Andy Dwyer,"Just missed you so bad, honey, I bought myself a ticket home."
Andy Dwyer,"You're never gonna need that computer again 'cause I'm home for, like, 19 hours."
Jerry Gergich,This is so sweet.
Jerry Gergich,Just like the old days.
Andy Dwyer,"Take a hike, Jerry."
Jerry Gergich,It's Larry now.
Andy Dwyer,"Okay, take a hike, Larry."
Councilman Howser,"Next order of business, Councilman Jamm proposes Bill 949c."
Jeremy Jamm,"That's right, stretch, and looking mighty fly in that suit, brother."
Jeremy Jamm,"Okay, this excellent bill only allows someone to vote in a Pawnee election, for example, the upcoming recall election, if their I.D. lists an official Pawnee address."
Leslie Knope,"Really, councilman?"
Leslie Knope,Again?
Leslie Knope,"The recall election is coming up, and Jamm keeps trying to figure out ways to screw me over."
Leslie Knope,"Last week, he tried to have me listed on the ballot as ""Leslie Buttface Hitler the Fourth."""
Leslie Knope,"All you're trying to do is disenfranchise the people from former Eagleton, people who will most likely vote for me because I saved a lot of their jobs."
Leslie Knope,I move that we table the discussion until after the election.
Councilman Howser,Second.
Leslie Knope,Thank you!
Councilman Howser,Ah!
Leslie Knope,I'm so sorry.
Leslie Knope,I just get excited when you like me.
Leslie Knope,"I put my career on the line by saving Eagleton, and he's trying to rob me of their votes?"
Leslie Knope,Those are my votes.
Leslie Knope,I've earned them!
Leslie Knope,I want them!
Leslie Knope,Give me those votes!
Ben Wyatt,I don't have them on me.
Leslie Knope,I can't believe Jamm tried to pull that crap.
Ben Wyatt,I can.
Ben Wyatt,He's a horrible monster.
Ben Wyatt,But let's focus on the more important issue.
Ben Wyatt,You want to squeeze in one more practice session?
Leslie Knope,"Oh, do I?"
Leslie Knope,"Tonight, I am throwing Ben his dream birthday party, a roller skating bash with an early '90s theme."
Leslie Knope,Ben lives for the early '90s.
Leslie Knope,"The music, the fashion."
Leslie Knope,It's his favorite era.
Leslie Knope,As for the roller skating
Ben Wyatt,I have a thing for women in skates.
Ben Wyatt,Okay?
Ben Wyatt,"Everyone has a thing, and that's mine."
Ben Wyatt,"As far as things go, it's pretty innocuous."
Ben Wyatt,"Could be one of those dudes that kisses mannequins or whatever, but I like a woman in skates."
Ben Wyatt,A lot.
April Ludgate,"Hey, Ann, Ann called."
April Ludgate,She wants her ugly outfit back.
Ann Perkins,Why are you dressed as a pilgrim?
April Ludgate,"Leslie said it was a ""Come As You Were in the '90s"" party."
April Ludgate,I assumed it was the 1690s.
Andy Dwyer,"Babe, if it was the 1690s, we'd all be mummies."
Ann Perkins,What do you think mummies are?
Andy Dwyer,Skeletons?
Ann Perkins,"Oh, boy."
Nadia Stasky,Hey.
Nadia Stasky,"I just came straight from work, so I couldn't dress up."
Tom Haverford,No problem.
Tom Haverford,You look wiggidy wiggidy wiggidy wiggidy wonderful.
Nadia Stasky,Wait a minute.
Nadia Stasky,Pants on backwards.
Nadia Stasky,"Kris Kross, right?"
Nadia Stasky,Nice!
Nadia Stasky,What happens when you have to pee?
Tom Haverford,I actually just went.
Tom Haverford,I had to pull my pants all the way to the ground like a toddler.
Tom Haverford,"Nadia, the super hot doctor, has been hanging out with me for the last week."
Tom Haverford,She's definitely out of my league.
Tom Haverford,"Actually, we're not even playing the same sport."
Tom Haverford,It's kind of like she's in NBA and I work at a muffler store next to the stadium.
Tom Haverford,I can't believe we met just before you have to go on your stupid vacation.
Nadia Stasky,"I'm doing doctors without borders, man."
Nadia Stasky,I'm going to Rwanda.
Tom Haverford,Exactly.
Tom Haverford,That's a stupid vacation.
Andy Dwyer,"Okay, well, why don't you win me that huge-ass bear as a going-away present?"
Tom Haverford,No problem.
Tom Haverford,I'm a skee ball master.
Nadia Stasky,No way!
Nadia Stasky,Why don't you go pro?
Tom Haverford,I don't know.
Tom Haverford,I didn't want to be a cliche.
Tom Haverford,Yet another professional Indian skee ball player?
Nadia Stasky,Right.
Extra,Now that's what I call shooting.
Ron Swanson,Is this a hunting game?
Donna Meagle,"Yeah, it's fun."
Donna Meagle,You want to play?
Ron Swanson,"Indeed, I do."
Ron Swanson,"If you'd like, I could offer you some pointers."
Ron Swanson,"Hunting, Donna, is about silence, balance, and patience."
Extra,Get ready.
Donna Meagle,"You know you're supposed to hit the deer, right?"
Ron Swanson,Ugh!
Donna Meagle,"Get it together, Swanson."
Ron Swanson,"Well, the game is absurd."
Ron Swanson,"This gun is lightweight, there's no sight, and we are far too close to these deer."
Ron Swanson,Would they not smell us?
Ron Swanson,I want my money back.
Ron Swanson,How do I get my quarters?
Donna Meagle,"Oh, my God!"
Donna Meagle,You are such a sore loser.
Ron Swanson,I am not a sore loser.
Ron Swanson,"It's just that I prefer to win, and when I don't, I get furious."
Ron Swanson,Employee!
April Ludgate,Whoa!
April Ludgate,Watch this.
Andy Dwyer,"Oh, that was brilliant."
Andy Dwyer,Sorry.
Andy Dwyer,You probably don't know what that means.
Andy Dwyer,"You know how you Americans say ""cool"" when something's cool?"
Andy Dwyer,"Over in London, we say, ""That's brilliant."""
April Ludgate,"Speaking of London, you haven't told me anything about work."
April Ludgate,You still love it?
Andy Dwyer,"Yeah, it's awesome."
Andy Dwyer,I'm kicking ass.
Andy Dwyer,"I'm like Chuck Norris, only instead of crushing bad guys' skulls, I'm crushing documents."
April Ludgate,That's great.
Andy Dwyer,Yeah.
April Ludgate,Now be the Chuck Norris of making out with me.
Andy Dwyer,I'll karate punch your face with my tongue.
April Ludgate,Prove it.
Andy Dwyer,Hiyah.
Ben Wyatt,Get this.
Ben Wyatt,I just asked the DJ what REM albums he has.
Ben Wyatt,"He's got Monster, but not Automatic For the People."
Leslie Knope,Wow!
Ben Wyatt,I know.
Ben Wyatt,"It's like, what is this?"
Ben Wyatt,A mid-'90s party?
Ben Wyatt,No.
Ben Wyatt,It's an early '90s party.
Leslie Knope,"Okay, Larry."
Leslie Knope,Tell us how this looks.
Leslie Knope,Ben wants to do a synchronized couple skate to Losing My Religion.
Leslie Knope,Hit it!
Chris Traeger,Leslie!
Chris Traeger,Leslie!
Chris Traeger,Leslie!
Chris Traeger,"I'm sorry, but we have a problem."
Chris Traeger,His name is Jeremy Jamm.
Jeremy Jamm,"Well, as noted in Article nine, Paragraph two"
Leslie Knope,Whoa!
Leslie Knope,Whoa!
Leslie Knope,Whoa!
Leslie Knope,Whoa!
Leslie Knope,"Jamm, I thought this bill was tabled?"
Jeremy Jamm,"Yes, and I called a special session and untabled it."
Jeremy Jamm,What's up with the roller skates?
Leslie Knope,"I was about to attend a roller skating birthday party for my husband, but this is more important."
Jeremy Jamm,"Yeah, I don't care."
Jeremy Jamm,I'm a blades guy.
Leslie Knope,Point of order!
Leslie Knope,The councilwoman wishes to speak on this issue.
Jeremy Jamm,Will the councilwoman yield her time so we can vote on this sucker?
Leslie Knope,"No, I will not yield."
Leslie Knope,Nor will I yield for the rest of the evening.
