Character,Line
Ann Perkins,There is a crazy flu going around.
Ann Perkins,"Lots of miserable, dehydrated people with high fevers and diarrhea."
Ann Perkins,"And one of those dehydrated, highfevered, miserable people is April."
Ann Perkins,Who hates me.
April Ludgate,I want another nurse.
Ann Perkins,"Well, there are none."
Ann Perkins,We're stretched pretty thin right now.
April Ludgate,"Then, I want a janitor."
April Ludgate,"They can do what you do, right?"
Ann Perkins,Yep.
Ann Perkins,Nurses and janitors are totally interchangeable.
April Ludgate,Except no one dresses up like a janitor when they want to be slutty.
Ann Perkins,I get the sense that maybe you're angry at me for kissing Andy.
April Ludgate,"No, I'm not."
April Ludgate,What are you talking about?
Ann Perkins,That's crazy.
Ann Perkins,And that you think it might be fun to take it out on me.
Ann Perkins,Please don't do that.
April Ludgate,Do?
April Ludgate,I can't do anything.
April Ludgate,I'm sick.
April Ludgate,My blankets are on the floor.
Leslie Knope,"So, JJ, we wanted to talk to you about the Harvest Festival."
JJ,"Yeah, I heard you were bringing that back."
Leslie Knope,"Sorry, I haven't been feeling myself."
Leslie Knope,"Well, I'm organizing this huge Harvest Festival and I need at least 80 local businesses to participate."
Leslie Knope,And normally this is the kind of thing I would love to do.
Leslie Knope,"But, I'm just feeling really tired."
Leslie Knope,I think maybe my allergies are acting up.
Leslie Knope,"I've already vomited, like, five times today."
Leslie Knope,We're having a meeting tonight at the Chamber of Commerce and we're going to go over all the details.
Leslie Knope,And we'd just love if you could come and join us.
JJ,Sure.
JJ,Anything for my favorite customer.
Leslie Knope,I bet you say that to all the girls.
JJ,"Oh, no."
JJ,"No, actually, you're my favorite."
JJ,"You spent over 1,000 dollars last year on waffles alone."
Ron Swanson,Here.
Ron Swanson,"I didn't know what to bring you, so I just got some magazines and lipstick."
Ron Swanson,Woman stuff.
April Ludgate,Thanks.
April Ludgate,All my parents got me was that.
Ron Swanson,"Okay, well, I'm not very good at visiting people in hospitals, so I'm going to go."
April Ludgate,Hey.
April Ludgate,"If you see Andy, will you not tell him I'm here?"
Ron Swanson,Okay.
April Ludgate,"Because of what happened, I don't want him to think--"
Ron Swanson,Stop!
Ron Swanson,Don't want to know.
Ron Swanson,"The less I know about other people's affairs, the happier I am."
Ron Swanson,I'm not interested in caring about people.
Ron Swanson,I once worked with a guy for three years and never learned his name.
Ron Swanson,Best friend I ever had.
Ron Swanson,We still never talk sometimes.
Leslie Knope,"So, we've developed a revenue sharing formula that will hopefully appeal to most business owners, but--"
Tom Haverford,Leslie.
Tom Haverford,Go home.
Tom Haverford,You're sick.
Leslie Knope,I'm not sick.
Leslie Knope,It's just allergies.
Leslie Knope,"Come on, guys."
Leslie Knope,Just let me in there.
Donna Meagle,No.
Jerry Gergich,You can't come in here.
Tom Haverford,You're not coming in.
Jerry Gergich,"Leslie, you look tired and you're all sweaty."
Leslie Knope,You look tired and you're all sweaty all the time.
Leslie Knope,What's your excuse?
Leslie Knope,"You want to go there, Jerry?"
Jerry Gergich,No.
Leslie Knope,"Fine, I'm coming in."
Tom Haverford,"Donna, barricade the door now."
Leslie Knope,"Donna, come on."
Leslie Knope,Just let me in.
Donna Meagle,Mmmmmm.
Tom Haverford,Either go home or go back into quarantine.
Leslie Knope,I'm not going home.
Jerry Gergich,"Get out of here, Leslie."
Donna Meagle,Hit the bricks.
Jerry Gergich,Come on.
Jerry Gergich,"No, no, no, no, no, no."
Jerry Gergich,She's germing up all my stuff.
Jerry Gergich,"Aw, yuck!"
Jerry Gergich,Leslie!
Chris Traeger,Ann Perkins.
Ann Perkins,Hey.
Ann Perkins,How was your run?
Chris Traeger,Ended with a five and a half minute mile.
Chris Traeger,My personal low.
Chris Traeger,I think the pavement in this town is soft.
Ann Perkins,What's with the mask?
Chris Traeger,Flu prevention.
Chris Traeger,"My body is finely tuned, like a microchip, and the flu is like a grain of sand."
Ann Perkins,It could literally shut down the entire system.
Ann Perkins,"My body's like a chip, too."
Ann Perkins,A potato chip.
Ann Perkins,No.
Chris Traeger,"Speaking of potato chips, you and I are on for dinner tomorrow, yes?"
Ann Perkins,Yes.
Ann Perkins,Definitely.
Ann Perkins,"I'm super, super excited."
Ann Perkins,Looking forward to it.
Chris Traeger,Excellent.
Chris Traeger,"Way to go, buddy."
Chris Traeger,Way to go.
Ann Perkins,We've been on a couple of dates.
Ann Perkins,I really like him.
Ann Perkins,The problem is he's like a perfect human man.
Ann Perkins,I can't find one flaw.
Ann Perkins,There was one time I thought he farted.
Ann Perkins,But it was me.
Ron Swanson,I need to find someone to fill in for April.
Ron Swanson,"Now, I know I'm not going to find someone who's both aggressively mean and apathetic."
Ron Swanson,April really is the whole package.
Ron Swanson,But I think I might know someone who will be just as ineffective.
Ron Swanson,"Hello, Andrew."
Ron Swanson,What's new?
Andy Dwyer,A whole lot!
Andy Dwyer,Check this out.
Andy Dwyer,I just invented it.
Ron Swanson,Superstraw.
Ron Swanson,"So, just sit here and do your thing."
Andy Dwyer,Do I have to tuck my shirt in?
Andy Dwyer,"Because, honestly, that's kind of a deal breaker."
Ron Swanson,Let it fly.
Andy Dwyer,"Hey, wait."
Andy Dwyer,Where is April?
Andy Dwyer,Is she all right?
Ron Swanson,Yeah.
Ron Swanson,I just gave her the day off.
Andy Dwyer,Would it be weird if I asked for the day off?
Andy Dwyer,"Yeah, no, it's okay."
Andy Dwyer,I didn't think so.
Andy Dwyer,I'm sorry.
Ben Wyatt,Are you leaving?
Ben Wyatt,I thought we had a meeting.
Leslie Knope,"No, we do."
Leslie Knope,It's just I think it's a little chilly in here.
Ben Wyatt,Are you okay?
Ben Wyatt,Your eyes are glassy.
Chris Traeger,"Oh, my God."
Chris Traeger,"Oh, my Is she Is she sick?"
Chris Traeger,Are you sick?
Leslie Knope,No.
Tom Haverford,Yeah!
Tom Haverford,She's sick.
Tom Haverford,"That's why I'm wearing this, and misting myself with hand sanitizer."
Leslie Knope,I am not sick.
Leslie Knope,"I just have allergies, okay?"
Leslie Knope,"I took a Claritin and I threw that up, so I took another one."
Leslie Knope,I threw that up.
Leslie Knope,"And then, I took a third and it stayed down."
Leslie Knope,I'm getting better.
Ben Wyatt,All right.
Ben Wyatt,You're burning up.
Leslie Knope,You're burning up.
Leslie Knope,What?
Chris Traeger,I have to get out of here.
Chris Traeger,I have 2.8% body fat.
Chris Traeger,My body is like a microchip.
Chris Traeger,A grain of sand could destroy it.
Chris Traeger,My body's a microchip.
Ben Wyatt,"Leslie, go home."
Leslie Knope,"No, I can't."
Leslie Knope,I can't go home.
Leslie Knope,I have to get ready for the Chamber of Secrets.
Ben Wyatt,Commerce.
Leslie Knope,"If this meeting does not go perfectly, then the Harvest Festival is going to be over before it begins."
Leslie Knope,I cannot go home.
Ben Wyatt,"Okay, then, who's your doctor?"
Leslie Knope,Ann's my doctor.
Leslie Knope,And she's the most beautiful nurse in the world.
Ben Wyatt,Come on.
Leslie Knope,"Oh, God."
Leslie Knope,"Now, I'm hot."
Leslie Knope,"Now, it's really hot in here."
Ben Wyatt,"Okay, well, that's your fever."
Andy Dwyer,"Leslie, I typed your symptoms into the thing up here, and it says you could have ""network connectivity problems""."
Ann Perkins,104.1
Ann Perkins,"Leslie, you're dehydrated."
Ann Perkins,I'm admitting you.
Leslie Knope,"If I was sick, could I do this?"
Ann Perkins,What are you doing?
Leslie Knope,Cartwheels.
Leslie Knope,Am I not doing them?
Ann Perkins,No.
Ben Wyatt,"Look, don't worry."
Ben Wyatt,"I've done presentations like this before, and Tom will be with me."
Ben Wyatt,"So, you're in good hands."
Leslie Knope,It's not that I don't trust Ben.
Leslie Knope,It's that I don't have faith in Ben.
Leslie Knope,"And, also, I'm starting to forget who Ben is."
Ben Wyatt,I'll handle the general outline.
Ben Wyatt,If you want to just jump right in.
Tom Haverford,Look.
Tom Haverford,The worst thing you can do with an important presentation like this is overprepare.
Tom Haverford,"So, I think it's best if I go to the spa."
Ben Wyatt,"No, we promised Leslie we'd prep for the meeting."
Tom Haverford,"No, Ben."
Tom Haverford,You promised Leslie.
Tom Haverford,"See, I never promise Leslie anything."
Tom Haverford,"That way, I never disappoint her."
Tom Haverford,I try to be considerate.
Tom Haverford,"Well, I am off for a soak and a schvitz."
Tom Haverford,Arrivederch.
Andy Dwyer,Ron Swanson's office.
Andy Dwyer,"Yes, I will transfer you."
Andy Dwyer,I just dropped another call.
Ann Perkins,I thought you might like a fresh set of pillows.
April Ludgate,Are you trying to smother me?
April Ludgate,Help!
April Ludgate,This slutty nurse is trying to smother me to death with a pillow!
Ann Perkins,"Okay, never mind."
April Ludgate,"Stay back, slut!"
Ann Perkins,I know what she's trying to do.
Ann Perkins,She's trying to get me to break.
Ann Perkins,And you know what?
Ann Perkins,I'm not going to do it.
Ann Perkins,I'm going to be professional and I'm going to put on a happy face.
Ann Perkins,"And then, I'm going to go into a supply closet and snap a bunch of tongue depressors."
Leslie Knope,Okay.
Leslie Knope,"So, let's talk about your opening remarks."
Leslie Knope,Do you want me to write you a rap?
Leslie Knope,I'll write you a rap.
Leslie Knope,"No, you know what?"
Leslie Knope,You're never going to be able to pull it off.
Leslie Knope,You're too white.
Leslie Knope,How about a show tune or something?
Ben Wyatt,"I was just planning to introduce myself, nonmusically, and then, get everyone to refer to their packets."
Ben Wyatt,"And blah, blah, blah."
Leslie Knope,No.
Leslie Knope,"No ""blah, blah, blah"", okay?"
Ben Wyatt,You need to go over every single detail with me.
Ben Wyatt,"Leslie, I promise you I won't halfass this."
Leslie Knope,Okay?
Leslie Knope,"Now, get some rest."
Leslie Knope,I have some great news.
Leslie Knope,I think my fever just broke.
Ben Wyatt,Goodbye.
Andy Dwyer,It just came out.
Ron Swanson,I am starving.
Ron Swanson,I haven't had lunch since yesterday.
Ron Swanson,"So, I'm going to head over to Callahan's."
Andy Dwyer,"Oh, no, no, no."
Andy Dwyer,Don't go there.
Andy Dwyer,They totally skimp on pickles.
Andy Dwyer,Let me go to Big Head Joe's for you.
Andy Dwyer,They have the most insane burritos.
Ron Swanson,I don't much go for ethnic food.
Andy Dwyer,"No, trust me."
Andy Dwyer,"They have one that's called the ""Meat Tornado""."
Andy Dwyer,It literally killed a guy last year.
Ron Swanson,"You had me at ""Meat Tornado""."
