Character,Line
Ben Wyatt,"Okay, here's the text I added a few more jokes, slamming Eagleton at the end."
Leslie Knope,Mmm.
Leslie Knope,That's the sexiest thing you've ever said to me.
Leslie Knope,I'm so glad you're on my team.
Ben Wyatt,Are you sure you wanna attack 'em at this press conference?
Ben Wyatt,It's a friendly wager on a high school basketball game.
Leslie Knope,"I'm losing the recall election, Ben."
Leslie Knope,Slamming Eagleton is the easiest way to score some points.
Leslie Knope,Look.
Leslie Knope,Am I proud of it?
Leslie Knope,Yes.
Leslie Knope,Because Eagleton sucks.
Leslie Knope,But is it the classiest move?
Leslie Knope,"Yes, because Eagleton sucks."
Leslie Knope,Would I do it again?
Leslie Knope,"Yes, because Eagleton sucks."
Leslie Knope,"This year, we get to host the Pawnee Eagleton tipoff classic."
Leslie Knope,That awful human being is Ingrid de Forest.
Leslie Knope,She's a city councilor from Eagleton.
Leslie Knope,She thinks she's so great because she won the Miss Indiana Beauty Pageant.
Leslie Knope,Last year.
Leslie Knope,While she was in office.
Leslie Knope,And pregnant.
Leslie Knope,"As always, we would like to make a friendly wager with Eagleton."
Leslie Knope,"If you beat us this year, we will give you a basket of apples from our Pawnee orchard."
Ingrid de Forest,"Ew, pesticide."
Ingrid de Forest,Yuck.
Leslie Knope,"Oh, no, these are pesticide free."
Leslie Knope,"I ate one of these for breakfast this morning, and I found a worm in it."
Leslie Knope,"So, I bet somebody feels pretty stupid right now."
Ingrid de Forest,"Well, Leslie, I think we had similar ideas."
Ingrid de Forest,"If you win, Eagleton will give you this basket of oranges."
Ingrid de Forest,"Of course, it's silly to compare apples and oranges, but what the heck."
Ingrid de Forest,"These are made of Swarovski crystal, and they're worth 700,000 dollars."
Extra,"Leslie, you're down 15 points in the latest poll for the recall election."
Extra,What can you do to make up the deficit?
Leslie Knope,I'll tell you what I'd do if I was an Eagletonian.
Leslie Knope,I'd pop a Xanax and ask my butler to help me out.
Leslie Knope,"I mean, I'm not saying that Eagletonians are out of touch."
Leslie Knope,"But when you tell 'em it's time to change their oil, they ask, ""Extra virgin or white truffle?"""
Leslie Knope,"Thanks, guys."
Leslie Knope,I'll see ya at the game.
Leslie Knope,"Unless, of course, you're an Eagletonian, and then you'll be too busy polishing your monocle at the caviar store."
Leslie Knope,Knope out.
Leslie Knope,Yeah.
Ron Swanson,Who or what is Penny Saver?
Tom Haverford,It's a free circular with a bunch of coupons in it.
Ron Swanson,"This was sent to Ron Swanson at Diane's address, where I've lived for less than a month."
Ron Swanson,How is that possible?
Ron Swanson,This is an extreme invasion of privacy.
Ron Swanson,The right to privacy is very important to me.
Ron Swanson,My family has had a single P.O. box for several generations.
Ron Swanson,"We only ever subscribe to two magazines, Reader's Digest and Ebony."
Ron Swanson,"Ebony was due to a clerical error, but it ended up being an interesting year of reading."
Ron Swanson,"I don't know how this was delivered to me, but it cannot happen again."
Ron Swanson,How can I stop it?
Tom Haverford,Mm.
Tom Haverford,Donna is great with this sort of thing.
Tom Haverford,"She got me off the Williams-Sonoma mailing list, but then I just signed back up again."
Tom Haverford,Hooked on their oven mitts.
Tom Haverford,I need my mitts on those mitts.
Ron Swanson,Let me know the second Donna returns.
Tom Haverford,"According to her Twitter feed, she got coffee five minutes ago."
Tom Haverford,"Wait, now she's Ustreaming her walk back."
Tom Haverford,"She should be here in three, two, one."
Tom Haverford,"Hey, hey."
Donna Meagle,"Hey, hey."
Tom Haverford,"Hashtag quest for coffee, blowin' up my timeline."
Tom Haverford,You get my snapchat about it?
Donna Meagle,No.
Tom Haverford,What?
Donna Meagle,There it is.
Ben Wyatt,"Hey, you wanted to see me?"
Chris Traeger,I did.
Chris Traeger,Think fast.
Ben Wyatt,"Oh, my God."
Ben Wyatt,"Hey Dr. Buttons I mean, my old calculator."
Ben Wyatt,It doesn't have a name.
Ben Wyatt,Why did you throw this at me?
Chris Traeger,"I just got off the phone with our old boss from Indianapolis, and apparently there may be some sort of a budget problem in Eagleton."
Chris Traeger,He asked if maybe you and I wouldn't have a look.
Chris Traeger,You in?
Ben Wyatt,"Butch Countsidy and the Sumdance Kid, together again."
Ben Wyatt,Hmm.
Chris Traeger,Hmm.
Chris Traeger,Auditing bros!
Leslie Knope,"Yeah, and auditing sistah."
Leslie Knope,Let's do this.
Ben Wyatt,"Oh, you're coming?"
Leslie Knope,"If there's a problem with Eagleton, I wanna be there."
Leslie Knope,That's like a dream come true.
Leslie Knope,"Besides, I have a new routine I'm working on."
Leslie Knope,"Kind of like a Jeff Foxworthy type thing, but about Eagleton."
Leslie Knope,"If you make your omelet out of Faberge eggs, you just might"
Chris Traeger,Be an Eagletonian.
Ann Perkins,Yippee!
Ann Perkins,Road trip!
Ann Perkins,Who's excited to go to Bloomington?
April Ludgate,Is that where you're gonna sit?
Ann Perkins,I'm driving.
Ann Perkins,Where else would I sit?
April Ludgate,Trunk.
Ann Perkins,"I helped April get into vet school in Bloomington and today's her orientation, so we're taking a little road trip."
Ann Perkins,"While I'm there, I'm also gonna pick up an organic baby blanket."
Ann Perkins,"I would get one in Pawnee, but fun fact our only baby store is attached to a chemical refinery."
Ann Perkins,I made a special road trip mix CD for us.
Ann Perkins,I hope you like Tori Amos.
April Ludgate,"Oh, cool."
Leslie Knope,"It really is a pleasure to see you in this context, Ingrid."
Leslie Knope,Say cheese.
Leslie Knope,Damn it.
Leslie Knope,You look beautiful.
Chris Traeger,Can you give us a little more information surrounding the deficits that you're running this year?
Ingrid de Forest,"Ooh, gosh."
Ingrid de Forest,We don't really like to talk about money.
Ingrid de Forest,We find a little gauche.
Ben Wyatt,This is a budget meeting.
Ingrid de Forest,"Well, most of our files are in these boxes if you really wanna take a look at how much that we've spent."
Chris Traeger,Why don't we just dig in and see what we're up against?
Ingrid de Forest,Yes.
Ingrid de Forest,And thank you.
Ingrid de Forest,We really appreciate your help.
Ben Wyatt,Are you tipping me?
Leslie Knope,Is that 100 Euros?
Ron Swanson,People ought to have the right to be left alone.
Ron Swanson,I wanna get completely off the grid.
Donna Meagle,That's crazy talk.
Donna Meagle,I live for the grid.
Donna Meagle,It's where I meet 40% of my jumpoffs.
Tom Haverford,"And if you're off the grid, how are you gonna post photos of the dope food at restaurants you're at and all the cool places you're stuntin' in?"
Ron Swanson,Food is for eating.
Ron Swanson,Places are for being.
Ron Swanson,End of discussion.
Tom Haverford,"Don't leave the grid, Ron."
Tom Haverford,The grid is the best.
Tom Haverford,"If anything, you need to get more on the grid."
Tom Haverford,"Grid, grid, grid, grid, grid, grid, grid"
Donna Meagle,"Grid, grid, grid, grid, grid, grid, grid"
Ron Swanson,"If you help me get off the grid, I will let both of you go home early."
Tom Haverford,"No grid, no grid, no grid, no grid."
Donna Meagle,"No grid, no grid, no grid, no grid."
Ann Perkins,"All right, so you have everything you need for orientation?"
April Ludgate,"Yeah, an empty Sprite can, an old man's fingernail in my pocket, and a picture of Patrick Ewing on a roller coaster."
April Ludgate,I'm all set.
Ann Perkins,Great.
Ann Perkins,Hi.
Ann Perkins,"My friend here is enrolling in the vet school next month, and she would like to be shown around."
Laura,"Totally, happy to."
Laura,I'm Laura.
April Ludgate,I'm April Ludgate Kevorkian.
Ann Perkins,"So you go with Laura, who seems really nice and does not deserve to be tortured."
Ann Perkins,And I will come meet up with you after I finish at the baby store.
April Ludgate,Sure you wanna leave me here with her?
April Ludgate,What if I'm a murderer?
Ann Perkins,"Oh, that's funny."
Ben Wyatt,This is worse than I could've imagined.
Ben Wyatt,Their debt to equity ratio is ridonkulous.
Chris Traeger,What a hilarious word.
Chris Traeger,It reminds me of a ridiculous donkey.
Chris Traeger,He's the best.
Leslie Knope,What does this mean for them?
Ben Wyatt,"They were in financial trouble a few years ago, like Pawnee was, but their government just kept borrowing money."
Ben Wyatt,Eagleton is on the brink of an epic financial disaster.
Leslie Knope,Ahh.
Leslie Knope,Now that is the sexiest thing you've ever said to me.
Ben Wyatt,"Really, that?"
Leslie Knope,This is gonna hand me the recall election.
Leslie Knope,I saved Pawnee from bankruptcy.
Leslie Knope,Now I get to remind people of that fact as we watch our worst enemy collapse into bankruptcy.
Leslie Knope,"Plus, guess what I get to do after the game now."
Leslie Knope,You pretend you're Ingrid.
Leslie Knope,Let's pretend this box is the basket of apples I bet them on the game.
Ben Wyatt,I see where you're going with this.
Leslie Knope,"No, you don't."
Ben Wyatt,"Yeah, you're gonna ask me if I like apples"
Leslie Knope,Do you like apples?
Ben Wyatt,"We just watched this movie two nights ago, so"
Leslie Knope,Do you like apples?
Ben Wyatt,I don't wanna do this.
Leslie Knope,How about them apples?
Ron Swanson,"Paul, if you ever see another one of these with my name on it, I want you to drive into the woods and bury it."
Extra,"I don't decide who gets mail, sir."
Extra,I just deliver it.
Ron Swanson,Passing the buck the last refuge of the cowardly and blackhearted.
Extra,That seems harsh.
Ron Swanson,Get out.
Donna Meagle,We got rid of your cell phone.
Donna Meagle,This is your last credit card.
Donna Meagle,Are you sure you want me to cut up this card?
Donna Meagle,It gets you into the parking garage.
Ron Swanson,"I'll be taking the bus now, and I'll be paying in cash."
Ron Swanson,What other traces of me exist in the world?
Ron Swanson,"Think, people."
Tom Haverford,"Isn't there a photo of you up at JJ's Diner, from that time when you aah!"
Ron Swanson,"Come on, Tom!"
Ann Perkins,This place is unbelievable.
Ann Perkins,"It has everything I need: Video monitors, leadfree pacifiers."
Ann Perkins,These are the first bibs I've ever seen without Dale Earnhardt Jr.'s face on them.
Extra,Really?
Ann Perkins,April?
Ann Perkins,"Excuse me, sorry."
Ann Perkins,"April, why aren't you at orientation?"
April Ludgate,"Um, I was at orientation, but it was lame, so I left."
April Ludgate,"And then I kept walking, and now here I am."
Ann Perkins,"We are going back there right now, young lady."
April Ludgate,Mmmm.
Ann Perkins,Come on.
April Ludgate,"God, get off me, stranger."
Ingrid de Forest,I'm so sorry we're late.
Ingrid de Forest,We came from our bankruptcy brunch.
Ingrid de Forest,"And Michael Buble played, but he ran a little long."
Chris Traeger,I love Michael Buble.
Ben Wyatt,Was a bankruptcy brunch the best idea?
Ingrid de Forest,"Sure, let's not have brunch like animals."
Chris Traeger,"Well, um, some of these expenditures are questionable."
Chris Traeger,"Uh, you filled the public pools with bottled water?"
Ingrid de Forest,Total body hydration.
Ben Wyatt,What is this here?
Ben Wyatt,This massive expenditure from public works?
Ingrid de Forest,"Ah, yes."
Ingrid de Forest,"Well, yes."
Ingrid de Forest,We purchased HBO for the whole town.
Ben Wyatt,I'm sorry.
Ben Wyatt,You spent government money on a TV subscription?
Ingrid de Forest,It's not TV.
Chris Traeger,Alright.
Chris Traeger,"Uh, Leslie's put together a presentation for a financial recovery."
Ingrid de Forest,Great.
Leslie Knope,You may find it very informative.
Leslie Knope,Let's get started with our first slide.
Leslie Knope,"""Well, well, well"" Tsk, tsk, tsk."
Ron Swanson,"JJ, a few months ago, I came in here and began eating eggs."
Ron Swanson,"They were delicious, so I ordered more."
Ron Swanson,"Before long, I believe I had eaten"
JJ,51 eggs in 20 minutes.
JJ,Couldn't cook 'em fast enough.
JJ,The last ten were still in the shell.
Tom Haverford,"It was a JJ's Diner record, and you took his picture."
Tom Haverford,"Now, we need that picture, for privacy reasons."
JJ,"Okay, but I don't know how anybody would know it's you."
JJ,We followed your instructions.
Ron Swanson,That's too much information.
Ron Swanson,Let's go.
Tom Haverford,Where are we going now?
Ron Swanson,I've eaten a lot of food in a lot of restaurants.
Ron Swanson,Why is everyone else so bad at eating?
April Ludgate,I only agreed to come back here because of our deal.
April Ludgate,Do you promise to play along?
Ann Perkins,Yes.
April Ludgate,Do you?
Ann Perkins,Yes.
Laura,"Hi, you're back."
April Ludgate,Hello again.
April Ludgate,"As you remember, I'm April, and this is Ann, my 65 year old grandmother."
Ann Perkins,"Yes, that's who I am."
Ann Perkins,"Anyway, we'd love to hear about Bloomington."
Ann Perkins,It seems like a real hip kind of college town.
April Ludgate,"Meemaw, God, no one uses the word hip anymore."
April Ludgate,Sometimes I wish you went down on the Titanic with all your sorority sisters.
Laura,I would be happy to show you guys around the campus.
Laura,Is there anything in particular that you wanna see?
April Ludgate,How are your local graveyards?
April Ludgate,I have some planning to do.
Leslie Knope,"""You blew it."""
Leslie Knope,"""Super hard."""
Leslie Knope,"""Complete buffoonery."""
Leslie Knope,"""It's hilarious."""
Leslie Knope,"And ""You deserve it."""
Ben Wyatt,"Hey, you think you might wanna take it easy on them a little bit?"
Leslie Knope,"Oh, like they took it easy on us when they stole all our money and seceded from our town?"
Ben Wyatt,That was 200 years ago.
Ben Wyatt,Cool it.
Leslie Knope,Fine.
Leslie Knope,I'll skip ahead.
Ingrid de Forest,Do you have a plan that will help us or not?
Ingrid de Forest,We have borrowed absolutely everything we can from the state.
Ingrid de Forest,"And really, Pawnee is our only hope."
Leslie Knope,We do have a plan.
Leslie Knope,"We are willing to provide a bridge loan for 50,000 dollars."
Leslie Knope,"25% interest, compounded monthly."
Leslie Knope,And you need to release a statement that says that Pawnee rules and Eagleton drools.
Ingrid de Forest,"Well, now you're just being nasty."
Ingrid de Forest,"I understand that our towns have a complicated history, but we have a saying in Eagleton ""You don't kick a dressage horse after a failed pas de deux."""
Leslie Knope,"Whatever, blondie."
Leslie Knope,"Your butler made your bed, now you gotta lie in it."
