Character,Line
Leslie Knope,Ted!
Leslie Knope,Ted!
Leslie Knope,Ted!
Leslie Knope,Ted!
Leslie Knope,Ted!
Leslie Knope,Ted!
Leslie Knope,"Article Two, Section Two of the Pawnee Charter reads, ""Be it decreed: Should the taxation of tea ""rise to an unacceptable level, citizens shall dump Ted into Ramsett Lake."""
Leslie Knope,Does anyone object?
Theodore,"As always, I object."
Garth Blunden,"Nay, enough dithering!"
Garth Blunden,Dump the miscreant!
Garth Blunden,Boo!
Leslie Knope,"Today is Ted Party Day, where we commemorate the great Pawnee tea dump of 1817."
Leslie Knope,"Historical fun fact when the Founding Fathers wrote the charter, their oldtimey script made one of the ""a""s look like a ""d,"" so ""tea"" became ""Ted."""
Leslie Knope,It's just one of those little things that reminds us of Pawnee's rich and vibrant past.
Leslie Knope,"Plus, we get to go find a guy named Ted and throw him in a lake."
Leslie Knope,One!
Theodore,I don't even go by Ted!
Leslie Knope,Two!
Theodore,I go by Theodore!
Leslie Knope,Three!
Theodore,Aah!
Andy Dwyer,"Hey, Ted."
Andy Dwyer,Great job today.
Andy Dwyer,"You were so funny when you were like, ""My cell phone, I left it in my pocket."""
Andy Dwyer,"Then you checked it, remember, and it didn't work."
Theodore,"Yeah, that was hilarious."
Theodore,"Listen, I am just here to say that I am done with Ted Party Day."
Andy Dwyer,Ha!
Andy Dwyer,Classic Ted.
Theodore,I'm serious.
Theodore,I'm not getting dumped in that lake anymore.
Theodore,"And I talked to the other Teds in town, and they're not doing it either."
Leslie Knope,"Come on, Ted Party Day is protected by Article Two in the town charter."
Leslie Knope,"And we have the right, nay, the obligation, to dump Ted into the lake every year."
Leslie Knope,That's the way it's always been done.
Theodore,"Okay, first of all, ""That's the way it's always been done"" is not a good reason to keep doing something."
Theodore,"Second, it was a misprint."
Theodore,"They clearly meant ""tea."""
Leslie Knope,I just think you need to be careful about speculating what the Founders meant when they were writing the town charter.
Theodore,"Okay, fine."
Theodore,You want to enforce every single old law we have on our books?
Theodore,"Hey, can I see your keys for a second?"
Theodore,Here's a quarter.
Theodore,I own your car now.
Tom Haverford,Wha
Theodore,Sorry.
Theodore,The Pawnee Charter clearly states that any white citizen has the right to seize any Indian property for 25 cents.
Leslie Knope,That is an outdated and racist law.
Leslie Knope,"And obviously they meant ""American Indian."""
Theodore,"Whoa, I think we should be careful when we speculate what the Founders intended when they wrote the charter."
Leslie Knope,"Okay, Ted."
Leslie Knope,I know what you're doing.
Leslie Knope,You're quoting me back to me.
Leslie Knope,But I'm gonna quote me back to you and say that Ted Party Day will never change.
Theodore,Uhoh.
Theodore,"You, a woman, just raised your voice to a landowning male."
Theodore,"According to a Pawnee statute passed in 1868, I get to do this."
Leslie Knope,I was not aware of that statute.
April Ludgate,"Ron, you have to help me."
April Ludgate,Chris is making me do some stupid management training leadership course.
Chris Traeger,"Now that you run the Animal Control department, you have qualified for the Chris Traeger Management Training Seminar or ""Katumts."""
Chris Traeger,"It's not a great acronym, but it is a great seminar."
April Ludgate,Can you get me out of it?
Ron Swanson,Yes.
Ron Swanson,"Normally, if given a choice between doing something and nothing, I'd choose to do nothing."
Ron Swanson,But I will do something if it helps someone else do nothing.
Ron Swanson,I'd work all night if it meant nothing got done.
Chris Traeger,"Ron Swanson and April Ludgate, literally my two favorite people in the catalogued universe."
Ron Swanson,April will not be participating in your pointless course because she has more important things to do like not participating in your pointless course.
Chris Traeger,I just want April to become as great a department head as yourself.
Ron Swanson,Which is why this is pointless.
Ron Swanson,"I've been head of the Parks department for 12 years, and I never had any ""management training"" course."
Chris Traeger,"Ron, you've never been ""katumtsed?"""
Chris Traeger,I am legally required to katumts every department head.
Chris Traeger,"Otherwise, we are open to all kinds of liability."
Ron Swanson,What are you saying?
Chris Traeger,"I'm saying that tomorrow during the seminar, April is going to have a classmate."
Chris Traeger,And spoiler alert
April Ludgate,it's Alf.
Chris Traeger,It's you.
Ron Swanson,This went poorly.
Ann Perkins,"What, no."
Ann Perkins,Damn it!
Donna Meagle,What are you bidding on?
Donna Meagle,It better not be Terrence Howard's tank top from Hustle & Flow.
Ann Perkins,It is not.
Donna Meagle,Good.
Donna Meagle,"Cause I am bidding on it and I am ready to spend an amount that my accountant calls ""Dangerous and irresponsible."""
Ann Perkins,JJ's diner put an old waffle iron up for auction.
Ann Perkins,It's the perfect breakfast day gift for Leslie.
Donna Meagle,"""Breakfast day""?"
Ann Perkins,Leslie has anniversaries for everything.
Ann Perkins,"""Zoo day,"" first time we went to the zoo together."
Ann Perkins,"""Double date day,"" it was the first time we went on a double date."
Ann Perkins,"""Daniel DayLewis day."""
Ann Perkins,"""Talk like a pirate day""."
Ann Perkins,"Talk like a Pittsburgh pirate day,"" which why and how?"
Ann Perkins,This calendar was last year's calendar day present celebrating the first time she ever bought me a calendar.
Donna Meagle,You have to buy a present for every one of these?
Ann Perkins,"She always tells me not to, but then she buys me something that's awesome and thoughtful, and then I feel terrible."
Ann Perkins,But that's the thing.
Ann Perkins,This is the perfect present.
Ann Perkins,"I just keep getting outbid by someone named ""Tall Tiereeon Lannister."""
Ann Perkins,What kind of name is Tiereeon anyway?
Donna Meagle,"You're kidding, right?"
Donna Meagle,Tyrion Lannister?
Donna Meagle,Lord of Casterly Rock?
Donna Meagle,The Half Man?
Donna Meagle,You don't watch Game of Thrones?
Ann Perkins,No.
Ann Perkins,You do?
Donna Meagle,Hell yeah.
Donna Meagle,Have you seen those Dothraki dudes?
Donna Meagle,They can get it.
Donna Meagle,Everybody on that show can get it.
Ann Perkins,I think I know who I'm bidding against.
Leslie Knope,"I now realize that I was wrong, and it's time that we purged the books of many of our town's outdated and obscure laws."
Leslie Knope,"The bill that I have written with the full support of the city council will repeal 110 obsolete laws such as all menstruating women shall be confined to their bathtubs and Article Two, aka, Ted Party Day."
Leslie Knope,The floor is now open for public comments.
Leslie Knope,"Oh, here we go."
Garth Blunden,Thank you.
Garth Blunden,"My name is Garth Blunden, and I object to your ridiculous proposal."
Garth Blunden,The Pawnee Charter shall not be changed.
Garth Blunden,"Not today, not ever!"
Leslie Knope,"Wow, a lot of passion, Mr. Blunden."
Leslie Knope,Thank you so much.
Leslie Knope,Your objection is noted and officially in the record.
Leslie Knope,Shall we proceed to a vote?
Garth Blunden,No.
Garth Blunden,"No, we shall not."
Garth Blunden,"Article Seven, Section Three allows for a ""Citizen filibuster."""
Garth Blunden,"If I stand here and refuse to yield my time, you are prohibited from voting on the bill."
Leslie Knope,"That section defines ""Buffalo meat"" as acceptable currency."
Garth Blunden,Is that the Buffalo meat one?
Leslie Knope,Mmhmm.
Garth Blunden,"I meant Article Three, Section Seven."
Garth Blunden,Let the filibustering begin.
Garth Blunden,I would now like to share some ideas I have for J.J. Abrams' seventh chapter in the Star Wars' saga.
Garth Blunden,Pan down from the twin suns of Tatooine.
Garth Blunden,We are now close on the mouth of the Sarlacc Pit.
Garth Blunden,"After a beat, the gloved Mandalorian armor gauntlet of Boba Fett grabs onto the sand outside of the Sarlacc Pit and the feared bounty hunter pulls himself from the maw of the sand beast."
Leslie Knope,"Ugh, he's right."
Leslie Knope,He can do this.
Leslie Knope,This is exactly why we need to modernize these laws.
Leslie Knope,This kind of thing made sense when we had council in a barn and there were but now this is nuts.
Garth Blunden,"If he holds the reality gem, that means he can jump from different realities."
Garth Blunden,This will be our link to the Marvel Universe from the Star Wars Universe.
Garth Blunden,Imagine those who were up against Chewbacca 'cause that's gonna happen.
Garth Blunden,"After a beat, Luke says, ""Darth Vader was my father, but Ben Kenobi was my master."""
Garth Blunden,And he cuts Hannibal Lecter in half.
Leslie Knope,"Mr. Blunden, look, the laws I'm trying to get rid of have no more relevance in modern society and they're embarrassing to Pawnee."
Leslie Knope,Repealing them would show that we're changing with the times.
Garth Blunden,You can't just change the charter willynilly.
