Character,Line
Leslie Knope,This is a historic day.
Leslie Knope,"At 12:01 this morning, the city of Eagleton ceased to exist and was reabsorbed back into Pawnee."
Leslie Knope,"Things are exactly the way they were back in 1817, except, you know, women and minorities can vote, we have indoor toilets, and we no longer burn widows for learning arithmetic."
Chris Traeger,"Councilwoman Knope is your merger czar, and in the binders that she's provided, you will find directions to your department in Pawnee that most closely matches your department in Eagleton."
Leslie Knope,"There are two Eagleton departments Pawnee does not have: the Department of Infinity Pool Design and the Department of Dressage, which I am told is a fancy horseriding thing."
Extra,"It is horse dancing, madam."
Leslie Knope,"Okay, take it easy, Alonzo."
Leslie Knope,"All you horse dancing people, sit in your saddles if you will."
Leslie Knope,"The rest of you, welcome to your new departments."
April Ludgate,Attention: Eagleton is now under martial law.
Leslie Knope,No.
Leslie Knope,"Okay, Pawnee Parks Department."
Leslie Knope,"Soon, you will be paired up with a person who was roughly your equivalent in Eagleton."
Leslie Knope,"Donna, you'll be with Craig."
Leslie Knope,"April, you'll be with someone named Tynnyfer."
Leslie Knope,"And Ron, your guy is also named Ron."
Tom Haverford,Guess there's no Tom Haverford equivalent.
Tom Haverford,"Not surprised, I'm one of a kind, just like the custom Nikes I designed that say ""Tommy's Tootsies"" across the toes."
Leslie Knope,"You do have a counterpart, actually."
Leslie Knope,"His name is Eric, and I've heard he's amazing."
Leslie Knope,"Anyway, I also have a little surprise."
Leslie Knope,I would like to introduce our new filing temp.
Jerry Gergich,"Hey, everybody."
April Ludgate,No!
Tom Haverford,"No, why?"
Tom Haverford,This can't be happening.
Ron Swanson,"Why, Leslie?"
Leslie Knope,We brought Jerry out of retirement because we have a mountain of filing to get through.
Leslie Knope,"Welcome back, Jerry Gergich."
Jerry Gergich,"Thank you, Leslie."
Jerry Gergich,"And as long as we're starting out fresh, Leslie, I was wondering if people would call me by my real name."
April Ludgate,Larry?
Jerry Gergich,"No, it's not Larry."
Jerry Gergich,It's Jerry.
Jerry Gergich,"No, it's Gary."
April Ludgate,"Your name is Larry, Larry Gengurch."
April Ludgate,His name is Larry Gengurch.
Jerry Gergich,"Come on, April, it's already hard enough for my family when you call me ""Gary."""
Jerry Gergich,Jerry.
April Ludgate,"Ha, ha, classic Larry."
Tom Haverford,Larry.
Tom Haverford,"Larry, Larry, Larry."
Ron Swanson,"Larry, Larry, Larry."
Donna Meagle,"Larry, Larry, Larry."
Jerry Gergich,"Aw, Geez."
Leslie Knope,"Look, I'm trying to save as many jobs as possible, but we're gonna have to lose some people."
Leslie Knope,I'm not sure who we should keep.
Leslie Knope,"April, Tom and Donna are three of the best human beings that have ever lived."
Leslie Knope,Ron is basically a better version of George Washington.
Leslie Knope,But the Eagletonians are probably good too.
Chris Traeger,"Today, we are not just merging two towns."
Chris Traeger,We're throwing a birthday party for a new city.
Chris Traeger,"Happy birthday, New Pawnee."
Ben Wyatt,Party's over.
Ben Wyatt,"You guys lost millions of taxpayer dollars, and we have to clean up the obscene mess you've made."
Extra,You're not as nice as the other guy.
Ben Wyatt,I don't care.
Chris Traeger,"When we were state auditors, we had an amazing system."
Ben Wyatt,"Yeah, Chris pumped everyone up and made them feel positive and happy."
Ben Wyatt,And I swooped in and slashed their budgets to ribbons.
Chris Traeger,Like a majestic alleyoop.
Chris Traeger,You're all amazing!
Ben Wyatt,You're all fired.
Chris Traeger,Teamwork.
Jerry Gergich,"Hi, you've reached the voicemail of Larry Gengurch."
Jerry Gergich,Please leave your message after the tone.
Jerry Gergich,"Well, when Leslie called to see if I could help, Gayle and I were just getting on a cruise ship to the Bahamas."
Jerry Gergich,"I said, ""Gayle, put that bikini away, because Pawnee needs me."""
Jerry Gergich,Oh ho!
