Character,Line
Leslie Knope,"Oh hey, Ben."
Leslie Knope,Have you seen my complete collection of all 193 national flags? Ooh!
Leslie Knope,Here they are.
Ben Wyatt,Wow!
Leslie Knope,"So, I've been asked to run this year's Model UN at Pawnee Central High School."
Leslie Knope,Attendance has been low.
Leslie Knope,"And if I don't make it awesome, they may cancel it."
Leslie Knope,I wonder if I'm gonna make it awesome.
Leslie Knope,"Or I can be South Korea, you can be Bangladesh."
Leslie Knope,You can form like a Trans-Asiatic alliance.
Ben Wyatt,"Yeah, I like it."
Ben Wyatt,And I see the merits of it.
Ben Wyatt,"I just worry if we're both in Asia, it might limit our scope."
Leslie Knope,Mm.
Ben Wyatt,I kinda want to roll up my sleeves and make geopolitical problem solving my bitch.
Leslie Knope,"Amen, brother."
Leslie Knope,"Let's go back to plan ""A."""
Leslie Knope,"I'll be Denmark, you be Peru."
Ben Wyatt,Yes!
Ben Wyatt,"Oh, I didn't really do Model United Nations in high school, so Oh, wait."
Ben Wyatt,I super did.
Leslie Knope,I need a few more volunteers.
Leslie Knope,"Andy, will you be Iceland?"
Andy Dwyer,The bad guys from Mighty Ducks 2?
Andy Dwyer,Don't think so.
Leslie Knope,"Okay, how about Japan?"
Andy Dwyer,The bad guys from Karate Kid 2?
Andy Dwyer,Even worse.
Andy Dwyer,How 'bout Germany?
Andy Dwyer,They've never been the bad guys.
Leslie Knope,Why don't you be Finland?
Andy Dwyer,Okay.
Leslie Knope,Okay?
April Ludgate,And I'll be the Moon.
Leslie Knope,"No, you're gonna be South Africa or Pakistan."
April Ludgate,"I'm the Moon, or I quit."
Leslie Knope,April.
April Ludgate,"Moon or quit, man."
Leslie Knope,Fine.
Leslie Knope,"You be South Africa, and you can also secretly run the moon."
April Ludgate,The Moon accepts your ridiculous proposal.
Leslie Knope,Ron!
Leslie Knope,You wanna join us?
Leslie Knope,Look!
Leslie Knope,I'll let you be America.
Ron Swanson,And teach kids that not only is government good but that there should be a Worldwide super government?
Ron Swanson,I'd rather sand down my toenails.
Ron Swanson,"Every three weeks, I have to sand down my toenails."
Ron Swanson,They're too strong for clippers.
Allison,Excuse me.
Allison,Are you Leslie Knope?
Allison,"Oh, what am I talking about?"
Allison,Of course you are.
Leslie Knope,"Bonjour, Madame Ambassadeur."
Allison,Thank you so much for coming and trying to help save our club.
Allison,We're so excited to see a true Pawnee Model UN legend in action.
Leslie Knope,Thank you.
Leslie Knope,I really wouldn't describe myself as a Model UN legend.
Leslie Knope,I'd go with icon.
Leslie Knope,Or hero.
Tom Haverford,"Look, if you ask me, Enron is down but not out."
Tom Haverford,Who doesn't like a comeback story?
Tom Haverford,"All right, you wanna hear my plan, get at me later."
Tom Haverford,I gotta meet up with an old friend.
Tom Haverford,"All right, peace, man."
Tom Haverford,Let's go do this lunch thing.
Ron Swanson,I just have one more quick interview.
Ron Swanson,I'm still trying to find your replacement.
Ron Swanson,"That is, unless you want your old job back."
Tom Haverford,"I told you before, Ronseph, I moved on to bigger things."
Tom Haverford,E720 going under was a blessing.
Tom Haverford,I'm tearing it up all over town like a boss.
Ron Swanson,"Sounds great, Tommy."
Ron Swanson,"I've offered Tom his job back several times, and each time he's told me he's just too busy being an entrepreneur."
Ron Swanson,"Then two days ago, I saw him spraying cologne samples at Macy's."
Ron Swanson,The young man has a lot of pride.
Ron Swanson,This isn't gonna be easy.
Chris Traeger,Ann Perkins.
Ann Perkins,"Hey, Chris, how's it going?"
Chris Traeger,Not good.
Chris Traeger,Can I talk to you?
Ann Perkins,Okay.
Chris Traeger,"I'm not sure if you're aware, but I am romantically involved with Jerry Gergich's surprisingly hot daughter Millicent Gergich."
Ann Perkins,Yeah.
Ann Perkins,You were grinding with her pretty hard at April's Halloween party.
Chris Traeger,That's correct.
Chris Traeger,"Anyway, we've been on four dates, but now Millicent Gergich hasn't returned my last two phone calls."
Chris Traeger,"I think the relationship may be in trouble, and I don't know why."
Ann Perkins,Wow.
Ann Perkins,A four date long relationship might not be 100% perfect?
Ann Perkins,I think you should launch a fullscale investigation.
Chris Traeger,"The root of sarcasm is truth, Ann."
Chris Traeger,I am going to launch a fullscale investigation.
Chris Traeger,And I sincerely thank you for that suggestion.
Ann Perkins,Glad I could help in these trying times.
Chris Traeger,Sarcasm again!
Chris Traeger,You're a delight.
Leslie Knope,You've all been preparing for months for this year's geopolitical scenario global food crisis.
Leslie Knope,"Security Council, we need you to lead us, or billions of people will starve to death."
Leslie Knope,"But most importantly, have fun."
Leslie Knope,"Due to my campaign, the romantic aspect of our relationship is over."
Leslie Knope,And I'm totally fine with that.
Leslie Knope,But Ben and I have so much in common.
Leslie Knope,"I mean, we're amazing friends."
Leslie Knope,And friendship is better because friends help you move.
Leslie Knope,They drive you to the airport.
Leslie Knope,Boyfriends just love you and marry you.
Chris Traeger,Jerry!
Chris Traeger,"I am launching a fullscale investigation into my romantic relationship with your daughter Millicent Gergich, and I thought I could pick your brain."
Jerry Gergich,"Aw, Geez, I really shouldn't be involved in something"
Chris Traeger,Quick recap things were going wonderfully.
Chris Traeger,We clicked on an emotional level.
Chris Traeger,"And then suddenly, I just stopped hearing from her."
Chris Traeger,"Now, you must know her pretty well what gives?"
Donna Meagle,Here's what I saw go down.
Chris Traeger,Donna!
Chris Traeger,Yeah!
Chris Traeger,Get in on this.
Donna Meagle,You're too accessible.
Donna Meagle,"Every time she calls, you answer."
Donna Meagle,"You gotta dangle the carrot, literally and metaphorically."
Chris Traeger,"Thank you, Donna!"
Jerry Gergich,"Thanks, Donna."
Ron Swanson,So Courtney.
Ron Swanson,This says you retired in 1968.
Extra,"No, no, no."
Extra,I was fired because I made a pass at an ethnic woman.
Tom Haverford,And what have you been doing for the last 43 years?
Extra,"Oh, you know, hitchhiking around."
Extra,I went to Mexico.
Extra,I met a lot of ethnic girls.
Extra,They grow on trees down there.
Extra,I was in jail for a spell That about brings it up to date.
Ron Swanson,"Sounds to me like you're ready to get back in the game, Courtney."
Ron Swanson,We'll be in touch.
Ron Swanson,Another very strong candidate.
Tom Haverford,Are you insane?
Tom Haverford,He was a million year old racist!
Ron Swanson,"He said he liked ethnic girls, Tom."
Tom Haverford,"I'm sorry, Ron, but I created a legacy here, and I need to make sure it's protected."
Tom Haverford,Let's bring in some more people.
Tom Haverford,"In my four years here, I revolutionized the position of administrator and made this place cool."
Tom Haverford,I was the first person to abbreviate Parks and Recreation Department.
Tom Haverford,First it was Parks and Recreation.
Tom Haverford,Then Parks and Rec.
Tom Haverford,Then P&R.
Tom Haverford,Then lengthened it just a little bit to Tommy's place.
Leslie Knope,"Okay, wait a minute."
Leslie Knope,I think I have it.
Leslie Knope,What if we dropped interest rates.
Leslie Knope,Would that help you?
Ben Wyatt,Maybe.
Ben Wyatt,But what if Brazil and Argentina use their oil deposits as collateral?
Allison,"Oh, that's really good."
Leslie Knope,"Underexaggerate much, France?"
Ben Wyatt,Ha ha!
Ben Wyatt,Nice!
William Barnes,"Hey, Leslie, you ready?"
Ben Wyatt,Oh!
Ben Wyatt,Ow.
Leslie Knope,Sorry.
Ben Wyatt,That's okay.
Leslie Knope,"Hi, William."
William Barnes,Hi.
William Barnes,You ready?
Leslie Knope,Yes.
Leslie Knope,Absolutely.
Leslie Knope,Um They want me to do a photo op for the campaign so I can bolster my education credentials.
Leslie Knope,Can we just press pause here?
Ben Wyatt,How long is it gonna take?
Leslie Knope,I'm not really sure.
Leslie Knope,Can you just tread water until I'm ready?
Ben Wyatt,"Oh, sure, yeah."
Ben Wyatt,I'll just tread water until you're ready.
Leslie Knope,"Thanks, buddy."
Ben Wyatt,"Leslie and I aren't dating anymore, but, uh, we're friends."
Ben Wyatt,So it's fun.
Ben Wyatt,It's just fun.
Ben Wyatt,It's fun it's fun It is fun.
Andy Dwyer,Thanks a lot.
Andy Dwyer,Yes!
Andy Dwyer,Honey!
Andy Dwyer,I just traded Finland's military to Kenya for 50 lions.
Andy Dwyer,"That's pretty good, right?"
