Character,Line
Men's Soccer Coach,Are you kidding?
Men's Soccer Coach,"""I was here first""?"
Men's Soccer Coach,Get lost!
Ian Winston,We were here first.
Men's Soccer Coach,But we're scheduled for this time on this field.
Leslie Knope,"Okay, this is no way for adults to act in front of children."
Leslie Knope,"You're not only coaches, you're also role models."
Men's Soccer Coach,I would hardly call what he does coaching.
Leslie Knope,Wow.
Leslie Knope,Excellent role modeling.
Leslie Knope,"Apparently, the girls' team does not have a field assigned to them for practice, but the boys' team does."
Leslie Knope,No.
Leslie Knope,Not on my watch.
Leslie Knope,"Every child has the right to play, no matter how boring the sport."
Leslie Knope,Okay.
Leslie Knope,"Could you just share the field with the girls today, please?"
Ian Winston,I'm the girls' coach.
Ian Winston,She's the boys' coach.
Leslie Knope,Oh.
Leslie Knope,Okay.
Leslie Knope,Sorry.
Men's Soccer Coach,That's sexist.
Leslie Knope,"No, it's not."
Ian Winston,Yeah.
Ian Winston,It kind of is.
Leslie Knope,"Okay, why don't the boys take the field today."
Leslie Knope,And then I will make sure that the girls get a place to practice by the end of the week.
Leslie Knope,"And that, little lady, is a Leslie Knope promise!"
Child,I'm a boy.
Leslie Knope,Good.
Leslie Knope,Yeah.
Leslie Knope,'Cause I wasn't talking to you.
Leslie Knope,I was talking to you.
Leslie Knope,"You're a girl, right?"
Child,Yeah.
Leslie Knope,Yeah.
Leslie Knope,She.
Donna Meagle,Mail's here.
Jerry Gergich,Hey.
April Ludgate,Jerry!
April Ludgate,You got soup all over our mail!
April Ludgate,You jerk.
Leslie Knope,"Oh, my God."
Leslie Knope,It's an envelope from the IOW Awards Office!
Leslie Knope,Nobody freak out!
Leslie Knope,Do you know what this means?
Leslie Knope,I am Pawnee's Woman of the Year!
Leslie Knope,The IOW is the Indiana Organization of Women.
Leslie Knope,I have been a dues paying member since I was nine.
Leslie Knope,"And every year, they choose one woman to win the Dorothy Everton Smythe Female Empowerment Award."
Leslie Knope,Winning is every girl's dream.
Leslie Knope,But it's my destiny.
Leslie Knope,And my dream.
Leslie Knope,"Can you read it, please?"
Leslie Knope,Where are my ladies at?
Leslie Knope,Here we go.
April Ludgate,"""The IOW is proud to announce this year's Dorothy Everton Smythe Female Empowerment Award Winner, Ronald Swanson."""
Leslie Knope,Haha.
Leslie Knope,"Okay, pretty funny."
April Ludgate,It says Ronald Swanson.
Leslie Knope,What?
Leslie Knope,"No, no."
Leslie Knope,"No, it doesn't."
Leslie Knope,I-- That-- No.
Leslie Knope,That-- What?
Leslie Knope,They only honor women.
Leslie Knope,And Ron's the opposite of a woman.
Ron Swanson,What's going on?
April Ludgate,"You're Pawnee's Woman of the Year, it looks like."
Ron Swanson,"Well, it's about time."
Leslie Knope,"No, no, no."
Leslie Knope,They've obviously made some sort of mistake.
Ron Swanson,Bully for me!
Jerry Gergich,"Congratulations, Ron."
April Ludgate,"Yeah, congratulations."
Donna Meagle,Congrats.
April Ludgate,That's awesome.
Donna Meagle,It's very exciting.
Ron Swanson,"Awards are stupid, which is why I fully intend to decline this nonsense, and recommend it go to Leslie because she works really hard, and I don't."
Ron Swanson,"However, she cares way too much about crap like this, which is why I can't pass up this opportunity to tease her about it."
Ron Swanson,"Well, we can't stand around all day congratulating me on receiving an award from some lousy women's organization."
Ron Swanson,"Back to work, everyone."
Tom Haverford,"Hey, Freddy."
Tom Haverford,Good news!
Tom Haverford,"Your liquor license renewal got got, yo."
Freddy,What do you mean by that?
Tom Haverford,I got you temporary approval from the liquor board pending full board authorization and council review.
Tom Haverford,Got got.
Freddy,Thank you.
Freddy,Thank you so much.
Tom Haverford,No worries.
Tom Haverford,You know the Snakehole's my favorite Pawnee hot spot.
Tom Haverford,I want to open up my own club one day.
Tom Haverford,"Maybe call it something like Cluba-Dub-Dub or The Clubmarine, sort of a submarine themed club."
Tom Haverford,Or Tom's Bistro.
Tom Haverford,"The word ""bistro"" is classy as [bleep]."
Freddy,"Tom, we are looking for a few top quality guys like yourself to become part owners."
Freddy,"A guy like you, with your political connections, I think you'd make a great asset."
Tom Haverford,I agree.
Tom Haverford,That's why I got into public service.
Tom Haverford,To help me.
Freddy,All right.
Freddy,"10,000 dollars a share."
Freddy,I need the money by Friday.
Tom Haverford,10000 dollars.
Tom Haverford,That's chump change.
Tom Haverford,"I will see you Friday with 10,000 dollars."
Freddy,"All right, partner."
Leslie Knope,I just don't get why the IOW would give that award to Ron.
Mark Brendanawicz,"Yeah, it's a bummer."
Leslie Knope,"One, he's not a woman."
Leslie Knope,"And two, they mentioned the Camp Athena project in that letter."
Leslie Knope,That's my project.
Leslie Knope,I started that.
Leslie Knope,It was my brainchild.
Leslie Knope,Why would Ron start a camp for troubled girls?
Mark Brendanawicz,He wouldn't?
Leslie Knope,Exactly.
Leslie Knope,I deserve that award.
Leslie Knope,That award is mine.
Leslie Knope,Not his.
Leslie Knope,It's mine.
Mark Brendanawicz,You know what you should do?
Leslie Knope,"I know, I already started a list."
Leslie Knope,"""Write an email to Barack Obama."""
Leslie Knope,"""Lock myself in my office and scream until I lose my voice."""
Leslie Knope,That's all I have so far.
Mark Brendanawicz,I was gonna suggest maybe you just go and talk to him.
Mark Brendanawicz,You're only gonna get more resentful if you don't.
Leslie Knope,Hmm.
Mark Brendanawicz,"Hey, Ann."
Mark Brendanawicz,How--
Leslie Knope,Ann.
Leslie Knope,I have so much I need to tell you right now.
Mark Brendanawicz,"Hey, Ann."
Mark Brendanawicz,Leslie would like to talk to you for a moment.
Mark Brendanawicz,Is that all right?
Mark Brendanawicz,Good.
Tom Haverford,Jean-Ralphio.
Jean-Ralphio Saperstein,Big T!
Jean-Ralphio Saperstein,"What it do, nephew?"
