Character,Line
Ben Wyatt,"I've got to say that this report is quite impressive, Miss Knope."
Leslie Knope,"Thank you very much, Mr. City Manager."
Leslie Knope,And I have to say that the way that you're rockin' those slacks is quite impressive as well.
Ben Wyatt,"Well, thank you."
Ron Swanson,"Can we hurry this up, please?"
Ben Wyatt,What?
Ben Wyatt,"There's nothing wrong with acknowledging the fantastic work of one of your employees, especially if she's adorable."
Leslie Knope,"I am back at the parks department, and Ben is city manager, but we're married, so it's kosher."
Leslie Knope,And awesome.
Leslie Knope,We live together
Ben Wyatt,And work together.
Leslie Knope,And we are so In sync
Ben Wyatt,That we finish each other's
Leslie Knope,Sentences!
Leslie Knope,We rehearsed that at home.
Leslie Knope,Naked in bed.
Ben Wyatt,What!
Leslie Knope,What!
Ron Swanson,Please stamp the form.
Ben Wyatt,I just want to admire it one more time.
Ben Wyatt,"Again, fantastic work."
Ben Wyatt,"In fact, such good work I think I'm in love with you."
Leslie Knope,"Oh, my God, that's great news, 'cause I'm in love with you too."
Ben Wyatt,What?
Leslie Knope,What?
Ron Swanson,Stamp the form.
Leslie Knope,"Okay, let's not let Ron feel left out."
Leslie Knope,"We love you too, Ron."
Ron Swanson,Stamp the damn form.
Leslie Knope,Group hug!
Ben Wyatt,"Oh, I'm down for a group hug."
Ben Wyatt,Little G.H.
Ben Wyatt,Bring it in.
Ben Wyatt,Come on
Leslie Knope,Wow.
Leslie Knope,I think our love made him angry.
Ben Wyatt,I think he broke my wrist.
Ben Wyatt,I'm not kidding.
Leslie Knope,Really?
Chris Traeger,"Good morning, Ann Perkins."
Chris Traeger,How are you feeling today?
Ann Perkins,Perfect.
Ann Perkins,Except that I'm a whale and that my feet already kill.
Chris Traeger,Whales don't have feet.
Ann Perkins,I am a crazy shape.
Ann Perkins,"This morning when I got out of bed, I just tipped forward like a poorly made bowling pin."
Ann Perkins,Did I mention that my feet kill me all the time?
Chris Traeger,Oh!
Chris Traeger,Let me rub them.
Chris Traeger,"Oh, wait."
Chris Traeger,No.
Chris Traeger,I read something on raddadsolutions.net that there's a pressure point in the foot that could induce labor.
Ann Perkins,"Oh, it doesn't matter."
Ann Perkins,I don't care.
Ann Perkins,I'm gonna go choke down those horse pills I have to take every day.
