Character,Line
Ann Perkins,"Mr. Hotate, hi."
Ann Perkins,Thank you for coming.
Ann Perkins,Would you like some water?
Ken Hotate,Water?
Ken Hotate,Like fire water?
Ken Hotate,"That's racist, and I do not appreciate it."
Ann Perkins,"No, no, no, no, no."
Ann Perkins,I didn't mean it like that.
Ann Perkins,"I just meant, you know"
Ken Hotate,I'm just messing with you.
Ann Perkins,"Oh, my God!"
Leslie Knope,He's funny.
Leslie Knope,This guy's funny.
Leslie Knope,He does that sometimes.
Ken Hotate,But seriously.
Ken Hotate,I'll have a whiskey.
Leslie Knope,"Ken Hotate is the leader of the Wamapoke people, and we are trying to get them involved in our Pawnee Commons project."
Leslie Knope,Ken and I get along great.
Leslie Knope,"But historically, Pawnee's relationship with the Wamapoke has been more Murdery."
Ken Hotate,What about and I'm just spitballing here a large neon advertisement for the Wamapoke casino?
Ken Hotate,"We have a new slogan that I'm quite proud of: ""Our slots are downright filthy."""
April Ludgate,I think it's a slam dunk idea.
April Ludgate,I think we're done here.
Leslie Knope,I don't I don't think we are.
Leslie Knope,I don't know if we could put that in a public park.
Ken Hotate,"In that case, the playground will be great."
Ken Hotate,Why don't we retire to my longhouse and smoke the ceremonial peace pipe to celebrate?
Ann Perkins,Is he joking?
Leslie Knope,I don't know.
Ann Perkins,"Well, well, well."
Ann Perkins,If it isn't Mr. Best Man and Bachelor boy.
Chris Traeger,"Ann Perkins, Maid of Honor, are you ready for the bachelorette party?"
Ann Perkins,"Uh, more than ready."
Ann Perkins,"We've got dancing, Jello shots, private karaoke, and anything that can be penis shaped will be penis shaped."
Leslie Knope,Ohhh!
Ann Perkins,What?
Ann Perkins,"As Leslie's maid of honor, I really need her bachelorette party to go well."
Ann Perkins,Which is why I'm stress eating gummy penises.
Leslie Knope,What are you losers doing for your bachelor party?
Chris Traeger,I told Ben he could do whatever he wants.
Chris Traeger,Sky is the limit.
Chris Traeger,"We have Haverford, Swanson, Dwyer Jerry forced his way in there somehow things are bound to get crazy."
Ben Wyatt,The game is Settlers of Catan.
Ben Wyatt,The object is be the first to build a civilization on this fictional island.
Tom Haverford,I can't believe this is what you want to do for your bachelor party.
Ben Wyatt,"Look, guys, we don't have to play this game if you don't want to."
Ben Wyatt,"I mean, I'm nationally ranked, so it isn't even really fair."
Chris Traeger,"Ben, this is your night."
Chris Traeger,We do what you want to do.
Chris Traeger,"Come on, let's play."
Ben Wyatt,"I'm not a big bachelor party kind of guy, so when the guys asked me what my perfect night would be, I told them the truth beer and board games."
Ben Wyatt,They thought I was kidding.
Ben Wyatt,I was not kidding.
April Ludgate,"Is this gonna be one of those cool bachelorette parties where things get out of control and we murder someone, and then we all have to take a blood oath to never reveal our secret?"
Leslie Knope,No.
April Ludgate,Then I might have to leave early.
Leslie Knope,What the hell?
Jeremy Jamm,"Well, well, well."
Jeremy Jamm,Don't you ladies look nice For once?
Jeremy Jamm,Just kidding.
Jeremy Jamm,I've actually always been attracted to this one.
Leslie Knope,"Jamm, what the hell are you doing?"
Kathryn Pinewood,We're laying the groundwork for Pawnee's newest restaurant.
April Ludgate,"""Future home of Paunch Burger."
April Ludgate,"Start drooling, fatties""?"
Leslie Knope,"Look, the deal was that both of us had three months to get our proposals together, and then we put it up for a vote."
Leslie Knope,We still have two weeks left.
Jeremy Jamm,"Yeah, that's true."
Jeremy Jamm,"However, here's the problem."
