Character,Line
Andy Dwyer,"I'd have to check, but I'm pretty sure we can handle that."
Andy Dwyer,I do have one question.
Andy Dwyer,Hold on.
Leslie Knope,"Oh, my God."
Leslie Knope,Andy!
Andy Dwyer,"Oh, my Sorry."
Leslie Knope,Andy.
Leslie Knope,Are you getting sick?
Leslie Knope,"It's flu season again, and I cannot get sick."
Leslie Knope,Stock up on Kleenex.
Leslie Knope,Don't touch your face.
Leslie Knope,Don't touch anything.
Leslie Knope,People are dropping like flies.
Leslie Knope,We already had to quarantine Larry.
Jerry Gergich,"Leslie, I don't feel good."
Jerry Gergich,Can't I just work from home?
Leslie Knope,"The tent is your home now, Larry."
Leslie Knope,We already forwarded your mail.
Andy Dwyer,"Oh, well, here's something that's going to make you feel really good."
Andy Dwyer,Guess who I just secured as the headliner for the Unity Concert.
Andy Dwyer,Chipp McCapp!
Leslie Knope,No!
Andy Dwyer,Yes!
Leslie Knope,Nice!
Leslie Knope,"Wait, no, I don't want to touch your hand."
Leslie Knope,Chipp McCapp is the most amazing 17 year old country singer in the entire world.
Leslie Knope,He's like Indiana's sweetheart.
Andy Dwyer,We are huge Chippmunks.
Andy Dwyer,That's what his fans call themselves.
Andy Dwyer,I don't know why.
Andy Dwyer,Chippmunks.
Andy Dwyer,Because of the animal?
Andy Dwyer,"No, that's too simple."
Leslie Knope,Yeah.
Leslie Knope,Okay.
Leslie Knope,"His latest song, Beautiful Like My Mom parentheses Support the Troops has, like, two million hits on YouTube."
Chipp McCapp,"She don't care about no fancy trends She's just a mom from old South Bend Get home safe, boys, and thank you for protecting our freedom."
Andy Dwyer,Let's play it again.
Leslie Knope,Play it again.
Tom Haverford,"Today at a local vineyard, a bunch of sommeliers, AKA wine experts, are going to be competing for their certification."
Tom Haverford,I'm going to hire the best one at my new restaurant.
Tom Haverford,Tom's Bistro.
Tom Haverford,People that convince other people to buy expensive stuff they don't need.
Tom Haverford,Those are the real heroes.
Tom Haverford,Donna.
Tom Haverford,April.
Tom Haverford,Wine Country train is leaving the station.
Tom Haverford,You ready?
Craig Middlebrooks,I want to come.
Craig Middlebrooks,I love wine and everything about it.
Craig Middlebrooks,"The soil, the vines."
Craig Middlebrooks,I studied botany for three years at Purdue University.
Craig Middlebrooks,"Go, Boilermakers!"
Ron Swanson,"There will be alcohol there, so I will go, as well."
Ben Wyatt,"Well, maybe I'll tag along."
Ben Wyatt,I don't have anymore work to do.
Ben Wyatt,Maybe it will be relaxing.
Tom Haverford,I didn't invite any of you.
Tom Haverford,I started with two cool people and I ended up with a bunch of grandpas.
Tom Haverford,"Listen, grandpas."
Tom Haverford,"When we get to the vineyard, there'll be a lot of fancy people there."
Tom Haverford,"Please, I beg you, don't embarrass me."
Ben Wyatt,How would we embarrass you?
Tom Haverford,You're already doing it.
Tom Haverford,I begged you.
Andy Dwyer,"I guess, now that we've got Chipp McCapp as our headliner, I can get rid of my awesome wish list."
Leslie Knope,"Yeah, those are long shots."
Leslie Knope,"""Bob Dylan's friends?"""
Andy Dwyer,I just thought maybe they could get Bob Dylan to come.
Leslie Knope,Land Ho.
Leslie Knope,"God, I love them."
Leslie Knope,Everybody does.
Leslie Knope,But there's no way they're getting back together.
Leslie Knope,Their lead singer split 10 years ago.
Leslie Knope,He titled their last album We'll Never Reunite.
Jerry Gergich,Leslie?
Leslie Knope,No!
Leslie Knope,"Back in your tent, sicky."
Jerry Gergich,"I'm sorry, but Chipp McCapp's manager called."
Jerry Gergich,He has to drop out.
Leslie Knope,No!
Leslie Knope,"Okay, we need all hands on deck."
Leslie Knope,There are no hands to be on deck because everybody's at the winery.
Leslie Knope,"Okay, Andy, you and I need to handle this."
Leslie Knope,We need to be operating at maximum
Leslie Knope,"Oh, no."
Leslie Knope,"Damn it, Larry!"
Jerry Gergich,Sorry.
Tom Haverford,"Xander, my mander."
Tom Haverford,Tom Haverford.
Tom Haverford,"Owner, operator, and global ambassador for Tom's Bistro, opening this spring in Pawnee."
Xander,It's a pleasure to meet you.
Donna Meagle,Damn.
Donna Meagle,Look at that tie dimple.
Donna Meagle,Respect.
Tom Haverford,My main target for Tom's Bistro?
Tom Haverford,Xander Truffant.
Tom Haverford,He's the best young somm in the game.
Tom Haverford,I don't say this lightly.
Tom Haverford,He's basically the Bruno Mars of Indiana amateur wine tasting.
Xander,"If you'll excuse me, I must prepare for the tasting competition."
Xander,I pour saline water through my nose to clear the mucus from my smell centers.
Tom Haverford,That is the most beautiful thing I've ever heard.
April Ludgate,Man.
April Ludgate,It costs 200 dollars to get certified.
April Ludgate,I wanted to make fun of stupid people while I get drunk.
April Ludgate,My two true passions.
Donna Meagle,You want to futz with these fools?
Donna Meagle,I will bankroll you.
April Ludgate,Really?
Donna Meagle,"Oh, hell, yeah, pimp."
Donna Meagle,Sounds like fun.
April Ludgate,Thank you.
April Ludgate,"April Ludgate, professional drinker."
Extra,"Uh, where did you study, Ms. Ludgate?"
April Ludgate,The Wine Academy.
Extra,The Wine Academy?
Extra,In Bordeaux?
April Ludgate,Yes.
Extra,"Carol, make sure she's in Group A."
Craig Middlebrooks,"Uh, excuse me."
Craig Middlebrooks,"I want in, too."
Craig Middlebrooks,"I know I don't look the part, but I know everything about wine and I will prove it."
Craig Middlebrooks,"My name is Craig Middlebrooks, and this is my debit rewards card."
Ben Wyatt,"Why wouldn't you run this by me first, Dad?"
Ben Wyatt,Whatever.
Ben Wyatt,"Sorry, just weird family business."
Ron Swanson,Sounds private.
Ron Swanson,No need to discuss it with me.
Ben Wyatt,"My parents had this small, little vacation house on Lake Hubbard."
Ben Wyatt,"And now, they've sold it without telling the rest of us."
Ron Swanson,Did you not hear me say there was no need to discuss it with me?
