Character,Line
Ron Swanson,"""Thank you, Old Gus, for brightening our lives, our hearts, and most importantly, our shoes."""
Leslie Knope,This truly is a day of mixed emotions for me.
Leslie Knope,"I'm sad that Old Gus is leaving, but it allows me to help Andy restart his life as Pioneer Hall's new shoeshine guy."
Old Gus,"Well, I've been listening to your boring speeches for the last 50 years, and now it's time for you to listen to one of mine."
Old Gus,"You know, a day like this makes a man reflect upon his life, and I've come to the conclusion that I've completely wasted mine."
Old Gus,"And just for the record, I never ever liked being called ""Old Gus."""
Old Gus,"I didn't understand it when I was in my 20s, and I sure hate it now."
Old Gus,"So go to hell, every single one of you."
Old Gus,"Screw Pawnee, and screw your damn shoes."
Andy Dwyer,"Oh, God."
Andy Dwyer,That's classic.
Leslie Knope,"So, I propose that we change our name from the Subcommittee for Pit Beautification to the Subcommittee for Lot Beautification."
Leslie Knope,"April, stop that."
Leslie Knope,Who are you texting?
April Ludgate,You.
Leslie Knope,Aw.
Leslie Knope,She's texting me.
Leslie Knope,I'm sorry you're bored.
Mark Brendanawicz,"Uh, hey, everyone."
Mark Brendanawicz,"Oh, hey, Ann."
Mark Brendanawicz,"Leslie, can I talk to you for a minute?"
Leslie Knope,Fine.
Leslie Knope,"Tom, you're in charge."
Leslie Knope,Keep the momentum going.
Leslie Knope,Keep these minds working.
Tom Haverford,"Absolutely, chief."
Tom Haverford,Okay.
Tom Haverford,"Would you rather be able to fly, or speak fluent French?"
Tom Haverford,"Donna, go."
Donna Meagle,French.
Mark Brendanawicz,"I don't wanna freak you out, but another department filed a planning claim for Lot 48."
Leslie Knope,Who?
Leslie Knope,No.
Mark Brendanawicz,Yeah.
Leslie Knope,Damn it.
Leslie Knope,The library?
Leslie Knope,"Pawnee's library department is the most diabolical, ruthless bunch of bureaucrats I've ever seen."
Leslie Knope,"They're like a biker gang, but instead of shotguns and crystal meth, they use political savvy and shushing."
Mark Brendanawicz,It's gonna be okay.
Mark Brendanawicz,It's not a done deal.
Leslie Knope,"Yeah, you're right."
Leslie Knope,Thanks for pulling me out of there.
Leslie Knope,"I need a good plan, though."
Leslie Knope,"You know, I don't wanna cause a panic."
Leslie Knope,"News flash, we're screwed."
Leslie Knope,We got a big problem with the library.
Tom Haverford,Punkass book jockeys.
Ann Perkins,Wait.
Ann Perkins,Why do we hate the library?
Leslie Knope,The library is the worst group of people ever assembled in history.
Leslie Knope,"They're mean, conniving, rude, and extremely well read, which makes them very dangerous."
Leslie Knope,And they're trying to steal Lot 48 for a new branch.
All,What?
Donna Meagle,Get out of here.
Leslie Knope,Yeah.
Leslie Knope,Yeah.
Jerry Gergich,On 48?
Ann Perkins,I actually think a library would be nice that close to my house.
April Ludgate,Let's bring the library down.
Leslie Knope,Yeah.
Ann Perkins,But I'm not about to say that in there.
Tom Haverford,A new branch?
Leslie Knope,Jerks.
Jerry Gergich,You're kidding.
Ann Perkins,"Oh, I hate them."
Leslie Knope,Okay.
Leslie Knope,We need to make contact with someone there.
Leslie Knope,Does anybody know anybody that works at the library?
Mark Brendanawicz,"Well, we actually kind of do."
Mark Brendanawicz,The new Deputy Director of the department is Tammy Swanson.
Leslie Knope,Ron's ex-wife?
Leslie Knope,That's terrific.
Leslie Knope,Or is that awful?
Leslie Knope,"I mean, he hates her, but he knows her."
Leslie Knope,Everything's okay.
Leslie Knope,Or is it just the same?
Tom Haverford,"Leslie, you're thinking out loud again."
Leslie Knope,Am I?
Leslie Knope,I am.
Ron Swanson,Of course.
Ron Swanson,That bitch of an ex-wife is working for the library now.
Ron Swanson,That is perfect.
Ron Swanson,The worst person in the world working at the worst place in the world.
Leslie Knope,I have to go talk to her.
Leslie Knope,And you got to give me something I can use.
Leslie Knope,Does she have any weaknesses?
Ron Swanson,No.
Leslie Knope,"What do you mean, no?"
Leslie Knope,Everybody has a weakness.
Ron Swanson,Not machines.
Ron Swanson,I honestly believe that she was programmed by someone from the future to come back and destroy all happiness.
Leslie Knope,I see.
Leslie Knope,"I knew that you had two ex-wives named Tammy, so I was hoping that there was one that you got along with and--"
