Character,Line
Leslie Knope,Hey!
Leslie Knope,What the hell is this?
Ron Swanson,I'm guessing it's my latest budget cut proposal based on your rage sweat.
Leslie Knope,"First of all, I am rage glowing."
Leslie Knope,"Second, you wanna cut funding for the Pawnee Palms Public PuttPutt?"
Leslie Knope,What did the P.P.P.P.P. ever do to you?
Leslie Knope,"Ron is very antigovernment, and he has that philosophy, but there are just certain things that you don't cut."
Leslie Knope,"Schools, police, minigolf, merrygorounds, parades, gazebo repair, roads and bridges, whatever."
Leslie Knope,"Pretty gardens, hummingbird feeders."
Ron Swanson,I believe in cutting useless government projects.
Ron Swanson,"I also believe in cutting useful projects, future projects, and past projects."
Ron Swanson,The Hoover Dam is a travesty.
Leslie Knope,You also believe in making furniture.
Leslie Knope,Why don't you go solder a chair instead?
Ron Swanson,Do you expect me to make a chair out of transistor chips and small wires?
Ron Swanson,"Look, the defunding of the minigolf course is on the agenda for the city council meeting tomorrow."
Ron Swanson,I'm sure you'll argue against it with your trademark vigor.
Leslie Knope,"Oh, I will argue, and I'm gonna win."
Leslie Knope,"That puttputt is gonna be around forever, and when I am done with it, it'll attract more visitors than the Hoover Dam."
Leslie Knope,And it'll produce double the amount of electricity.
Ron Swanson,How?
Leslie Knope,I'll figure it out.
Leslie Knope,It already has windmills.
Leslie Knope,Who cares?
Leslie Knope,"Councilmen, I have something to discuss with you, but before I do, can I just point out how handsome the both of you look today?"
Jeremy Jamm,"Yeah, I know."
Councilman Milton,I feel very ill.
Leslie Knope,"Okay, well, tomorrow we are voting on funding for the minigolf course, and personally, I think it is great for families, it's a great job creator, and it's extremely cute."
Leslie Knope,I'm wondering which way you two are leaning.
Councilman Milton,"Well, the last time I was there, I saw kids of all races getting along and playing."
Councilman Milton,It was terrible.
Councilman Milton,So I'm voting to get rid of it.
Leslie Knope,At least you have a good reason.
Leslie Knope,"Well, Howser is with me."
Leslie Knope,Milton is with Dexhart.
Leslie Knope,"Jeremy, you're the swing vote."
Leslie Knope,What do you think?
Jeremy Jamm,Hmm.
Jeremy Jamm,"Well, on the one hand, I love cutting government programs."
Jeremy Jamm,"On the other hand, minigolf rules."
Jeremy Jamm,"And on the third hand, I hate both you and Ron Swanson."
Jeremy Jamm,So this one could go either way.
Jeremy Jamm,I'm kind of a badass wild card.
Leslie Knope,"Hey, what are you doing tonight?"
