Character,Line
Extra,I will certify the results after all the precints have reported.
Extra,A final tally within 1% would trigger an automatic recount.
Extra,"In the event of an exact tie, the seat is awarded to the male candidate, and the female candidate is put in jail."
Leslie Knope,"Once again, I have to object."
Extra,"I don't think it would hold up in court, but it is city law."
Extra,Any questions?
Ben Wyatt,"Yes, actually."
Ben Wyatt,At the 11th hour the Newports are trying to install these voting machines at several precincts around town.
Ben Wyatt,Watch what happens when I vote for Bobby Newport.
Extra,Good choice.
Extra,Enjoy a voucher for a complimentary Sweetums candy bar.
Jennifer Barkley,Shouldn't we be rewarding our citizens for voting?
Leslie Knope,"I'm never against anyone getting a candy bar, but watch what happens when you vote for me."
Extra,Are you sure?
Extra,Take a second and think it over.
Leslie Knope,Then you have to press it again.
Extra,"To cancel your vote and select someone better, press the Sweetums logo."
Jennifer Barkley,I'm sorry.
Jennifer Barkley,I just don't see the problem.
Leslie Knope,Bobby Newport and I are separated by a razor thin margin.
Leslie Knope,Could go either way.
Leslie Knope,"I've only slept nine hours over the past four days, so I'm right on the verge of a nervous breakdown."
Leslie Knope,This isn't a bagel.
Tom Haverford,Party starts at 7:00 in the historic Jermaine Jackson Ballroom at the Pawnee Supersuites.
Tom Haverford,"It is no longer ""A Pimps n' Hoes"" pajama party."
Tom Haverford,That idea was nixed by a certain uptight nerd who shall remain nameless.
Tom Haverford,"By 10:00, we should know if Leslie won the election, but more importantly, tonight, Ann and I are getting back together."
Ann Perkins,"Oh, right, because of the dream you had?"
Tom Haverford,Last night at approximately 2:30 A.M.
Tom Haverford,I woke up from a dream that felt so real that it had to be a premonition.
Tom Haverford,"Me, Drake, and the Tmobile girl were playing baccarat on a private jet."
Tom Haverford,"Ann Perkins walks up to me, and she says, ""Tommy, tomorrow night, I'm taking you back."
Tom Haverford,""" Then Blue Ivy Carter highfived me and gave me $40 million."
Tom Haverford,It was all so real.
Leslie Knope,The reason why Bobby and I are appearing together is to send the message that everyone should get out and vote no matter who they're voting for.
Bobby Newport,That's right.
Bobby Newport,Another awesome point by Leslie.
Bobby Newport,That's why I'm voting for you.
Bobby Newport,What's so funny?
Leslie Knope,They're laughing at your joke.
Bobby Newport,What joke?
Bobby Newport,I am voting for you.
Leslie Knope,You're not voting for yourself?
Bobby Newport,"Leslie, you can't vote for yourself, I don't think."
Bobby Newport,I'm pretty sure that's illegal.
Leslie Knope,Anything else?
Jennifer Barkley,"Hey, you did an unbelievable job on this campaign, Ben."
Jennifer Barkley,My partners back in Washington think so too.
Ben Wyatt,"Well, Leslie gets the credit."
Ben Wyatt,Not me.
Jennifer Barkley,Look.
Jennifer Barkley,"Your opponent is legendarily stupid and I phoned it in pretty hard, but you have a knack for this."
Jennifer Barkley,I'm running congressman Murray's reelection bid.
Jennifer Barkley,"Ohio, 19."
Jennifer Barkley,I need someone to coordinate out of D.C.
Jennifer Barkley,You want to do it?
Ben Wyatt,"Yeah, that sounds great, but the Pacers called, and they're asking me to be their starting point guard."
Jennifer Barkley,"I'm being serious, Ben."
Ben Wyatt,What?
Ben Wyatt,"What, you trust me with a congressional campaign?"
Ben Wyatt,Is this a trick?
Jennifer Barkley,No.
Jennifer Barkley,This is a job offer.
Jennifer Barkley,Give me your answer soon.
Jennifer Barkley,I need you in Washington in two days.
Bobby Newport,Look at that thing.
Bobby Newport,What is that?
Leslie Knope,Don't touch it.
Chris Traeger,Ann Perkins.
Chris Traeger,Can I ask your advice on something?
Ann Perkins,Sure.
