Character,Line
Ben Wyatt,Are you ready?
Leslie Knope,Yes!
Ben Wyatt,"No, babe."
Ben Wyatt,Are you ready?
Leslie Knope,Yes?
Ben Wyatt,I got fired from running the Sweetums Foundation.
Leslie Knope,Thanks to me.
Leslie Knope,"Sorry, again."
Ben Wyatt,"Hey, blessing in disguise."
Ben Wyatt,"I took a job at this accounting firm, they've tried to hire me three times, I finally gave in."
Ben Wyatt,"But I've had a week off in between jobs, and I've been cooking up something pretty big."
Leslie Knope,"The last time he was in between jobs, he got deep into claymation, so this should be different, hopefully."
Ben Wyatt,"Presenting ""The Cones of Dunshire,"" a brand new gaming experience."
Ben Wyatt,"Two wizards, a Maverick, the arbiter, two warriors, a corporal, and a ledgerman."
Ben Wyatt,"Now, the ledgerman just keeps score, and he wears this hat."
Leslie Knope,"Oh, boy."
Ben Wyatt,"Now, the object is to accumulate cones."
Ben Wyatt,"Four cones wins, but in order to get a cone, you have to build a civilization."
Ben Wyatt,The other amazing thing is the challenge play.
Ben Wyatt,"Actually, let me tell you more about the trivia cards, 'cause you're gonna need to know about roadblocks first."
Ben Wyatt,"Nah, never mind."
Ben Wyatt,The thing about the challenge play is that it's basically the gameâ¦ in reverse.
Ben Wyatt,Then you roll three dice to see how many dice you roll with.
Ben Wyatt,"Oh, 16."
Ben Wyatt,"Perfect, lots of choices."
Ben Wyatt,"Okay, each turn goes: Roll, buy, action."
Ben Wyatt,"I mean, obviously, this would be much taller in the real game."
Ben Wyatt,But the corporal can veto.
Ben Wyatt,This should be green too.
Ben Wyatt,How did this happen?
Ben Wyatt,Are the cones a metaphor?
Ben Wyatt,"Well, yes and no."
Leslie Knope,What is this called again?
Ben Wyatt,"""The Cones of Dunshire."""
Ben Wyatt,"Oh, my God, the Maverick should be able to trade lumber for agriculture credits."
Ben Wyatt,How have I not thought of this before?
Ben Wyatt,"This is nothing, right?"
Leslie Knope,When do you go back to work again?
Ben Wyatt,Tomorrow.
Ben Wyatt,It's fine.
Ben Wyatt,I'll just throw this in the garbage.
Jeremy Jamm,"As soon as Knope is gone, these are going up all over Chambers."
Jeremy Jamm,Jamm for three!
Leslie Knope,Ha ha!
Leslie Knope,"What, are you trying to build a house with those bricks?"
Councilman Milton,Ooh!
Councilman Milton,The girl is attacking me.
Councilman Howser,Any new business before we adjourn?
