Character,Line
Leslie Knope,"Okay, everybody."
Leslie Knope,The Harvest Festival is tomorrow.
Leslie Knope,And I am so proud of all of you.
Leslie Knope,You've worked so hard.
Leslie Knope,You're amazing.
Leslie Knope,"So, I have a surprise."
Leslie Knope,"And it is possibly the best thing to potentially ever happen to anyone, anywhere, in the history of the universe."
Leslie Knope,"Ladies and gentlemen, the world famous Little Sebastian."
Tom Haverford,What?
Leslie Knope,Yes.
Tom Haverford,No way!
Andy Dwyer,"Oh, my God."
Tom Haverford,I never thought I'd get to meet him.
Tom Haverford,It's really him.
Ron Swanson,"Well done, Leslie."
Ron Swanson,Well done!
Leslie Knope,"Little Sebastian made his debut at the last Harvest Festival in 1987, and he was an instant phenomenon."
Leslie Knope,That week he was the eighth most photographed object in America.
Leslie Knope,"So suck it, the Alamo."
Ben Wyatt,"So, what am I missing?"
Ben Wyatt,What's the deal with this pony?
Tom Haverford,"He's not a pony, Ben."
Tom Haverford,He's a mini-horse.
Tom Haverford,There's a big difference.
Ben Wyatt,"Well, then, why is he so famous?"
Ben Wyatt,Does he do something?
Ben Wyatt,What does he do?
April Ludgate,"Yeah, he does being a mini-horse, and he does it better than anyone."
Ron Swanson,"Son, this horse has an honorary degree from Notre Dame."
Leslie Knope,We all need to be very careful.
Leslie Knope,Okay?
Leslie Knope,Remember.
Leslie Knope,This little guy is 25 now.
Leslie Knope,And he has cataracts in both eyes.
Leslie Knope,He has severe arthritis.
Leslie Knope,Jerry's going to look after him.
Jerry Gergich,"Yes, I am."
Jerry Gergich,We are both on the same diabetes medication.
Jerry Gergich,Are you my Glucotrol buddy?
Jerry Gergich,Are you?
Leslie Knope,Isn't it amazing?
Ben Wyatt,Yeah.
Ben Wyatt,I've just got to be honest.
Ben Wyatt,I don't know what the big deal is.
Leslie Knope,Get out.
Tanya,"Okay, couldn't you put Sue's Salads here?"
Leslie Knope,On Deep Fried Boulevard?
Tanya,It's just-- There's so many junk food places and only one salad stand.
Leslie Knope,"Well, we want to make money, not make people hate themselves."
Tanya,Salad's are my life.
Leslie Knope,"Of course, I'm sorry, you know what we'll do, we'll make Sue's Salads the official healthy choice of the festival."
Tanya,"Well that's great, thank you."
Leslie Knope,"Of course, nobody's going to come to your stupid booth anyway."
Leslie Knope,The Harvest Festival is the biggest thing I've ever done in my career.
Leslie Knope,"And if it fails, the Parks Department will be eliminated."
Leslie Knope,That's why we're going big.
Leslie Knope,"Seven days, over 30 different locations, 50,000 plus visitors and four hospitality kiosks."
Leslie Knope,"God, I've got to stop ending on that boring thing."
Leslie Knope,Clowns.
Leslie Knope,"No you cannot sell home-brewed water, and no I would not like to taste it."
Leslie Knope,"April, who's next?"
Ben Wyatt,"Man, you are just knocking these off."
Ben Wyatt,You're like a ninja crossed with a Jedi or something.
Tom Haverford,You're like a nerd mixed with a dork or something.
Ben Wyatt,"Tom, Star Wars is not that nerdy."
Leslie Knope,"No, Star Wars is not that nerdy."
Ben Wyatt,It's not.
Ben Wyatt,Everyone has seen it.
Leslie Knope,Everyone has seen it.
Ben Wyatt,Everyone.
April Ludgate,This guy's here.
Leslie Knope,"Hey, Ken."
Ken Hotate,"Hi, Leslie."
Leslie Knope,This is Ben and Tom.
Tom Haverford,That's a dope bolo.
Leslie Knope,This is Ken Hotate.
Leslie Knope,He is the tribal leader of the Wamapoke.
Leslie Knope,"I just said, hello honored guest. Although literally translated it means may you be blessed with a million possums."
Leslie Knope,The Wamapoke used to use possums as currency.
Leslie Knope,Have a seat.
Leslie Knope,"Ken, I know why you're here."
Leslie Knope,And just let me say that we really tried.
Ken Hotate,"I'm sorry, Leslie, but this is a big one."
Ken Hotate,I'm under a lot of pressure.
Ken Hotate,I'm going to need to formally ask you to move the carnival.
Ben Wyatt,I'm sorry.
Ben Wyatt,What's going on?
