Character,Line
Ben Wyatt,So what do we got so far?
Ben Wyatt,We need big ticket items.
April Ludgate,I got the Red Hot Chili Peppers to send us a signed guitar.
Leslie Knope,"That's great, April."
Leslie Knope,How'd you do that?
Leslie Knope,"It's a long story, but the short version is, I'm currently catfishing Anthony Kiedis."
Leslie Knope,"We're throwing a charity auction to raise money for the unity concert, and we're gonna need it too, if I'm gonna perform Islands In the Stream with a Sacagawea hologram."
Leslie Knope,"Plus, we need lights, generators, microphones, water, that boring stuff too."
Ben Wyatt,Why don't we put a pin in this?
Ben Wyatt,'Cause we have to do that thing.
Leslie Knope,"Oh, yeah."
Leslie Knope,"Oh, yeah, okay."
Leslie Knope,"All right, yep."
Ben Wyatt,"Just, likeâ¦"
Leslie Knope,"Everybody, keep working."
Leslie Knope,We'll be back.
Ben Wyatt,"Andy, hey, you haven't told anyone about the baby, right?"
Andy Dwyer,"No, but my brain is about to explode from stress."
Andy Dwyer,I am not good at keeping secrets.
Andy Dwyer,That's exactly what I told Kyle when he told me his wife was cheating on him.
Kyle,"Andy, come on!"
Andy Dwyer,Ah!
Andy Dwyer,See?
Andy Dwyer,Oh!
Kyle,"Not cool, man."
Andy Dwyer,"Not him, not that Kyle."
Leslie Knope,"Okay, we are going to have a doctor's appointment, and then after that, we can probably tell people."
Leslie Knope,"So just hang in there, please."
Andy Dwyer,I can do this.
Andy Dwyer,People do this.
Andy Dwyer,People keep secrets.
Andy Dwyer,My neighbor Eric he's kept a secret for 20 years.
Andy Dwyer,He's in Witness Protection.
Leslie Knope,Okay.
Donna Meagle,You wanted to see me?
Ron Swanson,Yes.
Ron Swanson,I need to ask you for a favor.
Donna Meagle,What?
Donna Meagle,Ron Swanson asking for help?
Ron Swanson,"Keep your voice down, woman!"
Ron Swanson,Part of the unity concert is a youth revue about the history of Pawnee.
Ron Swanson,"They require volunteers, so I want you to come with me to my daughters' public elementary school to help make costumes."
Donna Meagle,The elementary school?
Donna Meagle,"I'll do you this solid, but you're gonna have to keep an eye out for my ex-boyfriend Joe."
Donna Meagle,"He teaches music at that school, and he is a nightmare."
Donna Meagle,He's my Tammy.
Ron Swanson,Your Tammy?
Ron Swanson,"Donna, my two ex-wives are the worst people in the world."
Ron Swanson,Tammy two once seduced a coroner and had me declared legally dead just so she could get a discount on a plane ticket.
Donna Meagle,"When I'm with Joe, he turns me into a person I don't like or recognize."
Donna Meagle,I go insane.
Donna Meagle,All I'm asking is for you to keep him away from me.
Ron Swanson,I understand this problem well and agree to this exchange of services.
Leslie Knope,"We need to raise a minimum of $30,000 from the auction, or else the concert's gonna be in trouble."
Leslie Knope,What else can we auction off?
Leslie Knope,What about those fish?
Leslie Knope,Think they're valuable?
Leslie Knope,Cover me.
Ben Wyatt,Maybe you should start taking it easy.
Ben Wyatt,You're stressing out for two now.
Ben Wyatt,"Hmm, that's actually a pretty decent tshirt idea."
Leslie Knope,"Babe, I cannot slow down."
Leslie Knope,The concert is in three weeks.
Leslie Knope,"Look, I feel fine, and if you're worried, we can just ask Dr. Saperstein what he thinks."
Dr. Saperstein,"Someone say ""Saperstein""?"
Dr. Saperstein,"Come on, you two."
Dr. Saperstein,Let's saddle you up and put some jelly on the belly.
