Character,Line
Ron Swanson,Gentlemen.
Ron Swanson,Wildeness weekend is upon us.
Ron Swanson,There will be no video games.
Ron Swanson,There will be no Internet pads.
Ron Swanson,This weekend you have two parents: Me and Mother Nature.
Andy Dwyer,And I am Mother Nature's brother: Brother nature.
Andy Dwyer,But you can call me Andy.
Andy Dwyer,Or brother nature.
Andy Dwyer,Your call.
Ron Swanson,"Thank you, Andy."
Andy Dwyer,Brother nature.
Ron Swanson,For the last three years I have served as troop leader of the Pawnee Rangers.
Ron Swanson,This is our handbook.
Ron Swanson,I wrote the whole thing myself.
Leslie Knope,"Okay, it's time to give out the badges."
Leslie Knope,"Um, let's see."
Leslie Knope,"Emily, you get the badge for most community service."
Leslie Knope,"To Casey, the best penguin blog badge."
Leslie Knope,"To Abigail, flyest hairstyle."
Leslie Knope,And Ann gets the badge for second flyest hairstyle.
Ann Perkins,Oh!
Ann Perkins,I wasn't competing for that.
Leslie Knope,I'll say.
Leslie Knope,"Five years ago, a plucky fifthgrader wanted to join the Pawnee Rangers, but their executive council said what obnoxious jerks always say."
Leslie Knope,"""No."""
Leslie Knope,"""This is males only."""
Leslie Knope,"""Go start your own club."""
Leslie Knope,She couldn't.
Leslie Knope,So I did.
Leslie Knope,"We're called the Pawnee Goddesses, and we're freaking awesome."
Leslie Knope,"Hey, Ron, whose club do you think is better, yours or mine?"
Leslie Knope,The answer is mine.
Leslie Knope,Say mine is better.
Ron Swanson,It's not a competition.
Leslie Knope,"Oh, but it is."
Leslie Knope,Your club made it a competition when they kept girls out.
Leslie Knope,"Oh, my stars."
Leslie Knope,I'm just a little lady.
Leslie Knope,My fragile constitution cannot handle the fearsome outdoors.
Ron Swanson,"I have no problem with strong women, Leslie."
Leslie Knope,Who's Leslie?
Leslie Knope,"My name is Annabelle Vandergraf, and, y'all, I just fall to pieces when the sun shines on my haired."
Ron Swanson,"However, the Pawnee Rangers were founded because some boys want to go out into nature and learn traditional survival skills without being distracted by girls."
Leslie Knope,"Well, my awesome goddesses don't want to be distracted by losers."
Leslie Knope,"Say my club is better, Ron."
