Character,Line
Leslie Knope,"Well, one of the funner things that we do here in Pawnee is the annual Easter egg hunt."
Leslie Knope,"Tom hides the eggs, and I have to say he did an exceptional job this year."
Leslie Knope,I've been searching for 25 minutes and I haven't found a single egg.
Leslie Knope,And I'm an adult.
Tom Haverford,Oh.
Tom Haverford,"Yeah, I forgot to do that."
Leslie Knope,Maybe Tom's trying to make this year a challenge.
Leslie Knope,"And if so, he's succeeding."
Leslie Knope,I don't think a single egg has been found yet.
Leslie Knope,Let's keep looking.
Leslie Knope,We're gonna find one.
Leslie Knope,I'm going to see my mom.
Leslie Knope,She's a big mucky-muck in the county school system.
Leslie Knope,She's my hero.
Leslie Knope,How do I explain her?
Leslie Knope,She's as respected as Mother Teresa.
Leslie Knope,"She's as powerful as Stalin, and she's as beautiful as Margaret Thatcher."
Marlene Griggs-Knope,"In or out, Leslie."
Marlene Griggs-Knope,Doorway is creepy.
Leslie Knope,"Right, sorry."
Leslie Knope,Choosing in.
Marlene Griggs-Knope,"So, what do you want, Leslie?"
Leslie Knope,"Just here to gossip, gab, chat, stuff we do."
Leslie Knope,"But it looks like you're super busy, and I am super busy, so I shall bid you adieu."
Leslie Knope,Oh.
Leslie Knope,That's weird.
Leslie Knope,I just remembered something.
Leslie Knope,I have my own subcommittee now.
Leslie Knope,Yeah.
Leslie Knope,I'm sure you've heard something about it.
Leslie Knope,People are talking about it.
Marlene Griggs-Knope,No.
Leslie Knope,Oh.
Leslie Knope,Well.
Leslie Knope,"Anyway, we're having a town hall meeting tomorrow at 7:00 p.m. at the Smithfield Community Center."
Marlene Griggs-Knope,Mmm.
Leslie Knope,"Yeah, I'm leading it."
Leslie Knope,It's no biggie.
Leslie Knope,"I mean, it is."
Leslie Knope,It's a big deal.
Leslie Knope,"I mean, I don't know."
Leslie Knope,You know-- You want to come?
Marlene Griggs-Knope,Oh.
Marlene Griggs-Knope,"Honey, Geez."
Marlene Griggs-Knope,You know how busy I am.
Leslie Knope,I know.
Leslie Knope,I know.
