Character,Line
Tom Haverford,"So, we've been called out to this hiking trail because there's some reports that some teenagers are digging bags of dog poop out of the trash and having dog poop fights."
Leslie Knope,I don't believe it.
Leslie Knope,"Oh, my God."
Leslie Knope,It's real.
Tom Haverford,"Uh Yeah, I'm not gonna go deal with this."
Tom Haverford,I'm leaving.
Leslie Knope,Hey!
Leslie Knope,Hey!
Leslie Knope,Hello?
Leslie Knope,Boys!
Leslie Knope,I am Leslie Knope.
Leslie Knope,I work for the Department of Parks and Recreation.
Extra,Nice!
Leslie Knope,"Okay, all right."
Leslie Knope,Cool it!
Leslie Knope,Okay.
Extra,Get her shoes!
Leslie Knope,No!
Leslie Knope,That's disgusting!
Leslie Knope,What are you doing?
Leslie Knope,Help!
Leslie Knope,Help!
Leslie Knope,Help!
Leslie Knope,Tom!
Leslie Knope,Tom!
Leslie Knope,No!
Leslie Knope,Smells so bad!
Leslie Knope,Why would you think this was fun?
Leslie Knope,Really?
Leslie Knope,"Oh, really?"
Leslie Knope,Really?
Leslie Knope,"Oh, hey!"
Leslie Knope,Hey!
Leslie Knope,You like it?
Leslie Knope,Boom!
Leslie Knope,"Okay, here we go."
Leslie Knope,Who wants it?
Leslie Knope,"Whoo, missed it!"
Leslie Knope,Yeah!
Leslie Knope,"Actually, this is a little fun."
Leslie Knope,This is fun.
Extra,Get her hair!
Leslie Knope,Oh.
Leslie Knope,Ooh.
Jerry Gergich,"Hey, Tom."
Jerry Gergich,Check it out.
Jerry Gergich,Norton Construction just sent this over.
Tom Haverford,"Whoa, mama!"
Jerry Gergich,I love Great Lakes wine.
Tom Haverford,You can have the wine.
Tom Haverford,I want to take that cheese and do terrible things to it.
Leslie Knope,"No, no, no, no, no!"
Leslie Knope,"You know as well as I do that we are not allowed to accept gifts over 25 dollars, for corruption reasons."
Leslie Knope,We live in a fish bowl and the public is always watching.
Leslie Knope,That's why I go two towns over if I want to rent a movie with nudity in it.
Donna Meagle,Mmm.
Leslie Knope,"Yeah, I probably shouldn't have said that."
Leslie Knope,"But you cannot enjoy this basket, I'm so sorry."
Leslie Knope,"And so to avoid temptation, I am gonna lock it up."
Tom Haverford,"When you're in government, there's a million ways to exploit your power."
Tom Haverford,Have I ever given in to that temptation?
Tom Haverford,"No, never."
Tom Haverford,I'm not that kind of politician.
Tom Haverford,Official Parks and Rec business.
Tom Haverford,Just need to grab a quick hot dog.
Tom Haverford,"Sorry about that, little girl, you can have the next one."
Tom Haverford,"I have a moral code, and I never violate it."
Tom Haverford,"People look at me and they say, ""Wow, Tom."""
Tom Haverford,"""You are so pure, you're like a brown Superman with a beard that just stands for justice and truth and the American way."""
Leslie Knope,"So, Ann."
Leslie Knope,I asked April to create one of those social network Internet profiles for the Sullivan Street pit.
Leslie Knope,"So, are you guys ready for the debut?"
Tom Haverford,"Yes, can we cut that red ribbon around your monitor now?"
Leslie Knope,Absolutely.
Leslie Knope,I love a good ribbon cutting.
Leslie Knope,Oh.
Leslie Knope,"April, that's good."
Leslie Knope,Yeah.
Leslie Knope,Kids.
Ann Perkins,"Hey, look, the pit already has six friends."
Leslie Knope,"Oh, yeah."
Leslie Knope,Mark.
Leslie Knope,Mark's a friend.
Tom Haverford,"Well, you guys gotta see Mark's profile."
Tom Haverford,Look at the photos of these ladies on his page.
Ann Perkins,Wow.
April Ludgate,Ew!
April Ludgate,Sick.
Leslie Knope,Maybe those are his relatives.
Ann Perkins,"Yeah, maybe fake boobs run in his family."
Tom Haverford,Look at this lady.
Tom Haverford,She's got a thong on her face.
April Ludgate,"Oh, my God, his favorite movie is Dances With Wolves."
Leslie Knope,"Okay, we're good."
Leslie Knope,We'll keep checking in on this.
Ann Perkins,"Where is Mark, anyway?"
Leslie Knope,Attending yet another meeting of the old boys' club.
Leslie Knope,"Politics is full of boys' clubs, formal and informal."
Leslie Knope,Behind me are all the members of the city council over the past 30 years.
Leslie Knope,"And every day, as a woman, I have to walk past this wall of men."
Leslie Knope,It can be very upsetting.
Leslie Knope,Especially because of that guy.
Leslie Knope,"No matter what direction I move, he's always staring at my chest."
Leslie Knope,Hmm.
Leslie Knope,See?
Ann Perkins,What are they doing out there?
Leslie Knope,Wheeling and dealing.
Leslie Knope,Divvying up the empire.
Extra,"Oh, my wife got me this shirt."
Extra,She swears it makes me look thinner.
Mark Brendanawicz,It kind of does.
Leslie Knope,You know what we should do?
Leslie Knope,Let's go out there.
Leslie Knope,Let's bust up that old boys' club.
Leslie Knope,We're doing great work in the government.
Leslie Knope,We deserve to be included.
Ann Perkins,"Sure, yeah."
Ann Perkins,I could use a beer.
Leslie Knope,"Yes, Ann!"
Leslie Knope,"That's good, think like a man."
Leslie Knope,"April, we're leaving, you're in charge."
Leslie Knope,And it's because you're a woman!
Extra,"What, do you really like red tape and uphill battles?"
Mark Brendanawicz,"Hey, Leslie!"
Leslie Knope,Hey!
Mark Brendanawicz,What is up?
Leslie Knope,I'll tell you what's up.
Leslie Knope,A couple of ladies are coming to bust up your little boys' club.
Mark Brendanawicz,Awesome.
Mark Brendanawicz,Glad to have you.
