Character,Line
Ben Wyatt,"Okay, everybody, latest poll is Newport, 40%, Leslie, 32%, with everyone else way back."
Ben Wyatt,Now this debate is our best chance to close that gap.
Ben Wyatt,"Chris, Ann, and Tom, you guys will be talking to reporters, providing facts, general spin."
Ann Perkins,Spin team!
Chris Traeger,Spin team!
Chris Traeger,This is the best possible job for me.
Chris Traeger,I can literally make anything sound positive.
Tom Haverford,"Your house just burned down, and you lost all your money in the stock market."
Chris Traeger,It's a chance to start over.
Chris Traeger,"Fire is cleansing, and true wealth is measured by the amount of love in your life."
Chris Traeger,"If I had to have anybody tell me that I had cancer, I would want it to be me."
Ben Wyatt,"Ron, April, and Andy, you'll be throwing a party for our biggest donors."
Andy Dwyer,"Ooh, I can't believe our house is going to be full of rich people named Dottie and Todd and Rick."
Leslie Knope,Is the menu all set?
Ron Swanson,"Yes, I will be providing several slabs of my world famous Swanson ribs."
April Ludgate,And I will be providing my world famous $100 lap dances.
Andy Dwyer,Sweet!
Leslie Knope,No.
Ben Wyatt,Okay.
Ben Wyatt,The election is in two weeks.
Ben Wyatt,The debate is in nine hours.
Ben Wyatt,Let's get to work.
Leslie Knope,Wow.
Leslie Knope,Can't believe we're doing this here.
Leslie Knope,"Seats, like, 800 people."
Ben Wyatt,"Well, that's what you get when your opponent's the most famous person in town."
Leslie Knope,This is a lot bigger than my high school debate auditorium.
Ben Wyatt,4 feet. Exact same size as the podium you use in the Parks department.
Ben Wyatt,Opening statement.
Leslie Knope,I am Leslie Knope.
Leslie Knope,"I love this town, and I've worked my whole life to make it great."
Leslie Knope,I believe that I've earned your vote.
Leslie Knope,Bobby Newport believes he can buy it.
Ben Wyatt,You got this.
Leslie Knope,I got this.
Ben Wyatt,You could debate Newport in your sleep.
Leslie Knope,I have.
Ben Wyatt,I know.
Ben Wyatt,We sleep in the same bed.
Ben Wyatt,It's been hell.
Leslie Knope,I finally get a chance to stand in front of everyone and talk about the town that I love.
Leslie Knope,What if the town loves Bobby more than me?
Ben Wyatt,There's no way.
Ben Wyatt,You're going to destroy him.
Ben Wyatt,I'm going to wipe the floor with his face.
Ben Wyatt,You're going to rip out his spine with your teeth and then chew it up and gargle with it.
Leslie Knope,I love it when you're needlessly disgusting.
April Ludgate,"I'm trying to clean up for the party, but I swear to God, my arms can't move that way."
Tom Haverford,Leave it messy.
Tom Haverford,It doesn't matter.
Tom Haverford,Nothing matters.
Tom Haverford,Life is garbage.
April Ludgate,What happened?
Tom Haverford,Ann broke up with me.
Tom Haverford,For reals this time.
Tom Haverford,And all I did was call into this radio station and give her a sweet little shoutout.
Tom Haverford,So we're up in the club.
Tom Haverford,It's me!
Tom Haverford,We're dancing.
Tom Haverford,We're sweating.
Tom Haverford,Let's just say we got to second that night.
Tom Haverford,Kind of.
Extra,Me so horny.
Tom Haverford,This chick's name is Ann Perkins.
