Character,Line
Tom Haverford,Ann Perkins.
Tom Haverford,"What's happening, sweetheart?"
Ann Perkins,Just waiting for April.
Ann Perkins,"She's taking care of my house while I'm away, so--"
Tom Haverford,That's great.
Tom Haverford,Happy belated Valentine's Day.
Ann Perkins,Valentine's Day was a month ago.
Ann Perkins,Why are you giving it to me now?
Tom Haverford,Whatever.
Tom Haverford,Happy early Valentine's Day.
Tom Haverford,I saw this and I thought of you.
Tom Haverford,Hope you keep that somewhere special.
Ann Perkins,Okay.
Ann Perkins,"This is one of those nanny cam teddy bears, isn't it?"
Tom Haverford,What?
Tom Haverford,No.
Tom Haverford,"It's a regular, cameraless teddy bear."
Tom Haverford,"Just put it in your bedroom, don't even think about it."
Tom Haverford,It's a robot bear.
Tom Haverford,It's programmed to snuggle!
Donna Meagle,I'll take it.
Ann Perkins,"Donna, there's a camera in it."
Donna Meagle,I know.
Ann Perkins,All right.
Ann Perkins,That's basically it.
Ann Perkins,"Water the plants, get the mail."
April Ludgate,Can I read your mail?
Ann Perkins,No.
Ann Perkins,"Please, don't."
April Ludgate,Fine.
Ann Perkins,Oh.
Ann Perkins,"And here are the keys, and remember--"
April Ludgate,I know.
April Ludgate,Don't let Tom make a copy.
Ann Perkins,That's right.
Ann Perkins,Good.
Ann Perkins,I'm paying April 50 bucks to watch my house while I'm away.
Ann Perkins,"I would have asked Leslie, but I've seen the way she takes care of her house."
Ann Perkins,"Plus, there's always been a little distance between me and April."
Ann Perkins,"And I thought this would maybe, I don't know, give us a chance to get a little closer."
Ann Perkins,Maybe even--
April Ludgate,I don't like Ann.
Ann Perkins,Become friends.
Ann Perkins,Who knows?
Ron Swanson,"Leslie, this is Evelyn Rowshlind, from the mayor's office."
Leslie Knope,"Oh, hello!"
Leslie Knope,I've always dreamed of you.
Evelyn Rowshlind,Excuse me?
Leslie Knope,Meeting you.
Leslie Knope,What can I do for you?
Leslie Knope,Have a seat.
Evelyn Rowshlind,I prefer to stand.
Leslie Knope,Okay.
Evelyn Rowshlind,I have kind of an odd favor to ask.
Evelyn Rowshlind,"Mayor Gunderson was playing golf last week at Pawnee Municipal, and he brought his dog and--"
Leslie Knope,Rufus.
Leslie Knope,We all know Rufus.
Leslie Knope,Everybody loves Rufus.
Leslie Knope,He's a great dog.
Leslie Knope,Continue.
Evelyn Rowshlind,"Well, they were out on the sixth hole when suddenly, out of nowhere--"
Leslie Knope,Rufus was bitten by a possum?
Evelyn Rowshlind,Yes.
Evelyn Rowshlind,How did you know that?
Leslie Knope,It was Fairway Frank.
Leslie Knope,Fairway Frank is this awful possum who lives near the sixth hole of the public golf course.
Leslie Knope,"And he's actually number three on the Parks Department's Most Wanted Pest List, right behind the bats, who like to poop on the bell tower, and Poopy, the raccoon who poops all over the high school cafeteria."
Ron Swanson,Shouldn't you take this up with Animal Control?
Evelyn Rowshlind,Let's be honest.
Evelyn Rowshlind,Animal Control is not the most effective branch of our government.
Leslie Knope,They're a bunch of burned out morons.
Evelyn Rowshlind,"Well, you have the reputation as a person who gets things done, so we'd like you to form a little task force, find the animal and put it down."
Leslie Knope,A task force?
Evelyn Rowshlind,"Needless to say, the mayor will be very grateful for your help."
Leslie Knope,"Ma'am, the next time we speak, we shall be dancing on the grave of a possum."
Evelyn Rowshlind,Great.
Leslie Knope,Ron will show you around.
Ron Swanson,Right this way is the exit.
April Ludgate,"Yo, police!"
Andy Dwyer,"No, you're not."
Andy Dwyer,Coffee!
Andy Dwyer,You always know what to bring me.
April Ludgate,I only ever bring you coffee.
Andy Dwyer,"And it is my very favorite non-alcoholic hot drink, except for hot tea."
Andy Dwyer,"And hot orange juice, weirdly delicious."
Andy Dwyer,"Anyways, thank you so much."
Andy Dwyer,I need it.
Andy Dwyer,I got a really bad case of shoeshine head today.
