Character,Line
April Ludgate,"Andy got back from London two days ago, and he still has jet lag."
April Ludgate,It's really annoying.
April Ludgate,We're on totally different schedules.
April Ludgate,Last night he mowed the lawn at 2:00 in the morning.
April Ludgate,Andy!
April Ludgate,Andy!
Andy Dwyer,Get me a beer?
April Ludgate,All right.
April Ludgate,"As soon as I wake up he goes down, hard."
April Ludgate,This has to stop.
April Ludgate,"Babe, wake up."
Andy Dwyer,"That's my spaghetti, Chewbacca."
April Ludgate,Babe!
April Ludgate,"You hungry, Champion?"
April Ludgate,"Oh, my God, are you kidding me?"
Andy Dwyer,"Oh, man, I fell asleep again?"
April Ludgate,"Andy, you have got to stay up and get on a regular schedule!"
Andy Dwyer,Were you about to spray me with the hose inside the house?
April Ludgate,Yeah.
Andy Dwyer,I kind of want you to do it now.
April Ludgate,Okay.
Andy Dwyer,No no no no no no.
Ben Wyatt,"Okay, okay, okay."
Ben Wyatt,"Okay, just a reminder, guys, today is Leslie's last day as a city councilor, so everyone be extra supportive."
Ron Swanson,Already done.
Ron Swanson,"When she walked past me this morning, I gave her a kind nod."
Ben Wyatt,Heartwarming.
Ben Wyatt,"Also, I want to get her a present to cheer her up on her last day."
Ben Wyatt,Any ideas?
Donna Meagle,"A ""Sorry You Lost Your Dream Job"" gift?"
Donna Meagle,"Um, that's a tough one."
Donna Meagle,Stay away from wine.
Donna Meagle,Wine is crying juice.
Jerry Gergich,"Well, I mean, you know her better than anybody."
Jerry Gergich,What does she really want more than anything in the world?
Ben Wyatt,A nice candle!
Ben Wyatt,I'm screwed.
Jerry Gergich,"Andy, no!"
April Ludgate,No!
Jerry Gergich,"Oh, my God."
April Ludgate,Andy!
Andy Dwyer,I'll be right out.
Leslie Knope,"Well, this is the Pawnee City Council Chambers."
Leslie Knope,Your new home away from home.
Ingrid de Forest,"Well, technically, my home away from home is in Zurich."
Ingrid de Forest,But this is nice too.
Leslie Knope,Today is my last day as City-- Excuse me.
Leslie Knope,Let me try this again.
Leslie Knope,"Today is my last day asâ¦ Today is my last-- Today is my last day... You know what, you get the idea."
Leslie Knope,"My old friend Ingrid De Forest won the recall vote, and she's taking my place on Monday morning."
Leslie Knope,"But you know, luckily for me, I've processed all my feelings, and I've gone through the five stages of grief: denial, anger, Internet commenting, cat adoption, African dance, cat returning to the adoption place, watching all the episodes of Murphy Brown and not giving a flying fart."
Leslie Knope,How many stages is that?
Leslie Knope,I don't know.
Leslie Knope,The point is I'm fine now.
Ingrid de Forest,This must be hard for you.
Ingrid de Forest,"It's like what Sir Ian McKellen said to me the day I sold my boat to Karl Lagerfeld, ""Parting is such sweet sorrow."""
Leslie Knope,"Oh, my God."
Leslie Knope,What is your life?
Ingrid de Forest,"If it makes any difference, your work here was a real inspiration to me, and I am going to do my best to continue your legacy."
Leslie Knope,"Well, I appreciate the sentiment."
Ingrid de Forest,Leslie?
Leslie Knope,I'm sorry.
Leslie Knope,Was I singing Goodbye Yellow Brick Road out loud?
Ingrid de Forest,No.
Ingrid de Forest,"But, would you like to?"
Ingrid de Forest,I studied opera at the Sorbonne.
Ingrid de Forest,I'd be happy to harmonize.
Ingrid de Forest,Goodbye Goodbye Nah.
Leslie Knope,No.
Trevor Nelson,"And finally, here is a check for the entirety of the purchase of Rent A Swag."
Trevor Nelson,"And here is a personal note from my client, Dr. Saperstein."
Tom Haverford,"""Dear Tom, I win."""
Tom Haverford,"""You suck."""
Tom Haverford,"""Turn note over."""
Tom Haverford,"""You still suck."""
Tom Haverford,"""Turn note over."""
Tom Haverford,"Okay, Saperstein couldn't even face me himself?"
Tom Haverford,He had to send in his lackey.
Trevor Nelson,My client isn't at this meeting because he doesn't have to be.
Trevor Nelson,"Successful people, Mr. Haverford, use their money to get others to work for them."
Tom Haverford,"Mmm, that's an interesting idea, lawyer dude."
Tom Haverford,What if I give you five bucks to put a bag of poop in Saperstein's car?
Trevor Nelson,No.
Tom Haverford,"Ballpark me, how much would it cost?"
Trevor Nelson,10000 dollars.
Tom Haverford,"Counteroffer, why don't you just do it for the story?"
Trevor Nelson,"Goodbye, Mr. Haverford."
Dr. Saperstein,Is it done?
Dr. Saperstein,"Well, how many times did he turn the paper over?"
Dr. Saperstein,"Oh, that is disappointing."
Dr. Saperstein,"So, look at this baby."
Dr. Saperstein,That is the most symmetrical fetus I've ever seen.
Dr. Saperstein,This could be a superhero.
Chris Traeger,Dr. Saperstein.
Dr. Saperstein,Yes.
Chris Traeger,"I know that we should hate you because you destroyed our friend's business, but we love you so much."
Ann Perkins,We love you.
Dr. Saperstein,I'm lovable.
Dr. Saperstein,"So, do you want to know the sex?"
Chris Traeger,"Oh, my God Should we?"
Ann Perkins,"No, right?"
Ann Perkins,Or maybe yes?
Chris Traeger,Is there an option other than yes or no?
Dr. Saperstein,I'll tell you what I'm gonna do.
Dr. Saperstein,I'm gonna write it down.
Dr. Saperstein,"Then I'm going to put it in an envelope, seal it, and when you're ready, voila."
Ann Perkins,That'll be fun.
Chris Traeger,It's like the Oscars.
Ann Perkins,Let's get some food.
Ann Perkins,I'm starving.
Ann Perkins,"Wait, no, I have to pee."
Ann Perkins,"Wait, no, I have to barf!"
Ann Perkins,"Actually, all three."
Ann Perkins,Being pregnant is great.
