Character,Line
Leslie Knope,"I mean, there were rumors that they were gonna announce it next month."
Leslie Knope,But they must've gotten impatient.
Leslie Knope,Okay.
Leslie Knope,"Whatever they say, we need to come up with 10,000 possible responses to 10,000 possible scenarios."
Ben Wyatt,Okay.
Ben Wyatt,"Just to remind you, I don't work for the National Park Service."
Leslie Knope,"Yeah, yeah."
Leslie Knope,How are those scenarios coming?
Ben Wyatt,"Okay, look, before we go in there, you need to know something."
Ben Wyatt,He's here.
Leslie Knope,Who's here?
Ben Wyatt,The guy whose name you forbid me from saying out loud because it fills you with rage.
Ben Wyatt,"Look, I don't know who he's working for, but I guess he's part of one of the bidding groups."
Ben Wyatt,Are you gonna be able to be civil in there?
Leslie Knope,I'm perfectly civil.
Leslie Knope,He's the stupid garbage head doodoo face.
Ben Wyatt,Perfect.
Trevor Nelson,Thank you all for coming.
Trevor Nelson,"I'm Trevor Nelson, legal counsel to the Newport family."
Trevor Nelson,"The Newport Family Trust intends to sell a 25 square mile parcel of pristine, undeveloped land containing Lake Eagleton and the Southern Indiana Foothills."
Ben Wyatt,Why now?
Ben Wyatt,The Newports have owned this land for 100 years.
Trevor Nelson,"Thanks to the recent economic boom in Pawnee, real estate prices are at an all time high."
Trevor Nelson,"And in the words of Jessica Wicks Newport, heir to the entire Newport fortune, quote, ""It's time to trade those dumb old trees for a buttload of cash."""
Jessica Wicks,It is.
Jessica Wicks,It truly is.
Leslie Knope,"This land is begging to be a new national park, and it's in my own backyard!"
Leslie Knope,This could be my crowning achievement.
Leslie Knope,I could retire.
Leslie Knope,"I mean, I wouldn't."
Leslie Knope,I'm gonna work until I'm 100 and then cut back to four days a week.
Leslie Knope,"Oh, God."
Leslie Knope,I'm already so bored thinking about that one day off.
Leslie Knope,Maybe I'll go to law school or something.
Trevor Nelson,"We will select the finalists from a set of initial, sealed bids due at 5:00 p.m. tomorrow."
Trevor Nelson,Good luck.
Ben Wyatt,Okay.
Leslie Knope,Oh.
Leslie Knope,Cool.
Ben Wyatt,There he is.
Leslie Knope,What?
Leslie Knope,He's here?
Ben Wyatt,He is coming over.
Leslie Knope,I don't want to talk to him.
Leslie Knope,I should hide.
Leslie Knope,No.
Leslie Knope,He should hide.
Leslie Knope,He should run.
Leslie Knope,He should run away.
Leslie Knope,He should hide his stupid face.
Leslie Knope,He shouldn't be--
Ron Swanson,"Hello, Miss Knope."
Leslie Knope,"Hello, former strange person I used to friend."
Leslie Knope,You're looking very Ron like.
Ron Swanson,You have your same hair.
Leslie Knope,"No, I don't!"
Leslie Knope,I have bangs now!
Ron Swanson,"I've never known what bangs are, and I don't intend to learn!"
Leslie Knope,"Well, maybe you should!"
Ron Swanson,I left the Parks Department two years ago.
Ron Swanson,"Now I work in the private sector, running my own building and development company."
Ron Swanson,It's called Very Good Building and Development Company.
Ron Swanson,I wanted to convey the quality of our work without seeming flashy.
Ben Wyatt,So your company is involved with one of the bidders?
Mike Bean,"Hell yeah, pimp!"
Mike Bean,He's on Team Gryzzl now.
Mike Bean,We hired his company to help plan and build our new Gryzzl campus.
Mike Bean,Right here in town on that land.
Mike Bean,"Oh, my gosh."
Mike Bean,It's perfect.
Mike Bean,The trees and rocks and the sky.
Ron Swanson,Yes.
Ron Swanson,The land has good sky.
Mike Bean,"This guy, he's so far out."
Mike Bean,So normcore.
Leslie Knope,You know that the National Park System deserves this land.
Leslie Knope,Why are you trying to screw me?
Leslie Knope,This is like Morningstar all over again!
Ron Swanson,This is nothing like Morningstar.
Ron Swanson,And that was two years ago.
Leslie Knope,"Well, you don't know who you're dealing with."
Leslie Knope,"I directly oversee 1,200 people."
Leslie Knope,I have a staff of creative geniuses that will not stop working until we win this bid!
Ed,Leslie!
Ed,"I couldn't find that file you wanted, but I did find a file called Bird Census 1980."
Ed,And it's empty.
Leslie Knope,"Get out of here, Ed!"
Leslie Knope,I fired you.
Ed,Right.
Ed,"If anybody wants to hang, I will be at Subway."
Leslie Knope,He's very stupid.
Andy Dwyer,"Babe, I just dropped off Leslie's triplets with her mom."
Andy Dwyer,All three of 'em.
Andy Dwyer,Nailed it.
Andy Dwyer,Look what she gave us.
Andy Dwyer,Slow cooker!
April Ludgate,Great.
Andy Dwyer,Yeah.
April Ludgate,So hurry up and get ready.
April Ludgate,The gala starts in an hour.
April Ludgate,"And don't forget, tomorrow we have to go to that guy's office to sign the renters insurance forms."
April Ludgate,Get ready.
April Ludgate,Go.
Andy Dwyer,Everything is going great.
Andy Dwyer,April's kicking ass at her National Parks job.
Andy Dwyer,"I work there part time, and I have my own TV show."
Perd Hapley,Welcome back to the Johnny Karate Super Awesome Musical Explosion Show.
Jerry Gergich,"Morning, Johnny."
Jerry Gergich,I have something for ya.
Andy Dwyer,It's Mailman Barry.
Andy Dwyer,"Morning, Barry."
Andy Dwyer,I have something for you.
Jerry Gergich,"Andy, no."
Andy Dwyer,Ninjas attack!
Jerry Gergich,Andy.
Jerry Gergich,No.
Jerry Gergich,That's my crotch.
Andy Dwyer,"Okay, guys."
Andy Dwyer,Three more kicks apiece.
Leslie Knope,"Jessica, hi!"
Leslie Knope,I'm glad I caught you before you left.
Leslie Knope,"Just between you and me, what do you think your land might sell for tomorrow?"
Jessica Wicks,Trevor says it'll probably be around $90 million.
Leslie Knope,"Oh, wow!"
Jessica Wicks,I know!
Jessica Wicks,I am just-- I am so happy for me!
Leslie Knope,Would you ever consider giving the federal government a discount?
Leslie Knope,For a very good cause?
Leslie Knope,A National Park?
Jessica Wicks,"Oh, Leslie, I have always liked you."
Leslie Knope,"Yeah, no, you haven't though."
Jessica Wicks,But I also like money.
Jessica Wicks,And money pays for my lifestyle.
Jessica Wicks,Leslie doesn't pay for my lifestyle.
Jessica Wicks,Money does.
Jessica Wicks,"So, between money and Leslie... You see the bind that I'm in?"
Leslie Knope,Yeah.
Leslie Knope,It's a tough one.
Leslie Knope,"Well, thank you, Jessica."
Leslie Knope,You did and said exactly what I thought you were gonna do and say.
Leslie Knope,And that's oddly comforting.
Jessica Wicks,"Thank you, sweetie!"
Tom Haverford,Who is Tom Haverford?
Tom Haverford,"He's a mentor, a lover, a hero."
Tom Haverford,But who is my hero?
Tom Haverford,Simple.
Tom Haverford,It's me five years from now.
Extra,"Okay, I really only need a correct spelling of your last name."
Tom Haverford,You are looking at one of Indiana Business Monthly's 35 under 35.
Tom Haverford,"I own Pawnee's hottest restaurant, two fast casual eateries, and the Tommy Chopper."
Tom Haverford,We serve chopped salads out of a decommissioned military helicopter.
Tom Haverford,I'm a mogul now!
Ben Wyatt,"Hey, Tom."
Tom Haverford,Ben Wyatt!
Tom Haverford,City Manager of Pawnee.
Tom Haverford,The Chamber of Commerce asked me to introduce him at a very fancy black tie gala tonight.
Tom Haverford,"One of the many area bigwigs who comes to me for life advice, fashion tips... You get it."
Tom Haverford,Write this all down.
Ben Wyatt,"So, for the introduction, I'd love it if you could just keep it brief."
Ben Wyatt,Like stick to my fiscal accomplishments.
Tom Haverford,"Wanna wake me up when you're done boring us to death, am I right, Janet?"
Tom Haverford,Write down that I'm funny.
Tom Haverford,Benji.
Tom Haverford,Relax.
Tom Haverford,Come on.
Tom Haverford,When's Tommy ever let you down?
Ben Wyatt,Constantly.
Ben Wyatt,I'm being honored at a gala tonight because I'm in charge of the Pawnee Bicentennial Celebration.
Ben Wyatt,"It's my biggest project since Ice Town, so it really means a lot that I'm being recognized as a city leader instead of being yelled at and pelted with things."
Ben Wyatt,Wait.
