Character,Line
Tom Haverford,Business at RentaSwag could not be better.
Tom Haverford,"Yesterday Jaden Smith came in, and he was like, ""Look, I want to quit the music/acting business and work here with you."""
Tom Haverford,"And I was like, ""Jaden, be serious."""
Tom Haverford,The world needs you.
Tom Haverford,You have a gift.
Trevor Nelson,"Ever since my client opened his store across the street, your sales have plummeted."
Trevor Nelson,It's only a matter of time before you're out of business.
Trevor Nelson,"But my client has had a moment of weakness, something he referred to as ""sympathy""?"
Trevor Nelson,"He's made you a final offer 40,000 dollars for RentaSwag and all of its contents."
Trevor Nelson,I suggest you take it.
Tom Haverford,"Well, I've heard all the facts, and it's pretty obvious what I have to do-- Get a big old mug of hot chocolate, put on my thinking PJs, and get back to you."
Trevor Nelson,The offer is valid for 48 hours.
Trevor Nelson,We would also be interested in acquiring your thinking PJs.
Tom Haverford,Listen to me very carefully.
Tom Haverford,"No matter what happens, you will never acquire my thinking PJs or my YouTube blazer... Nonnegotiable."
Jerry Gergich,Sorry.
Jerry Gergich,Sorry.
Leslie Knope,"Larry, everyone else was able to make it to the committee meeting on time."
Leslie Knope,What's your excuse?
Jerry Gergich,I was voting for you in the recall election.
Jerry Gergich,Lots of people wearing Leslie Knope buttons.
Leslie Knope,No discussion about the recall election until the polls close at 8:00.
Leslie Knope,Let's focus on what we can control.
Leslie Knope,"In 24 hours, we are going to transform City Hall into the best haunted house Pawnee has ever seen."
April Ludgate,There's been a mistake.
April Ludgate,"This says that I'm in charge of the silly skeleton room, when really it should say ""the undead serial killer room."""
April Ludgate,Who do I talk to about changing this?
Leslie Knope,It's recall day.
Leslie Knope,"I've made my case, and the latest polls have it as a dead heat, so there's nothing left to do but wait."
Leslie Knope,I'm fine.
Leslie Knope,"I mean, I got stuff to do."
Leslie Knope,I'm planning a haunted house.
Leslie Knope,"Plus, um... It's Kevin Pollack's birthday."
Leslie Knope,That's something to focus on today.
Leslie Knope,Who cares about the recall?
Leslie Knope,It's Kevin's day.
Tom Haverford,"I don't know what to do I could take the offer and break even, but I've come so far."
Tom Haverford,"Ron, can you put some more tiny marshmallow in my hot chocky?"
Tom Haverford,Thank you.
Ron Swanson,"If there was something I could do for you, I would."
Ron Swanson,Maybe you should try taking a walk... Out of my office.
Donna Meagle,Ron!
Donna Meagle,You're in Bloosh!
Tom Haverford,What?
Tom Haverford,Ron's in Bloosh?
Donna Meagle,Ron is in Bloosh!
Ron Swanson,What is Bloosh?
