Character,Line
Extra,"This is ""The Final Word with Perd."""
Extra,"With your host, Perderick L."
Extra,Hapley.
Perd Hapley,Issue number one is the first issue we're going to talk about.
Perd Hapley,Is Bobby Newport's campaign for city council in trouble?
Perd Hapley,"When I say your names, I want you to respond."
Perd Hapley,Dylan.
Extra,"Well, Newport's poll numbers have been plummeting."
Extra,"They just fired his campaign manager, and where's Bobby?"
Extra,He's on vacation in Spain.
Extra,"He's not on vacation, he's in hiding."
Extra,"Every time the guy speaks, he puts his foot in his mouth."
Perd Hapley,That's a hilarious image.
Perd Hapley,A foot in a mouth.
Extra,It's a common expression.
Perd Hapley,Okay.
Perd Hapley,"According to the newest polls, Leslie knope is now in second place."
Perd Hapley,She's just 15 points back.
Jerry Gergich,"Whoa, yeah!"
Perd Hapley,How did she close the gap?
Extra,"You have to give a lot of credit to her campaign manager, Ben Wyatt."
Leslie Knope,"So apparently, Newport just fired his campaign manager because Ben was kicking his ass."
Leslie Knope,Ben is the best campaign manager anyone could ever have.
Leslie Knope,Every move he's made has worked.
Leslie Knope,"He's like a brilliant, sexy, little hummingbird."
Ben Wyatt,What did you just say?
Leslie Knope,Nothing.
Leslie Knope,Keep up the good work.
Leslie Knope,You're doing great.
Ben Wyatt,"Senior citizens are basically the only people who vote in local elections, so if you want to win, you gotta get the gray vote."
Leslie Knope,"And to get the gray vote, you need to get the endorsement of Ned Jones."
Leslie Knope,He's the president of Pawnee Seniors United.
Leslie Knope,He's like The Godfather but old.
Ben Wyatt,He's like The Grandfather.
Ben Wyatt,The Grand Godfather.
Leslie Knope,"The ""grond"" father, he's like It doesn't matter."
Leslie Knope,"He's important, and he's old."
Leslie Knope,"Mr. Jones, such a pleasure to meet you."
Leslie Knope,Please don't get up.
Ned Jones,Don't worry.
Ned Jones,I can't.
Leslie Knope,Oh.
Ned Jones,Just joking.
Ned Jones,I can get up.
Ned Jones,But it's difficult.
Ned Jones,"But I can do it, but it is hard."
Ned Jones,"Look, I don't have a lot of time."
Ben Wyatt,"Oh, God."
Ben Wyatt,I'm so sorry.
Ben Wyatt,Is it cancer?
Ned Jones,"No, I don't have a lot of time before my swim aerobics."
Ben Wyatt,Oh.
Ned Jones,Why are you better for seniors than Bobby Newport?
Leslie Knope,Three words: Ramp Up Pawnee.
Leslie Knope,Pawnee is way behind the times in terms of making its buildings wheelchair accessible.
Leslie Knope,"Not enough ramps is the number three complaint among Pawnee seniors Right behind ""everything hurts"" and ""I'm dying."""
Ron Swanson,You wanted to see me.
Ron Swanson,Good God.
Ron Swanson,What the hell are you doing?
Chris Traeger,Upsidedown situps.
Chris Traeger,"Great exercise, and it literally lets me see the world from a different perspective."
Ron Swanson,Isn't there a men's gymnasium where you could do that?
Chris Traeger,"The world's my gymnasium, Ron."
Chris Traeger,But I will stop if it makes you uncomfortable.
Chris Traeger,Could you hold me while I dismount?
Chris Traeger,Thanks so much.
Ron Swanson,You bet.
Chris Traeger,Question for you.
Chris Traeger,"In a town of this size, the Parks department traditionally has ten employees."
Chris Traeger,You have only seven.
Chris Traeger,Why is that?
Ron Swanson,I work hard to make sure my department is as small and ineffective as possible.
Chris Traeger,The department is so small because Leslie Knope singlehandedly does the work of four people.
Chris Traeger,And she's already scaled back her time.
Chris Traeger,"If she wins, she'll be dividing her time between Parks and City Council."
Chris Traeger,I'm going to have to hire a deputy director to pick up the slack.
Ron Swanson,No!
Ron Swanson,"Chris, that's unnecessary."
Ron Swanson,The department is doing fine without Leslie.
Chris Traeger,Then prove it.
Chris Traeger,Complete one major project.
Ron Swanson,"Either we complete a government project which is abhorrent to me, or we bring a new person into the department, which repulses me to my core."
Ron Swanson,Reminds me of when my dad made me choose which of my pet calves to slaughter with my own hands for my sixth birthday.
Ron Swanson,"I couldn't choose, so I slaughtered both of them."
Ron Swanson,And they were delicious.
Ben Wyatt,"Essentially, we're going to put a ramp on every building in town."
Leslie Knope,"Like I always say, stairs are a young man's game."
Ned Jones,Damn straight.
Ned Jones,This is very impressive.
Ned Jones,"You know, you remind me of my brother."
Ned Jones,"You have the same name, Leslie."
Ned Jones,He lost a third of his body in a motorcycle accident.
Ned Jones,The middle third.
Ned Jones,But they sutured the hell out of him.
Ned Jones,He's he's fine now.
Ned Jones,"Much shorter, but a goodlooking, young, flat man."
Ned Jones,"What have you heard about Newport's new campaign manager, Jennifer Barkley?"
Leslie Knope,"Uh, who?"
Ned Jones,She wants to have a meeting with me at 5:00.
Ned Jones,I told her sorry.
