Character,Line
Leslie Knope,"Today we are welcoming a delegation from the Parks Department of our sister city, Boraqua, Venezuela."
Leslie Knope,Our photo-op with the mayor is tomorrow at 3:00 p.m.
Leslie Knope,"So, I'm gonna need your suggestions about my wardrobe ASAP."
Tom Haverford,"I told you, gold sequin sweatpants."
Leslie Knope,"Also, remember, everyone, Venezuela is a poor country."
Leslie Knope,These men are not used to the wealth and flash that we have here in central Indiana.
Leslie Knope,Our only job over the next two days is to make these men feel at home.
Leslie Knope,"Yes, I am a little nervous."
Leslie Knope,Pawnee has kind of a tricky history with welcoming foreign visitors.
Leslie Knope,But things have changed.
Leslie Knope,"Our guests are gonna stay in a motel, for sure."
Leslie Knope,"Oh, God!"
Leslie Knope,What if they don't speak English?
Leslie Knope,"April, you know Spanish, right?"
April Ludgate,Tu entierres en tu trabajo porque tu eres enfeliz en tu vida personal.
Leslie Knope,"Oh, good."
Leslie Knope,Excellent.
April Ludgate,My mom's Puerto Rican.
April Ludgate,That's why I'm so lively and colorful.
Leslie Knope,"Oh, my God."
Leslie Knope,Here they are.
Leslie Knope,"Okay, everybody, clean up."
Leslie Knope,Pull your thing up.
Leslie Knope,"Everyone, just be Good."
Leslie Knope,"Jerry, hit it."
Leslie Knope,This is my baby.
Leslie Knope,"I've put this whole trip together, and let me tell you something."
Leslie Knope,"It's not been easy, you know?"
Leslie Knope,How do you fit all of Pawnee in a 48 hour visit?
Leslie Knope,I had to drop the Rock and Roll bowling alley from our itinerary.
Leslie Knope,That was one of the most difficult phone calls I've ever had to make.
Leslie Knope,"Hello, most excellent representatives of the great Parks Department of Boraqua, Venezuela."
Leslie Knope,"I am Deputy Director of Parks and Recreation, and Chairwoman of the Departmental Ad Hoc Subcommittee for Pit Beautification, Leslie Knope."
Raul,It's a pleasure to meet you.
Raul,"I'm Vice Director Ejecutivo del Diputado del Departamento de Parques, Raul Alejandro Bastilla Pedro de Veloso de Maldonado."
Tom Haverford,I'm Tom.
Raul,"These are my colleagues, Antonio Rivera-Fonseca, Minister of Small Fountains."
Raul,"And Elvis Correja, Administrator of Hedges."
Leslie Knope,And he is?
Raul,Pay no attention to him.
Raul,"He is our intern, Johnny."
Raul,He is worthless.
Raul,We are quite tired from our trip.
Raul,"Could you have your servant collect our bags, please?"
Tom Haverford,What'd he call me?
Leslie Knope,"Tom, please."
Leslie Knope,"It's a different culture, okay?"
Leslie Knope,Just be a good host.
Leslie Knope,Do this for me?
Tom Haverford,Fine.
Leslie Knope,Yes.
Leslie Knope,We will get our pathetic servant boy to fetch your luggage.
