Character,Line
Jean-Ralphio Saperstein,This is it for certain okay
Jean-Ralphio Saperstein,"I create a game show, two people on stage right"
Jean-Ralphio Saperstein,"They flip a coin, one of them has to perform open heart surgery, the other one has to receive open heart surgery."
Jean-Ralphio Saperstein,"We call it, open heart surgery."
Tom Haverford,"How about this, you buy a Gulfstream jet, take the wheels off."
Jean-Ralphio Saperstein,Get them off of there.
Tom Haverford,"Turn the jet into an apartment building, people could live inside their own private jet."
Tom Haverford,We're currently coming up with business ideas for Jean-Ralphio
Tom Haverford,"because as of today, his bank account is blowing up."
Jean-Ralphio Saperstein,"I made my money the old fashioned way, I got run over by a Lexus."
Tom Haverford,"I still can't believe you made all that money in the lawsuit, you barely got hurt at all."
Jean-Ralphio Saperstein,"do you want to get run over, because I know a guy, super gentle, minor scrapes and bruises, major dollars and cents."
Tom Haverford,I got it.
Tom Haverford,What are you amazing at?
Jean-Ralphio Saperstein,"I know it, we both know it, let's both say it at the same it."
Tom Haverford,Creating a spectacle.
Jean-Ralphio Saperstein,Creating a spectacle.
Tom Haverford,"No, I got it."
Tom Haverford,you create Pawnee's first and only high end all media entertainment conglomerate.
Jean-Ralphio Saperstein,"Absolutely, that's absolutely what I have to do."
Jean-Ralphio Saperstein,What does it mean?
Tom Haverford,"It means, audio, video, movies, 3D movies, nightclubs, iPhone apps, if its entertainment you're involved."
Jean-Ralphio Saperstein,Yes of course I am.
Tom Haverford,And you call it entertainment 720.
Jean-Ralphio Saperstein,"No, why why."
Tom Haverford,You gotta stop screaming.
Jean-Ralphio Saperstein,I will I just get excited.
Jean-Ralphio Saperstein,Why do we call it entertainment 720?
Tom Haverford,because you're willing to go around the world twice for your clients.
Jean-Ralphio Saperstein,"That is unbelievable, but listen to me, listen to me."
Jean-Ralphio Saperstein,"I'm gonna need you on my team to pull this off, all right?"
Jean-Ralphio Saperstein,I can't do this without you.
Tom Haverford,"I don't know man, I'd have to quit my job."
Jean-Ralphio Saperstein,"Okay, I'll do it without you."
Leslie Knope,"I have some very important news about our favorite minihorse, Li'I Sebastian."
Jerry Gergich,Yay!
Jerry Gergich,Li'I Sebastian!
Leslie Knope,He died last night.
Tom Haverford,No.
Leslie Knope,"But we can take comfort in the fact that he is in heaven now, doing the two things he loves doing the most."
Leslie Knope,Eating carrots and urinating freely.
Ron Swanson,"When I walked in this morning and saw the flag was at halfmast, I thought, ""All right."""
Ron Swanson,Another bureaucrat ate it.
Ron Swanson,But then I found out it was Li'I Sebastian.
Ron Swanson,Halfmast is too high.
Ron Swanson,Show some damned respect.
Leslie Knope,"Because of all he's done for the town, we are gonna be holding a small memorial service for him."
Leslie Knope,"But for now, I think we should bow our heads in a moment of silence."
Leslie Knope,"I got it, thank you."
Leslie Knope,"It's times like this, when someone or some horse passes, that you really take stock of your life."
Leslie Knope,You look around you and you start to realize what it is that you truly care about.
Leslie Knope,"For Li'l Sebastian, I imagine it was good fresh oats, a trough of water, and a willing sexual partner."
Leslie Knope,Or non-willing.
Leslie Knope,"He was a horse, so I think they had to do it either way."
Ben Wyatt,Hey.
Ben Wyatt,"Hey Ann, how's it going."
Ann Perkins,You don't have to pretend I know you're supposed to meet Leslie here.
Ben Wyatt,I'm also curious about how it's going.
Ann Perkins,"Leslie's busy, she's working on the Li'l Sebastian memorial service."
Ann Perkins,"But you know what, she gave me this note to give to you."
Ann Perkins,"And she also wanted me to kiss you deeply, which I'm gonna have to pass on."
Ben Wyatt,Okay.
Ann Perkins,I really like my part-time job here.
Ann Perkins,"My office mate moved down the hall, so I have this whole room just for me."
Ann Perkins,"And Ben and Leslie, who secretly meet here."
Ann Perkins,40 times a day.
Ben Wyatt,She drew a kiss monster on the note.
Ann Perkins,Yeah.
Ann Perkins,"Look, you guys are totally welcome to use my office."
Ann Perkins,Just don't do anything on my desk
Ben Wyatt,"Oh, we don't, you know, we just like to work in the same place."
Ben Wyatt,and then we talk and hold hands.
Ann Perkins,"Yuck, that's somehow worse."
Ben Wyatt,"Yeah, it sounded bad when I said it."
Leslie Knope,"From now on, we stop mourning Li'l Sebastian's death and we start celebrating his life."
Leslie Knope,That's what he would've wanted.
Ron Swanson,"Amen, we need to send that glorious beast into the great beyond with a display that rivals the Super Bowl Halftime Show."
Ron Swanson,Also the budget is 600 dollars.
Leslie Knope,So maintenance is gonna set up the stage.
Leslie Knope,Ron will be laying the ceremonial wreath.
Jerry Gergich,"Leslie, there's a 13th century Italian poem by Dante Alighieri that would be very appropriate."
Leslie Knope,"Oh, Jerry, that sounds wonderful."
Leslie Knope,"Okay, Andy, I need you to write a memorial song."
Leslie Knope,"Something like Candle in the Wind, but 5,000 times better."
Andy Dwyer,Easy.
April Ludgate,"Hey, if you want a song from Andy Dwyer, lead singer of Mouse Rat, you should know he doesn't get out of bed for less than $1,000."
Leslie Knope,"He sleeps on a futon, so"
Leslie Knope,We can give him 50 bucks.
April Ludgate,Sold.
Leslie Knope,"Okay, here is a memo with some facts about Li'I Sebastian."
Leslie Knope,I think you'll find yours particularly interesting.
Ben Wyatt,It's just a list of facts.
Leslie Knope,What?
Jerry Gergich,"Okay, mine says, ""You have a cute butt."""
Leslie Knope,That's weird.
Leslie Knope,Must be a typo.
April Ludgate,"Yeah, Jerry, it's probably a typo, because it probably should've said, ""You have a cube butt."""
Tom Haverford,Cause your butt's shaped like a cube.
Jerry Gergich,Yeah.
Jerry Gergich,"The question is, why is my memo different than everyone else's?"
Leslie Knope,"Cube butt, cube butt."
Ben Wyatt,"Cube butt, cube butt."
Tom Haverford,"Cube butt, cube butt."
April Ludgate,"Cube butt, cube butt."
Andy Dwyer,"Cube butt, cube butt."
Dr. Harris,"Well, the good news is this is just tendonitis."
Chris Traeger,How is that good news?
Dr. Harris,The other option was shoulder cancer.
Chris Traeger,Really?
Dr. Harris,No.
Dr. Harris,"Look, you exercise a lot."
Dr. Harris,You're in great shape.
Dr. Harris,Little things like this happen with men of your age.
Chris Traeger,Men of my age?
Chris Traeger,How old do you think I am?
Dr. Harris,Fortytwo.
Chris Traeger,"I am 44, and I plan to live to be 150."
Dr. Harris,Okay.
Chris Traeger,So.
Chris Traeger,What's the cure?
Dr. Harris,Get a time machine.
Dr. Harris,Go back to being 20.
Chris Traeger,"Dr. Harris, you are literally the meanest person I have ever met."
Ben Wyatt,"Okay, all the permits cleared for the horse funeral."
Ron Swanson,What was that tone?
Ben Wyatt,What?
Ben Wyatt,"Oh, nothing."
Ben Wyatt,I'm very sad about this.
Tom Haverford,Question!
Tom Haverford,Who's a genius?
Tom Haverford,"Answer, Tom Haverford."
Tom Haverford,"Reason, Jean-Ralphio just started an exclusive, high end production company, and he's willing to put on Li'I Sebastian's memorial service pro bono, just for the pub."
Tom Haverford,Pub is an abbreviation for publicity.
Ron Swanson,Jean-Ralphio is a clown.
Ron Swanson,"This is the memorial for Li'I Sebastian, not double coupon night at a strip club."
Tom Haverford,"First off, double coupon night is an incredible value."
Tom Haverford,"Secondly, this guy just started a business."
Tom Haverford,He's my friend.
Tom Haverford,It would really help him out.
Tom Haverford,"Plus, I'm gonna oversee everything and make sure it goes great."
Leslie Knope,"Okay, Tom, we trust you."
Leslie Knope,Make us proud.
Ron Swanson,Make him proud.
Ben Wyatt,Why don't you just Photoshop that out?
Chris Traeger,"Oh, hi, Ann Perkins."
Ann Perkins,Hi.
Ann Perkins,How are you?
Chris Traeger,I'm dying.
Ann Perkins,What?
Chris Traeger,Tendonitis.
Ann Perkins,Oh.
Ann Perkins,"I don't know if you should lead with ""I'm dying."""
Chris Traeger,"You're right, you're right."
Chris Traeger,So.
Chris Traeger,What's up with you?
Ann Perkins,I'm just helping Leslie plan Li'I Sebastian's memorial service.
Chris Traeger,Li'I Sebastian died?
Chris Traeger,That's terrible.
Ann Perkins,"He was old, and he had a lot of ailments."
Ann Perkins,Like tendonitis?
Ann Perkins,I don't know.
Ann Perkins,I don't have his chart in front of me.
Chris Traeger,Could you get it?
Ann Perkins,What?
Ann Perkins,No There's no chart.
Chris Traeger,"Oh, my God."
Chris Traeger,Death is inescapable.
Chris Traeger,"Goodbye, Ann Perkins."
Leslie Knope,"Okay, so I'm meeting him in your office in a few minutes, how do I look?"
Ann Perkins,What are you going for?
Leslie Knope,Sophisticated with a hint of slutty.
Ann Perkins,Bullseye.
Ann Perkins,It's so nice to see you so happy about a guy.
Leslie Knope,"Thanks, I don't know, when I look at my life right now, it feels almost perfect."
Leslie Knope,"I mean we have to sleep around, but weirdly it's kind of fun that no one knows."
Ann Perkins,I could see that.
Leslie Knope,But enough about me.
Leslie Knope,How's Ann?
Ann Perkins,I'm pretty happy right now generally.
Ann Perkins,Although I did see Chris today.
Ann Perkins,he always just throws me off.
Leslie Knope,Don't even talk about Chris.
Leslie Knope,"Every time I hear his name, I think about the fact that he's gonna find out about me and Ben, and he's gonna fire both of us."
Leslie Knope,And about how much he hurt you.
Ann Perkins,"Yeah, there you go."
Ann Perkins,Yeah.
Ron Swanson,"Hello, Leslie."
Ron Swanson,How long have you been sleeping with Ben?
Leslie Knope,What?
Ron Swanson,How long have you been sleeping with Ben?
Leslie Knope,That's disgusting and wrong.
Leslie Knope,I don't even get Why would I I've never had sex with anyone anywhere.
Leslie Knope,"It's none of your You have the nerve, the audacity Ben is my boss, technically."
Leslie Knope,"And he is terrible, facewise."
Leslie Knope,"And how How do I know, frankly, that you're not sleeping with him?"
Leslie Knope,Maybe you are.
Leslie Knope,Maybe you're trying to throw me off.
Leslie Knope,Hmm.
