Character,Line
Ann Perkins,Morning.
Leslie Knope,Hey.
Ann Perkins,"Hey, can you approve this new design for the campaign poster?"
Leslie Knope,"Oh, Ann, you beautiful, rulebreaking moth."
Leslie Knope,You know we can't talk about my campaign in here.
Ann Perkins,Seriously?
Ann Perkins,"It's a ""yes"" or ""no"" question."
Leslie Knope,"When you're running for office, there are, like, a million rules of what you can and cannot do."
Leslie Knope,Yes.
Leslie Knope,"And because I work for the government, I am not allowed to do anything campaign related inside a government building."
Andy Dwyer,"Boss, I need your Herbie Hancock on this."
Leslie Knope,Outside.
Leslie Knope,It's kind of a pain in the ass.
Leslie Knope,But it's great exercise But it's a pain in the ass.
Ben Wyatt,So Perd Hapley wants to do Thursday now.
Leslie Knope,Fine.
April Ludgate,Did you finish the maintenance report?
Leslie Knope,"I did not finish it, but I will finish it."
Leslie Knope,"So wait, what was your question again?"
Ben Wyatt,The slogan?
April Ludgate,"Okay, can I just come out there, so we can talk about everything?"
Leslie Knope,"No, April, I need to keep my work separate, okay?"
Leslie Knope,Just think of it like a fun game.
Leslie Knope,Parks is inside.
Leslie Knope,Campaign is outside.
Leslie Knope,Parks is inside.
Leslie Knope,Campaign's outside.
April Ludgate,"Ooh, you know what would make it more fun?"
Leslie Knope,What?
April Ludgate,"Oh, my God, this."
Leslie Knope,April.
Ron Swanson,"It's time, Leslie."
Ron Swanson,You have to take a leave of absence from the department.
Leslie Knope,"Ron, that is ridiculous."
Ron Swanson,We've talked about this.
Leslie Knope,"No, you've talked about it, and I've ignored it, because it is ridiculous."
Leslie Knope,"Need I remind you that even if I win the election, I can still work at the Parks department."
Leslie Knope,City council is a parttime job.
Ron Swanson,But campaigning is a fulltime job.
Ron Swanson,Right now you're working and 50 hours a week on the campaign.
Leslie Knope,"Well, I have time to spare."
Leslie Knope,"I'm also volunteering at ""Wheels For Meals On Wheels."
Leslie Knope,""" We repair vans for ""Meals On Wheels."""
Ron Swanson,You're a month behind on everything.
Ron Swanson,You forgot to file the weekly Parks Maintenance report.
Ron Swanson,"You do it every week, and you forgot."
Ron Swanson,Things are falling through the cracks.
Ron Swanson,I'm pretty sure you've worn that sweater four days in a row.
Leslie Knope,Or I own four identical versions of the same sweater.
Ron Swanson,"No, you don't, there's an old lollipop that's been stuck to the back since Tuesday."
Leslie Knope,"That's the style now, Ron."
Leslie Knope,"It's called ""lollipopping."""
Leslie Knope,All the kids are doing it.
Ron Swanson,"Leslie, you need to take a sabbatical."
Leslie Knope,Okay.
Leslie Knope,"You know what, Ron?"
Leslie Knope,"I accept your apology, I will not take a sabbatical, as we agreed, and we will never discuss this again."
Tom Haverford,"Sorry, Ann."
Tom Haverford,You can't open this gift.
Tom Haverford,It's for the most beautiful girl in Pawnee.
Tom Haverford,"Hold up, hold up, hold up."
Tom Haverford,"Hold up, hold up, wait."
Tom Haverford,That's you.
Ann Perkins,Wow.
Tom Haverford,"Yeah, and look, I got one too."
Tom Haverford,Matching His and Hers.
Ann Perkins,"So I'm ""Tommy's girl,"" and you're just ""Tom""?"
Ann Perkins,"Why not ""Ann's man""?"
Tom Haverford,"Nobody owns me, cupcake, not even you."
Ann Perkins,"You can either burn these hats in a fire, or you can use a blowtorch."
Tom Haverford,How about this option?
Tom Haverford,We put the hats on
Ann Perkins,Don't say it.
Tom Haverford,We take everything else off.
Tom Haverford,These Kangol hats are exactly like the one Samuel L.
Tom Haverford,Jackson wore to the Latin Grammys.
Tom Haverford,How could she not like them?
April Ludgate,I don't know.
Tom Haverford,It's like somehow everything I do with her is wrong.
April Ludgate,"Dude, seriously, leave me out of this."
April Ludgate,"I kind of set up Tom and Ann, and now they won't stop asking me for advice, which is a really bad move on their part, because I really don't care what happens to them Or anyone."
Andy Dwyer,Champion!
Andy Dwyer,"Hey, bud."
Andy Dwyer,I missed you.
Andy Dwyer,Thank you so much.
Andy Dwyer,I hope he wasn't a handful.
Chris Traeger,Not in the slightest.
Chris Traeger,"As the Germans would say, ""er ist ein wunder hund."
Chris Traeger,""" He is a wonder dog."
Andy Dwyer,Oh.
Chris Traeger,"The dog training course I took was conducted entirely in German, and so now I'm fluent in German Words relating to dogs."
Chris Traeger,"April and Andy went away for the night, and I looked after Champion here."
