Character,Line
Leslie Knope,"So, gentlemen, you have evidence that the Newport land should be preserved."
Extra,Absolutely.
Extra,"You see, I'm a ninth level octopriest in the Church of the Reasonableists."
Leslie Knope,"Oh, boy."
Extra,The land is sacred in our religion because it's the place where all human souls will be transmuted when Zorp the Lizard God passes through Jupiter's Sphincter.
April Ludgate,Hail Zorp.
Extra,Hail Zorp.
Leslie Knope,I'm looking for anything to strengthen my case that the Newport land should become a park and not a corporate campus.
Leslie Knope,"Religious reasons, animal conservation, historical significance."
Leslie Knope,Anything.
Leslie Knope,"So, hold onto your straws, everybody, because Mama's going grasping."
Manrico Della Rossa,"In 1980, there were more than 600 million Indiana Brown Ants in that forest."
Manrico Della Rossa,"Today, there are only 595 million."
Manrico Della Rossa,"At that rate, they'll all be gone by the year 203060."
Leslie Knope,Two hundred and three thousand and sixty?
Leslie Knope,Two hundred thousand years from now?
Manrico Della Rossa,Yes.
Leslie Knope,That doesn't seem like an immediate crisis.
Herman,I've got a different idea for that land.
Herman,An amusement park with rides and food and sexy cartoon characters.
Herman,I call it Disneyland.
Leslie Knope,How did you get in here?
Herman,Broke a window.
Roscoe,"Hey, guys."
Roscoe,Come on in.
Roscoe,"You guys, I am Roscoe."
Roscoe,I am Vice President of Cool New Shizz here at Gryzzl.
Roscoe,Feel free in this meeting to break out your vapes and just kick back.
Roscoe,"Now, peep this."
Roscoe,Leslie Knope has been meeting with people to try to sexy up her presentation.
Roscoe,"So, we had this far out brain tornado."
Tom Haverford,Good idea.
Roscoe,"We should get a brity to come kick it with us smalltime and then just be like, ""Hey, chums."""
Roscoe,"""Let's get tight with Gryzz."""
Tom Haverford,We need a celebrity as a minority owner.
Tom Haverford,It will strengthen Gryzzl's bid.
Ron Swanson,Is a celebrity necessary?
Ron Swanson,I prefer quality over flash.
Ron Swanson,That's why I refuse to write my signature in cursive.
Donna Meagle,Celebrities can help with this kind of thing.
Donna Meagle,The Nets wouldn't be in Brooklyn if it weren't for Jay Z.
Donna Meagle,And the sales for ChickfilA went through the roof once Elton John bought them.
Roscoe,Exactly.
Roscoe,Gryzzl is an outsider here in Pawnee.
Roscoe,"So, a local celebrity is going to make everyone feel more at ease with us."
Roscoe,And that's why we called on you home court chillers to frack your brainiums.
Tom Haverford,"Since we're locals, they want us to think of ideas--"
Ron Swanson,I got it from context.
Tom Haverford,Okay.
Ron Swanson,I have no interest in consorting with celebrities.
Ron Swanson,"The only celebrities I recognize are furniture maker Garry Knox Bennett, designer of the notorious and Magnus, the five-by-five bull elk I saw near my cabin two years ago."
Ron Swanson,"Took a shot at the bastard, and he stuck his antlers through the door of my meat shed."
Ron Swanson,"One day, Magnus, I will wear you as a jacket."
Andy Dwyer,Have you thought about this?
Andy Dwyer,You could be an airline pilot.
April Ludgate,I don't like heights.
Andy Dwyer,What about a submarine pilot?
April Ludgate,I don't like depths.
April Ludgate,"I don't like anything, okay?"
April Ludgate,You're not gonna be able to find a career for me.
April Ludgate,"So, just give up."
Andy Dwyer,"No way, babe."
Andy Dwyer,We can do this.
Andy Dwyer,Let's play a game.
Andy Dwyer,Okay?
Andy Dwyer,"You say a word, I say a word, we see if it makes a profession."
April Ludgate,Executive.
Andy Dwyer,Trampoline.
April Ludgate,Computer.
Andy Dwyer,Trampoline.
April Ludgate,Trampoline.
Andy Dwyer,Pass.
Ben Wyatt,"Hey, Leslie, I need both you and Ron to sign this City Point of Sale document, since the land you're gunning for lies within city limits."
Ben Wyatt,Can we run over to Ron's office and take care of this?
Leslie Knope,"Well, I love it when you talk Point of Sale docs."
Leslie Knope,You know it turns me on.
Leslie Knope,But no.
Leslie Knope,No.
Leslie Knope,There's no way that I will be in the same room with Ron Swanson unless it is during a police lineup when I am pointing him out as the man who betrayed me.
Leslie Knope,"""That's him, officer!"""
Leslie Knope,"""Ronald Swanson."""
Leslie Knope,"""Thank you, Leslie, that's the fifth crime you've solved this month."""
Leslie Knope,"""I'm not supposed to do this, but let me give you a badge and a siren for your car."""
Ben Wyatt,Could you please focus?
Ben Wyatt,It will take two minutes.
Ben Wyatt,"And all signatures need to be notarized, and I really don't want to have to schedule two different notary appointments."
Jerry Gergich,"Not to eavesdrop, but I have a crazy story."
Jerry Gergich,"I recently had a bit of a health scare, just a couple weeks in the hospital."
Andy Dwyer,"Oh, God."
Andy Dwyer,This story's terrible so far.
Jerry Gergich,"Anyway, I became really motivated once I got out to finally live life to the fullest."
Jerry Gergich,"So, I fulfilled one of my lifelong dreams, and I became a Notary Public."
Jerry Gergich,"So, if I go with you, Ron and Leslie can sign the document separately."
Leslie Knope,Yeah.
Leslie Knope,"See, Ben?"
Leslie Knope,It all works out.
Leslie Knope,"I'll sign the documents here, and then you can bring it to Ron and he can sign it there, and then you can tell Ron to rot in hell."
Ben Wyatt,How long are you two going to go on like this?
Ben Wyatt,You're acting like a little kid.
Leslie Knope,"No, I'm not."
Leslie Knope,And infinity plus one year.
Leslie Knope,"Andy, bring in the next person."
Tom Haverford,Perd Hapley.
Tom Haverford,Crazy Ira and the Douche.
Tom Haverford,Tom Haverford?
Tom Haverford,"That's nice, but I don't know if you can really consider me a celebrity."
Donna Meagle,Yeah.
Donna Meagle,That's your handwriting.
Tom Haverford,"These are all great options, but I think we need to go after Pawnee's biggest fish."
Tom Haverford,Annabel Porter from Bloosh.
Ron Swanson,That horrifying Lifestyle Newsletter filled with vegan recipes and pointless tchotchkes?
Ron Swanson,Forget it.
Ron Swanson,That woman is my nightmare.
Donna Meagle,"Um, she's a big deal, Ron."
Donna Meagle,Bloosh has won the Pulitzer Prize for best top ten listicle two years in a row.
Bill Haggerty,"Hi, Leslie."
Bill Haggerty,Bill Haggerty from the Pawnee Historical Society.
Leslie Knope,"Oh, yes, Bill, I remember you."
Bill Haggerty,"I heard you were looking for information on the Newport land, and I have some very exciting news for you."
Bill Haggerty,It concerns William Henry Harrison.
Leslie Knope,We claim William Henry Harrison as a hero because he was the first governor of the Indiana territories and then President of the United States.
Leslie Knope,"We're also a little ashamed of him because he didn't wear a coat at his inauguration, caught a bad cold and died 32 days later."
Leslie Knope,He's an embarrassing footnote.
Leslie Knope,But he's our embarrassing footnote.
Bill Haggerty,"I've recently self published a biography about Harrison entitled ""Barely a President. William Henry Harrison's Thirty Two Days in the White House."""
Bill Haggerty,I discovered that Harrison had a heretofore unknown hunting lodge on the very land you're trying to acquire.
April Ludgate,"Um, spoilers much?"
April Ludgate,Now I'll never read that book.
Leslie Knope,"If a US President had a house on that land, it could qualify for historic landmark status, and we could really stick it to Ron's team."
Leslie Knope,"Which would be icing on the cake, not the reason why we're doing this."
Leslie Knope,Okay.
