Character,Line
Leslie Knope,Forget it.
Leslie Knope,It's impossible.
Leslie Knope,It's not gonna work in a million years.
Leslie Knope,It's pointless.
Leslie Knope,I give up.
Ben Wyatt,"Good attitude, honey."
Leslie Knope,"Well, you know, what do you want from me?"
Leslie Knope,I'm trying to get a group of people to give me their land rather than sell it to Gryzzl for 90 million dollars.
Leslie Knope,"Right now, my basic argument is, ""Please give us the land."""
Leslie Knope,"""It would be so nice."""
Leslie Knope,Gryzzl has billions of dollars.
Leslie Knope,There's no way I beat them.
Ben Wyatt,Hey.
Ben Wyatt,I've seen you beat tougher odds than this.
Ben Wyatt,They're just a company.
Ben Wyatt,They're not that powerful.
Leslie Knope,Whoa!
Leslie Knope,"""Open your door?"""
Leslie Knope,Ah!
Leslie Knope,"Oh, my God!"
Leslie Knope,"Ben, we're about to die!"
Ben Wyatt,Good lord.
Leslie Knope,"Oh, my, The robots have come for us."
Leslie Knope,I made fun of you when you said it would happen but your novel has come true.
Mike Bean,"Hey, Leslie Knope."
Mike Bean,"Please enjoy this free gift, courtesy of Gryzzl."
Ben Wyatt,"Okay, so, they also have a squadron of flying robots giving presents to everyone."
Mike Bean,Later!
Leslie Knope,We're screwed.
Andy Dwyer,Mmmâ¦
Tom Haverford,"New dish we're working on, tell me what you think."
Tom Haverford,"It's a red and white heirloom red bean pasta, with an imported Tuscan walnut herb sauce infused with shaved heritage Pecorino Romano."
Tom Haverford,"What, you're done?"
Andy Dwyer,Mmm.
Andy Dwyer,Really good.
Andy Dwyer,Why are you doing new dishes?
Tom Haverford,"Lucy is visiting her boyfriend, Conrad, in Chicago."
Tom Haverford,So I'm just trying to distract myself with work so I don't think about the marathon bone sex they're probably having.
Andy Dwyer,"Hey, you know what, dude, you gotta take your mind off them."
Andy Dwyer,Check this out.
Andy Dwyer,It's a contract.
Andy Dwyer,"It came from the station manager where I do my show, Johnny Karate."
Andy Dwyer,"He wants me to sign it, but it says that they'll own the character Johnny Karate."
Andy Dwyer,"And I want to own the character Johnny Karate, 'cause it's me."
Tom Haverford,"Wait, this says they only pay you 100 bucks a week?"
Andy Dwyer,"Yeah, but all I really do is goof around all day, write, produce and direct a TV show."
Andy Dwyer,"Plus, I act in it, I do sets, props, wardrobe."
Andy Dwyer,At the end I drive everybody home.
Andy Dwyer,"So, I mean, 100 bucks a week, that's pretty fair."
Tom Haverford,This is perfect.
Tom Haverford,I'll be your agent.
Tom Haverford,I'll put all my energy into renegotiating your contract.
Tom Haverford,I won't even think about Lucy and Conrad and his stupid crunches that he probably does.
