Character,Line
Councilman Dexhart,"And to my wife, I apologize."
Councilman Dexhart,"All I can say is I wasn't just having sex, I was making love to a beautiful woman and her boyfriend, and a third person, whose name I never learned."
Councilman Dexhart,"Furthermore, it was wrong of me to say I was building houses for the underprivileged, when I was actually having four way sex in a cave in Brazil."
Tom Haverford,I bet cave sex is insane.
Leslie Knope,Why?
Tom Haverford,Because of the echoes and the humidity.
Donna Meagle,Mmmhmm.
Councilman Dexhart,"In my defense, it was my birthday and I really wanted to do it."
Leslie Knope,I think it's a real shame when people focus on the tawdry details of a scandal.
Leslie Knope,"Personally, all I care about is Councilman Dexhart's policies."
Leslie Knope,Not whether he was high on nitrous and cocaine during the cave sex.
Leslie Knope,"Which, by the way, I heard he was."
Perd Hapley,One more shocking revelation in a story that just won't stop unfolding.
Perd Hapley,It turns out Councilman Dexhart may have also had sex with a prostitute in the limousine on the way to and from the press conference where he apologized for having an affair.
Perd Hapley,"Perd Hapley, Channel Four Eyewitness News."
Mark Brendanawicz,Why does anybody wanna run for public office?
Mark Brendanawicz,You're just asking to have your entire life exposed.
Tom Haverford,"Well, if you're squeaky clean, like I am, there's no problem."
Mark Brendanawicz,"Tom, you're married, and you hit on women constantly."
Tom Haverford,"Yeah, but I've never sealed the deal."
Tom Haverford,Just window shopping.
Tom Haverford,"You can fly to Brazil, just don't enter the cave."
Tom Haverford,Am I right?
Tom Haverford,Up top!
Mark Brendanawicz,"I'm sure that you think that you're clean, but I bet that we could find something on you."
Tom Haverford,"I changed my name, which is legal, and once in high school, a girl beat me in a wrestling match."
Tom Haverford,That's it.
Tom Haverford,I bet anything I could find worse stuff on all you guys.
Mark Brendanawicz,Are you suggesting a game?
Mark Brendanawicz,I'm in.
Donna Meagle,I'm in.
Jerry Gergich,I'm out.
Tom Haverford,"Not an option, Jerry."
Tom Haverford,You're going down.
Jerry Gergich,"No, seriously, I really don't wanna play."
Tom Haverford,"No, no."
Tom Haverford,"Seriously, you are playing."
Tom Haverford,We're gonna nail you.
Ron Swanson,"I will play, too, if only to prove that I can find more dirt on you than you can on me."
